begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.2127659574468085,0.30357142857142855,0.2224334600760456,SD9H.tsv
50,100,0.3109048723897912,0.6071428571428571,0.34496919917864477,SD9H.tsv
100,150,0.6264591439688716,0.7263157894736842,0.668903803131991,SD9H.tsv
150,200,0.6309226932668329,0.8173076923076923,0.6693069306930693,SD9H.tsv
200,250,0.6910569105691057,0.7476635514018691,0.7037815126050421,SD9H.tsv
250,300,0.6477611940298508,0.7096774193548387,0.6612149532710281,SD9H.tsv
300,350,0.7116788321167883,0.7875,0.7288135593220338,SD9H.tsv
350,400,0.7159090909090909,0.8985507246376812,0.7786069651741293,SD9H.tsv
400,450,0.8055555555555556,0.8442211055276382,0.8321799307958477,SD9H.tsv
450,500,0.7635270541082164,0.7757009345794392,0.7656765676567657,SD9H.tsv
500,550,0.751219512195122,0.8878504672897196,0.7980769230769231,SD9H.tsv
550,600,0.7673469387755102,0.8461538461538461,0.7946666666666666,SD9H.tsv
600,613,0.8141592920353983,0.8333333333333334,0.816,SD9H.tsv
