begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.47844827586206895,0.2608695652173913,0.37585421412300685,SY7T.tsv
50,100,0.5830508474576271,0.6192660550458715,0.5984405458089669,SY7T.tsv
100,150,0.6821192052980133,0.7153024911032029,0.6981132075471698,SY7T.tsv
150,180,0.7417218543046358,0.7653061224489796,0.751004016064257,SY7T.tsv
