speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,8,250,696,0.032,0,50,SXCW.tsv
2,37,384,1438,0.09635416666666667,0,100,SXCW.tsv
2,84,460,2043,0.1826086956521739,0,150,SXCW.tsv
2,100,536,2632,0.1865671641791045,0,200,SXCW.tsv
2,121,602,3284,0.2009966777408638,0,250,SXCW.tsv
2,142,655,3813,0.216793893129771,0,300,SXCW.tsv
2,167,701,4276,0.23823109843081314,0,350,SXCW.tsv
2,186,736,4734,0.25271739130434784,0,400,SXCW.tsv
2,200,774,5141,0.25839793281653745,0,450,SXCW.tsv
2,218,806,5650,0.2704714640198511,0,500,SXCW.tsv
2,227,839,6057,0.27056019070321813,0,550,SXCW.tsv
2,242,873,6557,0.27720504009163804,0,600,SXCW.tsv
2,252,908,6978,0.2775330396475771,0,650,SXCW.tsv
2,261,958,7478,0.27244258872651356,0,700,SXCW.tsv
2,274,978,7777,0.28016359918200406,0,750,SXCW.tsv
2,288,1007,8046,0.28599801390268126,0,800,SXCW.tsv
2,301,1064,8498,0.28289473684210525,0,850,SXCW.tsv
2,317,1097,8942,0.2889699179580675,0,900,SXCW.tsv
2,332,1119,9380,0.2966934763181412,0,950,SXCW.tsv
2,347,1143,9815,0.30358705161854765,0,1000,SXCW.tsv
2,353,1171,10134,0.30145175064047824,0,1050,SXCW.tsv
2,362,1182,10468,0.3062605752961083,0,1100,SXCW.tsv
2,368,1203,10729,0.3059019118869493,0,1150,SXCW.tsv
2,383,1228,11133,0.3118892508143323,0,1200,SXCW.tsv
2,384,1229,11157,0.3124491456468674,0,1206,SXCW.tsv
