file,corr,p
S539.csv,0.7523826744217769,5.365019413126336e-05
SPTA.csv,0.7692138258597422,7.004653153546191e-06
S9D7.csv,0.9152137137690681,0.00020388921078801103
SKYQ.csv,0.7884872742718088,1.3064411030141154e-05
SF2Q.csv,0.8126391625508121,1.8424533102108822e-15
SHJE.csv,0.8435339070418298,3.289338661093593e-08
S66A.csv,0.8569905688553893,1.153944459694623e-08
SMME.csv,0.8524160857466447,1.1166413803541212e-11
SVUC.csv,0.8203538452352857,9.0882356087098e-08
SQPH.csv,0.9112286695414437,0.0002438023632529021
SJDM.csv,0.8176629722184998,0.00019639472695474373
SXWR.csv,0.9275159289618494,1.284097928571847e-12
SD2R.csv,0.7816451871386412,8.88886798416417e-11
S6UQ.csv,0.8521737765870646,0.0008644646940757706
S64H.csv,0.7757127116708066,7.473626305346167e-17
SXC6.csv,0.8031312250190504,0.0005419117233600618
S6A5.csv,0.9595746114654397,4.892609504084509e-13
S84P.csv,0.9721495166837434,1.4313456962440316e-09
S3SU.csv,0.9661825120049985,2.265508842452957e-05
SP9Z.csv,0.955712419916797,4.445427667808007e-06
S7JS.csv,0.8651966543616559,7.319812788536257e-06
SYFN.csv,0.8321986548397486,0.16780134516025136
SF3V.csv,0.7697936820210027,6.594726839228504e-07
SA6K.csv,0.918882940814515,3.447068056728803e-06
SJSQ.csv,0.8563386192867426,7.310240043759363e-07
SXNE.csv,0.7996498791512815,8.315231808126345e-09
SXCB.csv,0.8464651797912833,3.775590464582153e-09
SZNG.csv,0.7602689138335483,8.102911094374023e-09
SJG5.csv,0.8062930563974297,3.05961771219622e-05
S3GS.csv,0.8922629756740685,0.0002211465780020163
SDHB.csv,0.810951351106144,3.0210689173831786e-17
ST6R.csv,0.8271879959576,6.844419126609546e-06
S3SA.csv,0.9292972564849027,3.5101205282191184e-05
SKY2.csv,0.9426698974731378,0.016335692900171766
S7JG.csv,0.7877093851440554,6.9867058908259174e-12
SRX4.csv,0.6869630129721536,0.002315870951010697
SBKH.csv,0.8733564460308989,0.0009632398226366649
SKBN.csv,0.8742368781032085,0.0009377698742685175
S7RA.csv,0.8658972723078133,5.432570492644527e-09
SKMV.csv,0.8730091171106862,0.0009734249110102046
SB32.csv,0.7759798397229718,1.2221191041687052e-06
SK8N.csv,0.8281183525334895,1.5064082774667163e-09
SR7C.csv,0.329766015109613,0.06091307070392085
S7PM.csv,0.8276689011184679,2.0048018307423404e-06
SKCY.csv,0.8577835383679069,8.462964401862905e-08
SYHW.csv,0.885116452683377,4.783791798685814e-07
S9F9.csv,0.8374091383824775,3.340105923078076e-07
SRU7.csv,0.7254946887172192,0.0001329393458667433
SBSJ.csv,0.8255218123650667,0.0061315060943788555
SNG4.csv,0.7334218886634801,3.303155772496878e-08
SAB7.csv,0.7860097342085084,2.4045076126016048e-05
SJSC.csv,0.8609127003734363,2.719643510779481e-07
SQPN.csv,0.7861830890526337,3.1862576410410674e-06
SJKD.csv,0.9590355417617933,0.0006380782838684797
S3JF.csv,0.774297604251202,1.1220504713593364e-09
SCWC.csv,0.8443040166206004,3.899501740590378e-05
SHGE.csv,0.8293927419156034,4.462736498983885e-09
S6MQ.csv,0.8961614404674915,7.968227103225801e-05
S8CB.csv,0.8737951417886973,4.582686701688454e-06
SQ2L.csv,0.8165869101338302,0.001190724881002083
S8BQ.csv,0.7380845898799941,2.859097039904104e-10
SKY7.csv,0.8614651927285112,0.0006546103249842685
S2T6.csv,0.7457477371328457,5.6777713305391887e-14
