speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,11,169,489,0.0650887573964497,0,50,SUPB.tsv
2,38,272,1021,0.13970588235294118,0,100,SUPB.tsv
2,57,337,1386,0.16913946587537093,0,150,SUPB.tsv
2,70,393,1771,0.178117048346056,0,200,SUPB.tsv
2,86,436,2109,0.19724770642201836,0,250,SUPB.tsv
2,110,521,2605,0.21113243761996162,0,300,SUPB.tsv
2,126,578,3068,0.2179930795847751,0,350,SUPB.tsv
2,156,641,3571,0.24336973478939158,0,400,SUPB.tsv
2,178,667,4014,0.26686656671664166,0,450,SUPB.tsv
2,196,701,4350,0.2796005706134094,0,495,SUPB.tsv
