speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,28,192,518,0.14583333333333334,0,50,SFXF.tsv
2,56,277,987,0.20216606498194944,0,100,SFXF.tsv
2,78,377,1632,0.20689655172413793,0,150,SFXF.tsv
2,109,473,2366,0.23044397463002114,0,200,SFXF.tsv
2,142,551,3244,0.2577132486388385,0,250,SFXF.tsv
2,165,625,3992,0.264,0,300,SFXF.tsv
2,190,679,4659,0.27982326951399117,0,350,SFXF.tsv
2,196,684,4801,0.28654970760233917,0,367,SFXF.tsv
