speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,13,153,413,0.08496732026143791,0,50,SXFD.tsv
2,35,228,760,0.15350877192982457,0,100,SXFD.tsv
2,52,292,1104,0.1780821917808219,0,150,SXFD.tsv
2,70,360,1447,0.19444444444444445,0,200,SXFD.tsv
2,91,417,1808,0.2182254196642686,0,250,SXFD.tsv
2,108,474,2136,0.22784810126582278,0,300,SXFD.tsv
2,121,517,2427,0.23404255319148937,0,350,SXFD.tsv
2,137,577,2827,0.23743500866551126,0,400,SXFD.tsv
2,159,619,3176,0.2568659127625202,0,450,SXFD.tsv
2,181,669,3756,0.2705530642750374,0,500,SXFD.tsv
2,191,702,4177,0.2720797720797721,0,550,SXFD.tsv
2,207,732,4532,0.2827868852459016,0,600,SXFD.tsv
2,227,761,4822,0.2982917214191853,0,650,SXFD.tsv
2,239,793,5215,0.30138713745271123,0,700,SXFD.tsv
2,259,824,5663,0.3143203883495146,0,750,SXFD.tsv
2,276,858,5984,0.32167832167832167,0,800,SXFD.tsv
2,293,889,6325,0.3295838020247469,0,850,SXFD.tsv
2,298,908,6539,0.32819383259911894,0,883,SXFD.tsv
