speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,24,193,557,0.12435233160621761,0,50,STNX.tsv
2,44,280,1028,0.15714285714285714,0,100,STNX.tsv
2,51,365,1551,0.13972602739726028,0,150,STNX.tsv
2,73,455,2167,0.16043956043956045,0,200,STNX.tsv
2,87,504,2551,0.17261904761904762,0,250,STNX.tsv
2,101,537,2907,0.18808193668528864,0,300,STNX.tsv
2,116,572,3187,0.20279720279720279,0,350,STNX.tsv
2,136,600,3529,0.22666666666666666,0,400,STNX.tsv
2,149,637,3849,0.23390894819466249,0,450,STNX.tsv
2,165,692,4474,0.2384393063583815,0,500,STNX.tsv
2,183,733,5082,0.24965893587994542,0,550,STNX.tsv
2,198,751,5457,0.2636484687083888,0,600,STNX.tsv
2,204,761,5639,0.2680683311432326,0,621,STNX.tsv
