speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,12,127,308,0.09448818897637795,0,50,S7AR.tsv
2,24,223,658,0.10762331838565023,0,100,S7AR.tsv
2,49,331,1080,0.14803625377643503,0,150,S7AR.tsv
2,66,425,1608,0.15529411764705883,0,200,S7AR.tsv
2,100,511,2281,0.19569471624266144,0,250,S7AR.tsv
2,103,521,2364,0.19769673704414586,0,256,S7AR.tsv
