Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
it,1,5,"[0, 5, 6, 10, 11, 13, 15, 18, 23, 24, 26, 32, 36, 38, 39, 53, 65, 72, 82, 86, 89, 96, 101, 103, 114, 119, 122, 126, 127, 132, 138, 140, 142, 144, 149, 167, 184, 197, 199, 201, 204, 207, 209, 212, 233, 240, 245, 247, 260, 264, 274, 283, 290, 300, 301, 302, 305, 323, 333, 338, 341, 343, 345]",SBPW.tsv
be,1,5,"[0, 5, 6, 11, 15, 18, 48, 54, 60, 62, 88, 91, 105, 115, 116, 123, 126, 127, 129, 132, 138, 140, 141, 142, 148, 153, 158, 170, 175, 176, 178, 179, 182, 183, 184, 197, 204, 205, 209, 212, 217, 220, 221, 222, 236, 248, 249, 251, 259, 260, 264, 274, 276, 283, 284, 295, 301, 318, 319, 320, 324, 327, 328, 331, 332, 338, 345, 347, 349]",SBPW.tsv
don't,1,16,"[0, 16, 42, 89, 94, 97, 115, 123, 125, 126, 132, 135, 142, 226, 240, 247, 248, 263, 293, 306, 317, 318, 333, 343]",SBPW.tsv
know,1,42,"[0, 42, 94, 97, 115, 123, 125, 126, 129, 132, 142, 205, 226, 240, 306]",SBPW.tsv
you,1,11,"[0, 4, 11, 13, 21, 47, 48, 58, 60, 62, 63, 88, 89, 90, 91, 93, 106, 107, 112, 119, 121, 126, 127, 132, 144, 153, 155, 156, 162, 194, 199, 203, 205, 206, 210, 212, 220, 233, 247, 290, 299, 308, 310, 317, 318, 323, 325, 326, 334, 335, 337, 338, 349, 351, 352]",SBPW.tsv
what,1,3,"[0, 3, 19, 53, 56, 64, 109, 136, 142, 144, 156, 171, 182, 209, 221, 224, 226, 238, 242, 260, 265, 287, 293, 295, 312, 318, 325, 328, 336]",SBPW.tsv
much,1,129,"[0, 129]",SBPW.tsv
it be,2,6,"[0, 6, 126, 132, 140, 142, 204, 260, 283]",SBPW.tsv
what it be,3,260,"[0, 260]",SBPW.tsv
oh,1,5,"[4, 5, 16, 17, 34, 46, 70, 110, 111, 117, 118, 121, 128, 131, 140, 190, 200, 203, 207, 221, 244, 250, 253, 291, 315, 330, 351]",SBPW.tsv
i,1,5,"[4, 5, 8, 17, 37, 58, 60, 62, 81, 91, 94, 97, 101, 105, 115, 116, 117, 120, 123, 127, 129, 132, 133, 135, 142, 147, 149, 154, 160, 170, 173, 177, 183, 198, 201, 203, 205, 207, 221, 226, 236, 238, 240, 241, 244, 245, 247, 248, 252, 260, 263, 293, 305, 306, 318, 326, 332, 333, 342, 343, 348, 350]",SBPW.tsv
there,1,5,"[4, 5, 6, 13, 59, 116, 149, 222, 225, 233, 245, 248, 263, 282, 352]",SBPW.tsv
go,1,5,"[4, 5, 16, 21, 69, 73, 88, 90, 93, 132, 165, 166, 215, 216, 221, 226, 252, 292, 295, 317, 319, 324, 326, 330, 334, 349, 352]",SBPW.tsv
