Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
the,1,7,"[0, 7, 8, 12, 25, 33, 37, 40, 43, 45, 64, 66, 73, 77, 80, 85, 93, 98, 111, 117, 119, 124, 125, 128, 132, 135, 139, 148, 155, 157, 170, 172, 173, 174, 177, 201, 203, 209, 211, 212, 217, 226, 234, 235, 236, 242, 246, 272, 273, 288, 297, 311, 312, 321, 323, 327, 328, 330, 333, 337, 345, 346, 354, 368, 376, 392, 393, 395, 397, 400, 402, 404, 414, 416, 417, 418, 422, 424, 426, 436, 446, 447, 448, 452, 460, 462, 467, 478, 482, 484, 485, 486, 489, 494, 496, 498, 503, 507, 515, 538, 539, 543, 546, 548, 549, 552, 558, 575, 582, 585, 586, 588, 598, 601, 606, 608, 613, 615, 623, 626, 628, 629, 631, 641, 648, 649, 651, 657, 681, 688, 693, 697, 698, 707, 720, 724, 725, 729, 731, 733, 737, 741, 745, 746, 747, 749, 754, 755, 756, 760, 761, 766, 769, 777, 784, 787, 789, 791, 792]",SFXU.tsv
to,1,11,"[0, 8, 11, 20, 32, 33, 37, 41, 45, 50, 55, 59, 73, 78, 85, 98, 102, 113, 120, 122, 124, 125, 139, 155, 157, 163, 169, 170, 183, 212, 215, 217, 223, 224, 244, 255, 286, 294, 320, 354, 366, 380, 392, 393, 400, 404, 422, 426, 432, 436, 440, 442, 456, 459, 496, 499, 503, 505, 521, 527, 536, 540, 557, 558, 568, 581, 586, 588, 594, 598, 608, 611, 613, 615, 632, 640, 644, 648, 652, 653, 654, 659, 693, 695, 696, 698, 713, 720, 725, 727, 729, 731, 732, 733, 743, 750, 763, 764, 766, 770, 775, 778, 784, 787, 789, 790, 796, 801]",SFXU.tsv
what,1,18,"[0, 18, 31, 122, 124, 198, 293, 301, 308, 310, 347, 358, 364, 369, 372, 422, 426, 447, 467, 473, 482, 496, 501, 536, 538, 540, 568, 574, 580, 584, 630, 636, 640, 642, 646, 647, 648, 652, 655, 660, 665, 682, 698, 711, 725, 727, 731, 761, 782, 796, 799]",SFXU.tsv
be,1,20,"[0, 17, 20, 22, 33, 37, 41, 45, 48, 59, 61, 64, 65, 66, 70, 72, 76, 85, 93, 95, 104, 105, 112, 117, 119, 125, 132, 135, 136, 147, 150, 151, 155, 161, 162, 163, 170, 181, 198, 203, 204, 212, 236, 248, 255, 261, 264, 286, 293, 299, 310, 311, 312, 313, 326, 347, 355, 372, 387, 395, 414, 417, 422, 428, 431, 432, 436, 439, 459, 498, 521, 528, 542, 548, 557, 568, 573, 582, 585, 586, 588, 594, 598, 617, 620, 623, 630, 631, 636, 637, 638, 639, 644, 651, 652, 657, 670, 671, 674, 675, 678, 684, 693, 697, 698, 701, 721, 722, 723, 725, 732, 739, 747, 748, 750, 756, 761, 763, 764, 766, 768, 773, 775, 776, 778, 789, 796, 799, 801, 802]",SFXU.tsv
time,1,22,"[0, 22, 55, 448, 520, 531, 540, 568, 584, 799, 802, 803, 804]",SFXU.tsv
go to the,3,33,"[0, 33, 45]",SFXU.tsv
go to,2,50,"[0, 33, 45, 50, 78, 85, 113, 125, 139, 155, 157, 163, 725, 732]",SFXU.tsv
dad,1,85,"[0, 85, 183, 195, 287]",SFXU.tsv
your,1,266,"[0, 266, 280, 286, 297, 366, 379, 383, 418, 431, 432, 434, 464, 466, 472, 481, 487, 494, 496, 506, 517, 521, 533, 540, 548, 551, 568, 632, 653, 654, 655, 666, 688, 691, 716, 721, 732, 758, 784, 785, 792, 796, 797]",SFXU.tsv
what time,2,584,"[0, 584, 799]",SFXU.tsv
