Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
no,1,30,"[0, 2, 30, 37, 41, 42, 49, 52, 65, 100, 104, 129, 130, 131, 152, 167, 168, 185, 191, 229, 244, 260, 363, 499, 500, 528, 547, 602, 627, 671, 672, 703, 737, 742, 749, 775, 776, 809, 811, 872, 981, 999, 1007, 1013, 1015, 1072, 1074, 1112, 1129, 1163, 1179, 1185, 1267, 1337, 1343, 1368, 1380, 1430, 1437, 1439, 1455, 1502, 1507, 1534, 1566, 1613, 1684, 1715, 1726, 1729, 1806, 1855, 1856, 1866, 1876, 1905, 1906, 1922, 1936, 1967, 1979, 2067, 2102, 2110, 2111, 2123]",SHAZ.tsv
be,1,5,"[0, 2, 5, 8, 10, 19, 21, 23, 25, 39, 42, 54, 56, 61, 62, 63, 74, 76, 79, 89, 101, 112, 116, 120, 121, 133, 137, 143, 155, 159, 160, 167, 168, 178, 187, 195, 202, 203, 207, 223, 225, 229, 230, 238, 240, 241, 244, 246, 250, 255, 260, 261, 262, 264, 268, 271, 278, 287, 288, 290, 291, 292, 294, 299, 301, 305, 309, 311, 312, 314, 319, 327, 328, 337, 339, 342, 343, 344, 345, 346, 347, 348, 355, 358, 360, 367, 369, 371, 374, 378, 380, 395, 399, 404, 405, 410, 412, 413, 422, 423, 425, 430, 435, 437, 439, 440, 441, 442, 443, 444, 445, 448, 456, 461, 462, 463, 466, 467, 472, 474, 476, 477, 479, 485, 489, 492, 494, 495, 498, 507, 511, 523, 530, 532, 537, 553, 562, 567, 569, 571, 582, 589, 593, 594, 596, 604, 608, 609, 612, 616, 626, 627, 634, 638, 644, 648, 666, 676, 678, 686, 696, 698, 699, 700, 701, 705, 706, 709, 714, 716, 717, 718, 724, 742, 743, 744, 746, 756, 762, 763, 766, 774, 776, 782, 791, 795, 799, 800, 801, 802, 803, 804, 806, 818, 822, 824, 828, 829, 833, 838, 839, 840, 842, 846, 848, 850, 852, 853, 856, 858, 862, 873, 880, 881, 888, 890, 895, 896, 897, 906, 911, 913, 916, 917, 918, 920, 922, 923, 924, 926, 930, 932, 937, 938, 940, 944, 946, 949, 951, 958, 960, 967, 968, 972, 985, 987, 989, 991, 993, 1002, 1003, 1005, 1006, 1010, 1011, 1014, 1015, 1016, 1020, 1030, 1031, 1032, 1039, 1041, 1046, 1050, 1059, 1065, 1072, 1073, 1076, 1077, 1078, 1084, 1086, 1089, 1091, 1092, 1097, 1101, 1106, 1110, 1130, 1144, 1152, 1164, 1165, 1166, 1169, 1177, 1180, 1182, 1186, 1189, 1200, 1204, 1213, 1219, 1220, 1224, 1229, 1230, 1231, 1233, 1236, 1240, 1243, 1251, 1257, 1261, 1263, 1295, 1299, 1304, 1312, 1315, 1317, 1328, 1333, 1334, 1335, 1336, 1337, 1340, 1346, 1352, 1355, 1356, 1358, 1361, 1366, 1368, 1370, 1379, 1381, 1383, 1396, 1400, 1402, 1418, 1425, 1434, 1441, 1443, 1448, 1449, 1451, 1455, 1456, 1457, 1472, 1479, 1493, 1497, 1509, 1514, 1516, 1521, 1526, 1528, 1529, 1530, 1531, 1534, 1540, 1542, 1546, 1558, 1560, 1562, 1563, 1567, 1569, 1572, 1573, 1578, 1580, 1581, 1585, 1589, 1595, 1600, 1607, 1608, 1624, 1626, 1637, 1639, 1647, 1653, 1655, 1660, 1670, 1680, 1682, 1684, 1686, 1691, 1692, 1697, 1699, 1700, 1704, 1709, 1710, 1711, 1726, 1727, 1732, 1741, 1745, 1750, 1751, 1771, 1781, 1788, 1791, 1793, 1794, 1796, 1798, 1799, 1806, 1810, 1813, 1814, 1818, 1828, 1830, 1846, 1864, 1876, 1880, 1883, 1885, 1887, 1889, 1899, 1910, 1912, 1919, 1927, 1929, 1930, 1932, 1934, 1948, 1950, 1960, 1963, 1973, 1975, 1976, 1977, 1980, 1982, 1984, 1986, 1991, 1992, 1996, 1998, 2002, 2011, 2013, 2016, 2025, 2026, 2032, 2043, 2052, 2068, 2073, 2075, 2077, 2079, 2091, 2098, 2100, 2101, 2105, 2106, 2107, 2108, 2109, 2113, 2114, 2117, 2118, 2119, 2125, 2127, 2128, 2132, 2135]",SHAZ.tsv
my,1,107,"[0, 8, 21, 107, 377, 593, 604, 627, 658, 733, 829, 852, 862, 873, 967, 1000, 1003, 1012, 1074, 1077, 1084, 1092, 1107, 1109, 1116, 1205, 1213, 1270, 1302, 1305, 1396, 1415, 1778, 2106, 2128]",SHAZ.tsv
so,1,59,"[0, 49, 51, 59, 140, 153, 168, 170, 171, 181, 202, 203, 204, 218, 249, 260, 262, 264, 287, 311, 346, 356, 358, 361, 369, 378, 397, 410, 420, 430, 433, 435, 470, 475, 476, 478, 480, 493, 525, 559, 571, 585, 596, 619, 621, 640, 643, 661, 698, 739, 773, 776, 777, 819, 845, 848, 862, 866, 887, 901, 934, 956, 962, 979, 997, 1012, 1019, 1056, 1072, 1084, 1104, 1115, 1138, 1150, 1168, 1222, 1224, 1243, 1247, 1249, 1251, 1264, 1300, 1310, 1384, 1484, 1486, 1507, 1526, 1528, 1533, 1536, 1540, 1541, 1548, 1562, 1563, 1566, 1595, 1642, 1699, 1700, 1707, 1708, 1751, 1755, 1774, 1776, 1785, 1810, 1814, 1833, 1836, 1865, 1873, 1885, 1923, 1927, 1946, 1980, 2002, 2011, 2022, 2028, 2091, 2093, 2103, 2105, 2114, 2134]",SHAZ.tsv
he,1,345,"[0, 2, 4, 345, 352, 353, 354, 377, 433, 526, 529, 538, 581, 589, 590, 591, 593, 596, 600, 603, 604, 608, 612, 613, 627, 666, 713, 803, 829, 912, 913, 977, 978, 1012, 1013, 1031, 1053, 1054, 1056, 1058, 1063, 1071, 1086, 1164, 1169, 1195, 1200, 1219, 1244, 1304, 1305, 1306, 1310, 1315, 1317, 1319, 1320, 1321, 1379, 1407, 1431, 1448, 1493, 1514, 1540, 1562, 1569, 1572, 1589, 1597, 1785, 1791, 1792, 1798, 1806, 1812, 1818, 1822, 1828, 1836, 2009]",SHAZ.tsv
very,1,35,"[0, 2, 35, 70, 290, 355, 378, 607, 610, 615, 803, 1076, 1164, 1166, 1204, 1295, 1328, 1361, 1448, 1451, 1621, 1933, 2022, 2063]",SHAZ.tsv
so he,2,433,"[0, 433, 1012]",SHAZ.tsv
dad,1,627,"[0, 2, 627, 705, 712, 856, 1074, 1130, 1179, 1443, 1618, 1835, 1934]",SHAZ.tsv
my dad,2,1074,"[0, 1074]",SHAZ.tsv
be very,2,1076,"[0, 2, 290, 803, 1076, 1204, 1295]",SHAZ.tsv
dad be,2,1130,"[0, 2, 1130]",SHAZ.tsv
very very,2,1164,"[0, 1164]",SHAZ.tsv
be very very,3,1204,"[0, 1204]",SHAZ.tsv
with golf,2,32,"[2, 32]",SHAZ.tsv
