speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,61,214,660,0.2850467289719626,0,50,S8WS.tsv
2,46,194,594,0.23711340206185566,50,100,S8WS.tsv
2,51,190,522,0.26842105263157895,100,150,S8WS.tsv
2,71,267,834,0.26591760299625467,150,200,S8WS.tsv
2,65,254,803,0.2559055118110236,200,250,S8WS.tsv
2,68,243,846,0.27983539094650206,250,300,S8WS.tsv
2,58,260,825,0.2230769230769231,300,350,S8WS.tsv
2,68,241,832,0.2821576763485477,350,400,S8WS.tsv
2,45,189,489,0.23809523809523808,400,450,S8WS.tsv
2,12,132,348,0.09090909090909091,450,475,S8WS.tsv
