speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,57,199,645,0.2864321608040201,0,50,SGMM.tsv
2,64,206,663,0.3106796116504854,50,100,SGMM.tsv
2,55,198,506,0.2777777777777778,100,150,SGMM.tsv
2,52,177,490,0.2937853107344633,150,200,SGMM.tsv
2,60,257,655,0.23346303501945526,200,250,SGMM.tsv
2,57,153,460,0.37254901960784315,250,300,SGMM.tsv
2,64,180,533,0.35555555555555557,300,350,SGMM.tsv
2,61,157,446,0.3885350318471338,350,400,SGMM.tsv
2,53,189,537,0.2804232804232804,400,450,SGMM.tsv
2,16,82,155,0.1951219512195122,450,467,SGMM.tsv
