speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,27,164,406,0.16463414634146342,0,50,S97Z.tsv
2,47,171,417,0.27485380116959063,50,100,S97Z.tsv
2,39,171,384,0.22807017543859648,100,150,S97Z.tsv
2,38,159,351,0.2389937106918239,150,200,S97Z.tsv
2,37,122,284,0.30327868852459017,200,250,S97Z.tsv
2,42,138,300,0.30434782608695654,250,300,S97Z.tsv
2,43,163,392,0.26380368098159507,300,350,S97Z.tsv
2,45,157,380,0.28662420382165604,350,400,S97Z.tsv
2,51,169,432,0.30177514792899407,400,450,S97Z.tsv
2,41,164,451,0.25,450,500,S97Z.tsv
2,27,169,437,0.15976331360946747,500,550,S97Z.tsv
2,30,148,394,0.20270270270270271,550,600,S97Z.tsv
2,45,157,362,0.28662420382165604,600,650,S97Z.tsv
2,23,180,441,0.12777777777777777,650,700,S97Z.tsv
2,36,223,622,0.16143497757847533,700,750,S97Z.tsv
2,43,181,412,0.23756906077348067,750,800,S97Z.tsv
2,56,168,500,0.3333333333333333,800,850,S97Z.tsv
2,57,186,498,0.3064516129032258,850,900,S97Z.tsv
2,51,224,576,0.22767857142857142,900,950,S97Z.tsv
2,28,164,394,0.17073170731707318,950,1000,S97Z.tsv
2,35,175,413,0.2,1000,1050,S97Z.tsv
2,44,183,453,0.24043715846994534,1050,1100,S97Z.tsv
2,20,172,381,0.11627906976744186,1100,1150,S97Z.tsv
2,13,168,419,0.07738095238095238,1150,1200,S97Z.tsv
2,22,149,343,0.1476510067114094,1200,1250,S97Z.tsv
2,24,150,398,0.16,1250,1300,S97Z.tsv
2,29,155,317,0.1870967741935484,1300,1350,S97Z.tsv
2,17,123,257,0.13821138211382114,1350,1400,S97Z.tsv
2,37,142,329,0.2605633802816901,1400,1450,S97Z.tsv
2,40,157,325,0.25477707006369427,1450,1500,S97Z.tsv
2,36,166,364,0.21686746987951808,1500,1550,S97Z.tsv
2,39,142,293,0.2746478873239437,1550,1600,S97Z.tsv
2,42,200,416,0.21,1600,1650,S97Z.tsv
2,40,130,314,0.3076923076923077,1650,1700,S97Z.tsv
2,45,138,332,0.32608695652173914,1700,1750,S97Z.tsv
2,40,146,359,0.273972602739726,1750,1800,S97Z.tsv
2,39,164,417,0.23780487804878048,1800,1849,S97Z.tsv
