speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,41,186,510,0.22043010752688172,0,50,SDY6.tsv
2,49,166,493,0.29518072289156627,50,100,SDY6.tsv
2,47,172,464,0.27325581395348836,100,150,SDY6.tsv
2,53,181,519,0.292817679558011,150,200,SDY6.tsv
2,46,188,488,0.24468085106382978,200,250,SDY6.tsv
2,45,177,511,0.2542372881355932,250,300,SDY6.tsv
2,44,190,520,0.23157894736842105,300,350,SDY6.tsv
2,46,225,662,0.20444444444444446,350,400,SDY6.tsv
2,21,187,509,0.11229946524064172,400,450,SDY6.tsv
2,51,190,481,0.26842105263157895,450,500,SDY6.tsv
2,23,185,499,0.12432432432432433,500,550,SDY6.tsv
2,51,197,536,0.25888324873096447,550,600,SDY6.tsv
2,43,166,454,0.25903614457831325,600,626,SDY6.tsv
