speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,48,205,514,0.23414634146341465,0,50,SQ37.tsv
2,48,185,487,0.2594594594594595,50,100,SQ37.tsv
2,60,236,617,0.2542372881355932,100,150,SQ37.tsv
2,60,202,589,0.297029702970297,150,200,SQ37.tsv
2,44,237,597,0.18565400843881857,200,250,SQ37.tsv
2,44,213,614,0.20657276995305165,250,300,SQ37.tsv
2,56,223,629,0.25112107623318386,300,350,SQ37.tsv
2,30,163,395,0.18404907975460122,350,400,SQ37.tsv
2,36,174,442,0.20689655172413793,400,450,SQ37.tsv
2,42,168,462,0.25,450,500,SQ37.tsv
2,50,219,660,0.228310502283105,500,550,SQ37.tsv
2,27,208,581,0.12980769230769232,550,600,SQ37.tsv
2,29,193,567,0.15025906735751296,600,650,SQ37.tsv
2,26,186,500,0.13978494623655913,650,700,SQ37.tsv
2,30,188,454,0.1595744680851064,700,750,SQ37.tsv
2,41,198,489,0.20707070707070707,750,800,SQ37.tsv
2,21,177,403,0.11864406779661017,800,850,SQ37.tsv
2,46,222,598,0.2072072072072072,850,900,SQ37.tsv
2,3,218,616,0.013761467889908258,900,950,SQ37.tsv
2,32,171,386,0.1871345029239766,950,1000,SQ37.tsv
2,9,96,173,0.09375,1000,1023,SQ37.tsv
