speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,33,129,280,0.08527131782945736,11,10,12,0,50,SX3B.tsv
3,94,212,564,0.14779874213836477,35,37,22,0,100,SX3B.tsv
3,150,328,1020,0.1524390243902439,61,61,28,0,150,SX3B.tsv
3,190,399,1407,0.15873015873015872,79,78,33,0,200,SX3B.tsv
3,232,465,1872,0.16630824372759856,98,95,39,0,250,SX3B.tsv
3,272,548,2295,0.1654501216545012,118,115,39,0,300,SX3B.tsv
3,296,580,2578,0.17011494252873563,130,127,39,0,350,SX3B.tsv
3,338,645,3016,0.17467700258397933,151,148,39,0,400,SX3B.tsv
3,375,688,3438,0.1816860465116279,168,168,39,0,450,SX3B.tsv
3,378,692,3474,0.18208092485549132,169,170,39,0,459,SX3B.tsv
