speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,42,183,397,0.07650273224043716,18,17,7,0,50,STKH.tsv
3,108,287,851,0.1254355400696864,47,48,13,0,100,STKH.tsv
3,166,377,1380,0.14677276746242263,76,75,15,0,150,STKH.tsv
3,219,462,1936,0.15800865800865802,102,102,15,0,200,STKH.tsv
3,258,526,2433,0.1634980988593156,118,119,21,0,250,STKH.tsv
3,293,560,2725,0.1744047619047619,133,136,24,0,300,STKH.tsv
3,317,599,3053,0.17640511964385086,143,146,28,0,350,STKH.tsv
3,356,634,3484,0.1871713985278654,161,164,31,0,400,STKH.tsv
3,395,680,3922,0.19362745098039216,179,181,35,0,450,STKH.tsv
3,424,720,4297,0.1962962962962963,190,193,41,0,500,STKH.tsv
3,455,743,4554,0.2041274113952445,199,200,56,0,540,STKH.tsv
