speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,25,173,476,0.04816955684007707,5,11,9,0,50,S38P.tsv
3,75,238,857,0.10504201680672269,17,34,24,0,100,S38P.tsv
3,101,307,1297,0.10966340933767643,18,46,37,0,150,S38P.tsv
3,127,339,1539,0.1248770894788594,26,55,46,0,200,S38P.tsv
3,158,377,1816,0.13969938107869143,36,63,59,0,250,S38P.tsv
3,191,409,2079,0.1556642216788916,42,77,72,0,300,S38P.tsv
3,215,436,2403,0.1643730886850153,48,86,81,0,350,S38P.tsv
3,228,468,2682,0.1623931623931624,51,92,85,0,400,S38P.tsv
3,242,512,3077,0.15755208333333334,52,99,91,0,450,S38P.tsv
3,277,544,3441,0.16973039215686275,63,110,104,0,500,S38P.tsv
3,302,573,3689,0.17568353694008143,73,116,113,0,550,S38P.tsv
3,329,595,3947,0.1843137254901961,88,123,118,0,600,S38P.tsv
3,347,621,4213,0.18625872249060654,96,127,124,0,650,S38P.tsv
3,361,644,4537,0.18685300207039338,99,133,129,0,700,S38P.tsv
3,379,683,5035,0.18496827720839434,103,141,135,0,750,S38P.tsv
3,399,701,5396,0.18972895863052783,107,151,141,0,800,S38P.tsv
3,421,729,5703,0.19250114311842706,111,158,152,0,850,S38P.tsv
3,444,748,6039,0.19786096256684493,116,168,160,0,900,S38P.tsv
3,459,760,6247,0.2013157894736842,117,174,168,0,950,S38P.tsv
3,479,778,6584,0.20522707797772066,118,185,176,0,1000,S38P.tsv
3,501,804,7008,0.20771144278606965,128,194,179,0,1050,S38P.tsv
3,518,830,7324,0.20803212851405622,134,200,184,0,1100,S38P.tsv
3,549,844,7548,0.21682464454976302,143,211,195,0,1150,S38P.tsv
3,577,862,7750,0.2231245166279969,149,221,207,0,1200,S38P.tsv
3,589,877,7959,0.22386925123527177,154,225,210,0,1250,S38P.tsv
3,607,892,8244,0.22683109118086697,159,231,217,0,1300,S38P.tsv
3,620,904,8601,0.22861356932153393,160,237,223,0,1350,S38P.tsv
3,638,912,8861,0.23318713450292397,164,245,229,0,1400,S38P.tsv
3,641,926,9148,0.23074154067674585,164,246,231,0,1450,S38P.tsv
3,654,964,9673,0.22614107883817428,167,253,234,0,1500,S38P.tsv
3,662,981,9991,0.22494053686714238,169,256,237,0,1550,S38P.tsv
3,677,1002,10275,0.22521623419827014,173,261,243,0,1600,S38P.tsv
3,699,1015,10592,0.22955665024630542,177,270,252,0,1650,S38P.tsv
3,707,1042,10931,0.22616762635956494,179,273,255,0,1700,S38P.tsv
3,725,1061,11190,0.22777254162739555,187,278,260,0,1750,S38P.tsv
3,739,1070,11360,0.23021806853582555,191,284,264,0,1794,S38P.tsv
