speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,36,158,462,0.0759493670886076,17,14,5,0,50,SXR9.tsv
3,86,216,871,0.13271604938271606,36,33,17,0,100,SXR9.tsv
3,119,260,1257,0.15256410256410258,50,47,22,0,150,SXR9.tsv
3,174,328,1762,0.17682926829268292,74,70,30,0,200,SXR9.tsv
3,205,377,2225,0.1812555260831123,87,85,33,0,250,SXR9.tsv
3,252,425,2634,0.1976470588235294,99,101,52,0,300,SXR9.tsv
3,289,459,2957,0.20987654320987653,112,111,66,0,350,SXR9.tsv
3,327,506,3381,0.21541501976284586,124,126,77,0,400,SXR9.tsv
3,375,531,3778,0.23540489642184556,136,140,99,0,450,SXR9.tsv
3,406,559,4089,0.2420989862850328,144,150,112,0,500,SXR9.tsv
3,460,605,4571,0.2534435261707989,164,167,129,0,550,SXR9.tsv
3,542,869,6050,0.2079018028385117,187,205,150,0,600,SXR9.tsv
3,585,903,6504,0.2159468438538206,197,220,168,0,650,SXR9.tsv
3,607,932,6788,0.2170958512160229,205,228,174,0,700,SXR9.tsv
3,644,958,7115,0.22407794015309673,214,243,187,0,750,SXR9.tsv
3,679,979,7550,0.23118828736806266,221,255,203,0,800,SXR9.tsv
3,701,997,7917,0.23436977599465061,230,260,211,0,850,SXR9.tsv
3,720,1014,8229,0.23668639053254437,236,269,215,0,900,SXR9.tsv
3,738,1025,8529,0.24,241,275,222,0,950,SXR9.tsv
3,762,1039,8847,0.24446583253128007,250,283,229,0,1000,SXR9.tsv
3,788,1060,9201,0.24779874213836478,262,292,234,0,1050,SXR9.tsv
3,807,1079,9668,0.24930491195551435,269,297,241,0,1100,SXR9.tsv
3,835,1101,10028,0.2528004844081138,279,307,249,0,1150,SXR9.tsv
3,868,1122,10322,0.2578728461081402,289,315,264,0,1200,SXR9.tsv
3,898,1136,10645,0.2634976525821596,301,324,273,0,1250,SXR9.tsv
3,921,1168,11044,0.2628424657534247,306,332,283,0,1300,SXR9.tsv
3,945,1193,11416,0.2640402347024308,316,338,291,0,1350,SXR9.tsv
3,976,1216,11808,0.2675438596491228,327,351,298,0,1400,SXR9.tsv
3,997,1241,12062,0.2677947891485361,332,358,307,0,1450,SXR9.tsv
3,1020,1255,12309,0.27091633466135456,338,369,313,0,1486,SXR9.tsv
