speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,49,150,344,0.10888888888888888,16,23,10,0,50,SZ6C.tsv
3,115,229,740,0.16739446870451238,46,44,25,0,100,SZ6C.tsv
3,147,284,1068,0.17253521126760563,59,56,32,0,150,SZ6C.tsv
3,184,327,1374,0.1875637104994903,73,69,42,0,200,SZ6C.tsv
3,214,374,1683,0.19073083778966132,82,82,50,0,250,SZ6C.tsv
3,262,414,1964,0.2109500805152979,101,102,59,0,300,SZ6C.tsv
3,304,465,2357,0.21792114695340503,114,117,73,0,350,SZ6C.tsv
3,349,510,2713,0.2281045751633987,127,134,88,0,400,SZ6C.tsv
3,387,553,3099,0.2332730560578662,135,147,105,0,450,SZ6C.tsv
3,413,578,3402,0.23817762399077277,145,158,110,0,500,SZ6C.tsv
3,443,601,3637,0.2457016084303938,150,171,122,0,548,SZ6C.tsv
