speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,29,144,288,0.06712962962962964,11,14,4,0,50,SM6Y.tsv
3,77,236,694,0.10875706214689265,35,34,8,0,100,SM6Y.tsv
3,117,297,1080,0.13131313131313133,52,52,13,0,150,SM6Y.tsv
3,141,359,1337,0.1309192200557103,62,60,19,0,200,SM6Y.tsv
3,174,409,1636,0.14180929095354522,78,75,21,0,250,SM6Y.tsv
3,215,450,2000,0.15925925925925927,93,92,30,0,300,SM6Y.tsv
3,244,489,2351,0.1663258350374915,107,104,33,0,350,SM6Y.tsv
3,264,524,2650,0.16793893129770993,116,112,36,0,400,SM6Y.tsv
3,283,568,2976,0.16607981220657278,123,121,39,0,450,SM6Y.tsv
3,311,600,3331,0.17277777777777778,137,134,40,0,500,SM6Y.tsv
3,325,628,3753,0.17250530785562632,144,141,40,0,550,SM6Y.tsv
3,350,670,4089,0.17412935323383086,156,154,40,0,600,SM6Y.tsv
3,356,709,4398,0.16737188528443817,159,157,40,0,650,SM6Y.tsv
3,385,746,4773,0.17202859696157283,174,171,40,0,700,SM6Y.tsv
3,401,762,4906,0.17541557305336833,182,178,41,0,730,SM6Y.tsv
