speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,75,181,460,0.13812154696132597,15,29,31,0,50,SAAF.tsv
3,124,257,812,0.1608300907911803,31,48,45,0,100,SAAF.tsv
3,169,308,1144,0.1829004329004329,39,66,64,0,150,SAAF.tsv
3,217,364,1500,0.1987179487179487,51,83,83,0,200,SAAF.tsv
3,280,443,2083,0.2106847253574116,71,108,101,0,250,SAAF.tsv
3,338,541,2826,0.2082563154651879,85,133,120,0,300,SAAF.tsv
3,409,608,3436,0.22423245614035087,100,163,146,0,350,SAAF.tsv
3,444,648,3769,0.22839506172839505,109,178,157,0,400,SAAF.tsv
3,498,697,4223,0.2381635581061693,128,197,173,0,450,SAAF.tsv
3,530,716,4535,0.2467411545623836,140,211,179,0,500,SAAF.tsv
3,561,749,4809,0.24966622162883845,150,222,189,0,550,SAAF.tsv
3,589,792,5243,0.2478956228956229,157,235,197,0,600,SAAF.tsv
3,590,799,5319,0.2461410095953275,158,235,197,0,611,SAAF.tsv
