speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,26,133,276,0.06516290726817042,12,12,2,0,50,SJKD.tsv
3,65,213,629,0.10172143974960876,28,21,16,0,100,SJKD.tsv
3,103,275,952,0.12484848484848485,41,32,30,0,150,SJKD.tsv
3,166,311,1260,0.17792068595927116,61,52,53,0,200,SJKD.tsv
3,222,360,1625,0.20555555555555555,77,73,72,0,250,SJKD.tsv
3,241,389,1892,0.20651242502142245,87,80,74,0,300,SJKD.tsv
3,261,412,2170,0.2111650485436893,94,88,79,0,337,SJKD.tsv
