speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,32,82,232,0.13008130081300814,12,10,10,0,50,SM8E.tsv
3,80,179,574,0.148975791433892,27,26,27,0,100,SM8E.tsv
3,130,251,937,0.17264276228419656,46,33,51,0,150,SM8E.tsv
3,167,301,1229,0.1849390919158361,53,51,63,0,200,SM8E.tsv
3,209,347,1534,0.20076849183477424,62,64,83,0,250,SM8E.tsv
3,250,428,1992,0.19470404984423675,71,77,102,0,300,SM8E.tsv
3,286,492,2488,0.1937669376693767,78,90,118,0,350,SM8E.tsv
3,323,539,2859,0.1997526283240569,87,103,133,0,400,SM8E.tsv
3,369,564,3224,0.21808510638297873,96,120,153,0,450,SM8E.tsv
3,420,619,3678,0.22617124394184168,108,137,175,0,500,SM8E.tsv
3,433,634,3794,0.22765509989484753,113,140,180,0,520,SM8E.tsv
