speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,36,180,520,0.06666666666666667,18,18,0,0,50,SVDM.tsv
3,66,343,1379,0.0641399416909621,31,29,6,0,100,SVDM.tsv
3,151,456,2353,0.11038011695906433,69,37,45,0,150,SVDM.tsv
3,221,522,2870,0.14112388250319285,98,40,83,0,200,SVDM.tsv
3,297,609,3663,0.1625615763546798,133,43,121,0,250,SVDM.tsv
3,338,661,4275,0.17044881492687847,152,45,141,0,300,SVDM.tsv
3,407,748,5132,0.18137254901960784,184,48,175,0,350,SVDM.tsv
3,440,799,5658,0.1835627868168544,199,49,192,0,400,SVDM.tsv
3,484,862,6426,0.1871616395978345,210,65,209,0,450,SVDM.tsv
3,562,921,7128,0.2034020991675715,240,88,234,0,500,SVDM.tsv
3,597,936,7302,0.2126068376068376,248,110,239,0,519,SVDM.tsv
