speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,24,184,573,0.13043478260869565,0,50,S4YQ.tsv
2,60,376,1316,0.1595744680851064,0,100,S4YQ.tsv
2,80,496,2080,0.16129032258064516,0,150,S4YQ.tsv
2,96,575,2638,0.16695652173913045,0,200,S4YQ.tsv
2,121,644,3234,0.18788819875776397,0,250,S4YQ.tsv
2,155,762,4335,0.20341207349081364,0,300,S4YQ.tsv
2,186,830,4980,0.22409638554216868,0,350,S4YQ.tsv
2,199,895,5530,0.2223463687150838,0,400,S4YQ.tsv
2,211,960,6057,0.21979166666666666,0,450,S4YQ.tsv
2,235,1034,6780,0.22727272727272727,0,500,S4YQ.tsv
2,261,1089,7413,0.2396694214876033,0,550,S4YQ.tsv
2,281,1146,7878,0.24520069808027922,0,600,S4YQ.tsv
2,308,1197,8577,0.2573099415204678,0,650,S4YQ.tsv
2,336,1269,9354,0.2647754137115839,0,700,S4YQ.tsv
2,355,1308,9897,0.2714067278287462,0,750,S4YQ.tsv
2,357,1317,10011,0.27107061503416857,0,762,S4YQ.tsv
