speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,23,162,394,0.1419753086419753,0,50,S682.tsv
2,44,246,733,0.17886178861788618,0,100,S682.tsv
2,55,310,1091,0.1774193548387097,0,150,S682.tsv
2,93,418,1696,0.22248803827751196,0,200,S682.tsv
2,107,445,1973,0.24044943820224718,0,250,S682.tsv
2,123,502,2332,0.2450199203187251,0,300,S682.tsv
2,131,547,2701,0.23948811700182815,0,350,S682.tsv
2,145,582,3069,0.24914089347079038,0,400,S682.tsv
2,159,611,3433,0.2602291325695581,0,450,S682.tsv
2,169,633,3739,0.2669826224328594,0,500,S682.tsv
2,179,666,4063,0.26876876876876876,0,550,S682.tsv
2,193,691,4420,0.2793053545586107,0,600,S682.tsv
2,206,721,4771,0.2857142857142857,0,650,S682.tsv
2,212,742,5085,0.2857142857142857,0,700,S682.tsv
2,222,772,5390,0.28756476683937826,0,750,S682.tsv
2,231,796,5750,0.29020100502512564,0,800,S682.tsv
2,239,824,6069,0.29004854368932037,0,850,S682.tsv
2,252,844,6518,0.2985781990521327,0,900,S682.tsv
2,260,879,6921,0.29579067121729236,0,950,S682.tsv
2,269,915,7350,0.2939890710382514,0,1000,S682.tsv
2,288,946,7743,0.3044397463002114,0,1050,S682.tsv
2,303,974,8185,0.311088295687885,0,1100,S682.tsv
2,319,1014,8627,0.3145956607495069,0,1150,S682.tsv
2,327,1042,9047,0.31381957773512476,0,1200,S682.tsv
2,330,1048,9117,0.3148854961832061,0,1208,S682.tsv
