speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,23,152,333,0.1513157894736842,0,50,SCKW.tsv
2,48,242,804,0.19834710743801653,0,100,SCKW.tsv
2,69,335,1260,0.20597014925373133,0,150,SCKW.tsv
2,93,386,1667,0.24093264248704663,0,200,SCKW.tsv
2,109,454,2181,0.24008810572687225,0,250,SCKW.tsv
2,131,496,2697,0.26411290322580644,0,300,SCKW.tsv
2,151,568,3363,0.2658450704225352,0,350,SCKW.tsv
2,167,620,3796,0.2693548387096774,0,400,SCKW.tsv
2,193,658,4249,0.2933130699088146,0,450,SCKW.tsv
2,208,699,4808,0.29756795422031473,0,500,SCKW.tsv
2,221,733,5249,0.3015006821282401,0,546,SCKW.tsv
