speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,26,231,727,0.11255411255411256,0,50,SHHX.tsv
2,63,339,1433,0.18584070796460178,0,100,SHHX.tsv
2,84,399,1908,0.21052631578947367,0,150,SHHX.tsv
2,96,450,2311,0.21333333333333335,0,200,SHHX.tsv
2,106,485,2742,0.21855670103092784,0,250,SHHX.tsv
2,115,513,3050,0.22417153996101363,0,300,SHHX.tsv
2,134,564,3456,0.2375886524822695,0,350,SHHX.tsv
2,147,603,3838,0.24378109452736318,0,400,SHHX.tsv
2,163,661,4288,0.24659606656580937,0,450,SHHX.tsv
2,174,688,4623,0.25290697674418605,0,500,SHHX.tsv
2,187,712,5053,0.26264044943820225,0,550,SHHX.tsv
2,195,751,5512,0.2596537949400799,0,600,SHHX.tsv
2,206,787,6097,0.2617534942820839,0,650,SHHX.tsv
2,228,833,6653,0.2737094837935174,0,700,SHHX.tsv
2,240,873,7181,0.27491408934707906,0,750,SHHX.tsv
2,251,899,7557,0.27919911012235815,0,800,SHHX.tsv
2,262,933,8040,0.2808145766345123,0,850,SHHX.tsv
2,272,969,8455,0.2807017543859649,0,900,SHHX.tsv
2,290,1006,8825,0.2882703777335984,0,950,SHHX.tsv
2,303,1030,9200,0.2941747572815534,0,1000,SHHX.tsv
2,318,1063,9827,0.2991533396048918,0,1050,SHHX.tsv
2,331,1077,10182,0.3073351903435469,0,1094,SHHX.tsv
