speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,30,193,675,0.15544041450777202,0,50,S63L.tsv
2,48,303,1337,0.15841584158415842,0,100,S63L.tsv
2,82,405,2249,0.20246913580246914,0,150,S63L.tsv
2,101,451,2830,0.22394678492239467,0,200,S63L.tsv
2,124,512,3424,0.2421875,0,250,S63L.tsv
2,138,563,4047,0.24511545293072823,0,300,S63L.tsv
2,157,607,4648,0.2586490939044481,0,350,S63L.tsv
2,167,668,5320,0.25,0,400,S63L.tsv
2,184,695,5801,0.2647482014388489,0,450,S63L.tsv
2,202,731,6510,0.2763337893296854,0,500,S63L.tsv
2,211,760,7092,0.2776315789473684,0,550,S63L.tsv
2,223,815,7974,0.27361963190184047,0,600,S63L.tsv
2,237,857,8867,0.2765460910151692,0,650,S63L.tsv
2,251,903,9590,0.2779623477297896,0,700,S63L.tsv
2,265,932,10258,0.2843347639484979,0,750,S63L.tsv
2,270,940,10488,0.2872340425531915,0,761,S63L.tsv
