Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
use to,2,237,"[34, 40, 180, 236]",[237],S7AR.tsv,S0443,S0320
on the,2,115,[36],"[115, 156, 250]",S7AR.tsv,S0443,S0320
they have,2,160,[36],"[160, 165]",S7AR.tsv,S0443,S0320
have a,2,203,"[36, 185]","[203, 205, 208]",S7AR.tsv,S0443,S0320
they have a,3,208,[36],[208],S7AR.tsv,S0443,S0320
put,1,97,"[38, 57]",[97],S7AR.tsv,S0443,S0320
which be,2,214,[38],[214],S7AR.tsv,S0443,S0320
look,1,83,"[40, 42, 184]",[83],S7AR.tsv,S0443,S0320
and he be,3,207,"[40, 187, 228]",[207],S7AR.tsv,S0443,S0320
good,1,45,"[45, 157, 242]","[9, 46, 158, 165, 177, 199, 203, 216, 218, 243]",S7AR.tsv,S0443,S0320
need,1,123,"[47, 59]",[123],S7AR.tsv,S0443,S0320
the bridge,2,50,"[49, 51, 55]",[50],S7AR.tsv,S0443,S0320
be the,2,51,"[51, 219, 228]","[7, 160, 165]",S7AR.tsv,S0443,S0320
bite,1,140,[51],[140],S7AR.tsv,S0443,S0320
you have,2,203,[51],"[203, 205, 207]",S7AR.tsv,S0443,S0320
it go,2,93,[53],[93],S7AR.tsv,S0443,S0320
go,1,99,"[53, 189, 253]","[99, 123, 125, 175, 207, 235, 237, 239, 250, 254]",S7AR.tsv,S0443,S0320
next,1,111,"[57, 116]","[111, 121]",S7AR.tsv,S0443,S0320
back,1,121,"[57, 61]","[121, 235, 254]",S7AR.tsv,S0443,S0320
and then,2,123,"[57, 106]","[123, 160, 165, 207]",S7AR.tsv,S0443,S0320
else,1,142,[57],[142],S7AR.tsv,S0443,S0320
day,1,203,[57],"[203, 239]",S7AR.tsv,S0443,S0320
and erm,2,212,[57],[212],S7AR.tsv,S0443,S0320
bring,1,216,[57],[216],S7AR.tsv,S0443,S0320
erm and,2,218,[57],[218],S7AR.tsv,S0443,S0320
he's,1,115,"[59, 100, 104, 253]","[115, 203, 207, 216, 218, 254]",S7AR.tsv,S0443,S0320
at the,2,156,[59],"[156, 199, 203]",S7AR.tsv,S0443,S0320
still,1,165,[59],[165],S7AR.tsv,S0443,S0320
things,1,203,[59],"[203, 205]",S7AR.tsv,S0443,S0320
a few,2,201,[61],"[201, 245]",S7AR.tsv,S0443,S0320
i'll probably,2,235,[61],[235],S7AR.tsv,S0443,S0320
back to,2,235,[61],"[235, 254]",S7AR.tsv,S0443,S0320
i'll,1,241,"[61, 82]",[241],S7AR.tsv,S0443,S0320
that be,2,156,[63],[156],S7AR.tsv,S0443,S0320
say that,2,255,[63],[255],S7AR.tsv,S0443,S0320
but i,2,241,[65],[241],S7AR.tsv,S0443,S0320
and say,2,207,"[67, 106]",[207],S7AR.tsv,S0443,S0320
be too,2,237,[70],[237],S7AR.tsv,S0443,S0320
cos,1,214,"[72, 102, 161, 189]","[214, 239]",S7AR.tsv,S0443,S0320
yeah and,2,136,"[74, 110]",[136],S7AR.tsv,S0443,S0320
thing,1,208,[74],[208],S7AR.tsv,S0443,S0320
he'd,1,210,[74],"[210, 255]",S7AR.tsv,S0443,S0320
gonna,1,83,"[76, 161, 253]","[83, 123, 134]",S7AR.tsv,S0443,S0320
and 's,2,111,[76],[111],S7AR.tsv,S0443,S0320
i think,2,125,"[76, 78, 242]","[125, 241, 250, 255]",S7AR.tsv,S0443,S0320
new,1,208,[76],"[208, 214, 216]",S7AR.tsv,S0443,S0320
really like,2,237,[76],"[237, 243]",S7AR.tsv,S0443,S0320
present,1,199,[78],[199],S7AR.tsv,S0443,S0320
to do,2,207,"[78, 194, 196, 226, 253]","[207, 210, 254]",S7AR.tsv,S0443,S0320
probably,1,235,[78],[235],S7AR.tsv,S0443,S0320
whisky,1,81,"[80, 86]","[81, 83, 99, 105]",S7AR.tsv,S0443,S0320
do it,2,165,"[80, 222]",[165],S7AR.tsv,S0443,S0320
it all,2,214,"[80, 228]",[214],S7AR.tsv,S0443,S0320
let,1,235,[80],"[235, 237]",S7AR.tsv,S0443,S0320
he drink,2,82,[82],"[81, 105]",S7AR.tsv,S0443,S0320
a whisky drinker,3,86,[86],[83],S7AR.tsv,S0443,S0320
drinker,1,97,[86],[97],S7AR.tsv,S0443,S0320
but it,2,119,[94],[119],S7AR.tsv,S0443,S0320
i don't,2,163,"[94, 133]","[163, 241]",S7AR.tsv,S0443,S0320
i don't think,3,163,"[100, 139]","[163, 241]",S7AR.tsv,S0443,S0320
big,1,203,[100],[203],S7AR.tsv,S0443,S0320
drink,1,102,[102],"[81, 105]",S7AR.tsv,S0443,S0320
and you,2,205,[102],[205],S7AR.tsv,S0443,S0320
meet,1,235,[102],"[235, 239, 241, 243]",S7AR.tsv,S0443,S0320
days,1,255,[102],[255],S7AR.tsv,S0443,S0320
six,1,125,[104],"[125, 207, 255]",S7AR.tsv,S0443,S0320
three,1,134,"[104, 221]",[134],S7AR.tsv,S0443,S0320
so he,2,111,[108],[111],S7AR.tsv,S0443,S0320
the wed,2,111,[108],[111],S7AR.tsv,S0443,S0320
might,1,125,[108],[125],S7AR.tsv,S0443,S0320
come,1,214,"[108, 128]",[214],S7AR.tsv,S0443,S0320
might be,2,237,[108],"[237, 241]",S7AR.tsv,S0443,S0320
and his,2,207,[110],[207],S7AR.tsv,S0443,S0320
right,1,112,"[112, 118, 120, 124, 126, 157, 161, 164, 170, 172, 174, 180, 200, 209, 211, 232, 234, 238, 240]","[37, 186]",S7AR.tsv,S0443,S0320
oh right,2,186,"[112, 118, 120, 124, 157, 164, 170, 172, 174, 209, 232, 234]",[186],S7AR.tsv,S0443,S0320
long,1,237,[114],[237],S7AR.tsv,S0443,S0320
calendar,1,116,[116],[115],S7AR.tsv,S0443,S0320
year's,1,119,[116],[119],S7AR.tsv,S0443,S0320
next year's,2,121,[116],[121],S7AR.tsv,S0443,S0320
argentina,1,122,[122],[121],S7AR.tsv,S0443,S0320
what's,1,126,"[126, 161, 253]","[50, 162]",S7AR.tsv,S0443,S0320
okay,1,131,"[131, 206, 209, 251]","[23, 25, 39, 48, 54, 56, 60]",S7AR.tsv,S0443,S0320
oh okay,2,131,"[131, 206, 209, 251]","[52, 138, 152, 183]",S7AR.tsv,S0443,S0320
much,1,133,"[133, 139]","[35, 142]",S7AR.tsv,S0443,S0320
of the,2,135,"[135, 228, 232]","[121, 156, 165, 203]",S7AR.tsv,S0443,S0320
yeah it's,2,137,[137],[121],S7AR.tsv,S0443,S0320
there's,1,247,"[139, 196]",[247],S7AR.tsv,S0443,S0320
manchester be,2,142,[141],[142],S7AR.tsv,S0443,S0320
there be,2,143,"[143, 144, 180]",[127],S7AR.tsv,S0443,S0320
manchester,1,143,"[143, 151]",[142],S7AR.tsv,S0443,S0320
be one,2,156,"[143, 144]",[156],S7AR.tsv,S0443,S0320
they be,2,158,"[143, 157, 224]",[158],S7AR.tsv,S0443,S0320
but they,2,207,[143],"[207, 208]",S7AR.tsv,S0443,S0320
and get,2,147,[147],[123],S7AR.tsv,S0443,S0320
have hipster beard,3,149,"[149, 155]",[148],S7AR.tsv,S0443,S0320
this be,2,207,[151],[207],S7AR.tsv,S0443,S0320
so they,2,250,"[157, 224]",[250],S7AR.tsv,S0443,S0320
the conference,2,159,"[159, 168]","[156, 169, 199]",S7AR.tsv,S0443,S0320
organise,1,169,"[159, 168, 180, 182]","[169, 171]",S7AR.tsv,S0443,S0320
conference,1,241,"[159, 168, 180]",[241],S7AR.tsv,S0443,S0320
oh that's,2,161,[161],"[46, 73]",S7AR.tsv,S0443,S0320
be gonna,2,161,[161],"[83, 134]",S7AR.tsv,S0443,S0320
what's her name,3,162,[161],[162],S7AR.tsv,S0443,S0320
well,1,166,"[166, 178, 180, 224, 248]","[93, 115, 140, 195, 201, 216, 247, 250]",S7AR.tsv,S0443,S0320
better,1,166,[166],[142],S7AR.tsv,S0443,S0320
be do it for,4,166,[166],[165],S7AR.tsv,S0443,S0320
twenty years,2,166,"[166, 168]","[165, 167, 169, 171]",S7AR.tsv,S0443,S0320
for twenty years,3,167,[166],"[167, 169, 171]",S7AR.tsv,S0443,S0320
she be,2,177,"[166, 180, 191, 226]","[177, 199, 201, 203]",S7AR.tsv,S0443,S0320
organise the conference,3,169,[168],[169],S7AR.tsv,S0443,S0320
no it's,2,231,[178],[231],S7AR.tsv,S0443,S0320
lady,1,180,[180],[165],S7AR.tsv,S0443,S0320
call,1,180,"[180, 185, 219]","[165, 203]",S7AR.tsv,S0443,S0320
organise the,2,180,[180],[169],S7AR.tsv,S0443,S0320
she be really,3,180,[180],"[177, 199]",S7AR.tsv,S0443,S0320
nice,1,203,[180],[203],S7AR.tsv,S0443,S0320
be in,2,241,[180],[241],S7AR.tsv,S0443,S0320
the most,2,247,[180],[247],S7AR.tsv,S0443,S0320
funny,1,182,"[182, 219, 224]","[107, 208, 216, 223]",S7AR.tsv,S0443,S0320
anything,1,182,"[182, 194]","[113, 175, 208, 216]",S7AR.tsv,S0443,S0320
a bite,2,182,[182],[140],S7AR.tsv,S0443,S0320
speakers,1,182,[182],"[156, 158]",S7AR.tsv,S0443,S0320
she's a,2,250,[182],[250],S7AR.tsv,S0443,S0320
who be,2,187,"[187, 219]",[165],S7AR.tsv,S0443,S0320
for the,2,208,[187],[208],S7AR.tsv,S0443,S0320
go to,2,189,"[189, 253]","[125, 175, 237]",S7AR.tsv,S0443,S0320
end,1,203,[189],[203],S7AR.tsv,S0443,S0320
i've,1,196,[196],"[121, 134, 207, 208, 214]",S7AR.tsv,S0443,S0320
do it for,3,196,[196],[165],S7AR.tsv,S0443,S0320
people,1,196,"[196, 221]","[165, 167, 179]",S7AR.tsv,S0443,S0320
the people,2,196,[196],"[167, 179]",S7AR.tsv,S0443,S0320
of it,2,196,"[196, 228]",[179],S7AR.tsv,S0443,S0320
that's what,2,202,[202],[197],S7AR.tsv,S0443,S0320
what you,2,207,[202],[207],S7AR.tsv,S0443,S0320
make,1,215,[215],[111],S7AR.tsv,S0443,S0320
it's just,2,215,[215],"[121, 123]",S7AR.tsv,S0443,S0320
different,1,215,[215],"[140, 208]",S7AR.tsv,S0443,S0320
different slant,2,215,[215],[208],S7AR.tsv,S0443,S0320
guy,1,219,[219],"[142, 154, 156]",S7AR.tsv,S0443,S0320
be a,2,219,"[219, 224, 253]","[156, 237]",S7AR.tsv,S0443,S0320
be the chair,3,219,[219],[165],S7AR.tsv,S0443,S0320
call who be,3,219,[219],[165],S7AR.tsv,S0443,S0320
be really,2,219,[219],"[177, 199]",S7AR.tsv,S0443,S0320
speaker,1,219,[219],"[203, 216]",S7AR.tsv,S0443,S0320
the chair,2,245,[219],[245],S7AR.tsv,S0443,S0320
hundred,1,221,[221],[127],S7AR.tsv,S0443,S0320
body,1,230,[230],[160],S7AR.tsv,S0443,S0320
sound,1,230,[230],[179],S7AR.tsv,S0443,S0320
school,1,232,[232],"[130, 160, 173, 231, 233]",S7AR.tsv,S0443,S0320
the school,2,232,[232],[165],S7AR.tsv,S0443,S0320
members,1,233,[232],[233],S7AR.tsv,S0443,S0320
oh yeah,2,236,[236],[142],S7AR.tsv,S0443,S0320
think they'd,2,242,[242],[148],S7AR.tsv,S0443,S0320
really good actually,3,242,[242],[165],S7AR.tsv,S0443,S0320
be really good,3,242,[242],"[177, 199]",S7AR.tsv,S0443,S0320
good actually,2,242,[242],[203],S7AR.tsv,S0443,S0320
cool,1,244,[244],[109],S7AR.tsv,S0443,S0320
well she's,2,248,[248],"[93, 250]",S7AR.tsv,S0443,S0320
