Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
be in,2,150,[8],[150],SBFR.tsv,S0255,S0256
as you,2,183,[8],[183],SBFR.tsv,S0255,S0256
you know,2,212,"[8, 18, 330]","[212, 239, 243, 275, 335]",SBFR.tsv,S0255,S0256
be that,2,13,"[10, 64, 97, 109, 178, 222]","[13, 86, 90, 144]",SBFR.tsv,S0255,S0256
what it be,3,202,[10],"[202, 323, 333, 340]",SBFR.tsv,S0255,S0256
don't know,2,23,[12],"[23, 142]",SBFR.tsv,S0255,S0256
i don't know,3,202,[12],"[202, 346]",SBFR.tsv,S0255,S0256
i don't,2,216,[12],"[216, 233, 235, 239, 266, 322, 323, 335]",SBFR.tsv,S0255,S0256
oh i,2,323,"[12, 188]",[323],SBFR.tsv,S0255,S0256
right,1,14,"[14, 39, 41, 73, 107, 284, 332]","[1, 194]",SBFR.tsv,S0255,S0256
think,1,14,"[14, 39, 64, 109, 182, 291, 293, 328, 349]","[11, 13, 21, 44, 46, 67, 86, 114, 175, 187, 212, 223, 233, 322, 335, 342]",SBFR.tsv,S0255,S0256
the time,2,14,[14],[13],SBFR.tsv,S0255,S0256
time,1,14,"[14, 60, 89, 155, 203, 256]","[13, 42, 57, 90, 124]",SBFR.tsv,S0255,S0256
there be,2,21,"[14, 18]","[21, 116, 166, 194, 202, 90, 196]",SBFR.tsv,S0255,S0256
be a,2,21,"[14, 60, 188]","[21, 124, 130, 142, 160, 189, 322, 90, 196]",SBFR.tsv,S0255,S0256
back,1,34,"[14, 29, 269, 281, 282]","[34, 42, 57, 78, 245]",SBFR.tsv,S0255,S0256
outside,1,34,"[14, 16]","[34, 40, 42]",SBFR.tsv,S0255,S0256
well i,2,36,"[14, 64, 256, 349]","[36, 233]",SBFR.tsv,S0255,S0256
well,1,36,"[14, 43, 64, 113, 131, 252, 256, 271, 301, 349]","[36, 82, 84, 98, 134, 138, 154, 233, 255]",SBFR.tsv,S0255,S0256
fine,1,36,[14],"[36, 69, 243, 346]",SBFR.tsv,S0255,S0256
there and,2,42,"[14, 311]","[42, 208]",SBFR.tsv,S0255,S0256
i've get,2,57,"[14, 256, 258]","[57, 94, 167, 175, 218, 158]",SBFR.tsv,S0255,S0256
day,1,61,"[14, 22, 232, 258]","[61, 90, 233, 235, 245, 323]",SBFR.tsv,S0255,S0256
i know,2,67,"[14, 188]","[67, 264]",SBFR.tsv,S0255,S0256
i've,1,78,"[14, 256, 258]","[78, 94, 96, 322]",SBFR.tsv,S0255,S0256
come,1,78,"[14, 20, 97, 207]","[78, 90, 275, 276, 300, 304]",SBFR.tsv,S0255,S0256
get the,2,82,"[14, 117, 252, 260]","[82, 126, 138, 140, 158]",SBFR.tsv,S0255,S0256
start,1,82,"[14, 53, 232, 252]","[82, 128, 235, 237, 239]",SBFR.tsv,S0255,S0256
wait for,2,84,[14],[84],SBFR.tsv,S0255,S0256
there be a,3,90,[14],"[90, 196]",SBFR.tsv,S0255,S0256
day so,2,90,[14],[90],SBFR.tsv,S0255,S0256
and it,2,124,"[14, 180]","[124, 296, 323, 335]",SBFR.tsv,S0255,S0256
be fine,2,136,[14],[136],SBFR.tsv,S0255,S0256
i've get the,3,158,[14],[158],SBFR.tsv,S0255,S0256
across the,2,166,[14],"[166, 183]",SBFR.tsv,S0255,S0256
go in,2,167,[14],[167],SBFR.tsv,S0255,S0256
it be fine,3,192,[14],[192],SBFR.tsv,S0255,S0256
no we,2,285,[14],[285],SBFR.tsv,S0255,S0256
i'd,1,306,"[14, 311]",[306],SBFR.tsv,S0255,S0256
think i've,2,322,[14],[322],SBFR.tsv,S0255,S0256
look,1,36,"[16, 213, 269]","[36, 183, 268]",SBFR.tsv,S0255,S0256
sit,1,100,"[16, 311]",[100],SBFR.tsv,S0255,S0256
er it,2,231,[16],[231],SBFR.tsv,S0255,S0256
on the,2,44,[18],"[44, 61, 82, 90, 175, 194]",SBFR.tsv,S0255,S0256
know the,2,86,[18],[86],SBFR.tsv,S0255,S0256
the the,2,114,"[18, 205, 207, 254, 260]","[114, 185]",SBFR.tsv,S0255,S0256
to the,2,185,"[18, 39]",[185],SBFR.tsv,S0255,S0256
a a,2,86,[20],[86],SBFR.tsv,S0255,S0256
it just,2,86,"[20, 91]","[86, 90, 130, 223]",SBFR.tsv,S0255,S0256
there's,1,86,[20],"[86, 90, 100, 116, 142, 294]",SBFR.tsv,S0255,S0256
people,1,86,"[20, 89, 119, 209, 213, 219]","[86, 90, 116, 134, 154, 229, 298, 208]",SBFR.tsv,S0255,S0256
and people,2,208,[20],[208],SBFR.tsv,S0255,S0256
maybe,1,23,[22],[23],SBFR.tsv,S0255,S0256
or something,2,82,[22],"[82, 183]",SBFR.tsv,S0255,S0256
things,1,94,"[22, 97, 188]","[94, 167, 210, 229]",SBFR.tsv,S0255,S0256
trip,1,185,[22],[185],SBFR.tsv,S0255,S0256
really,1,42,"[26, 31, 33, 64, 111, 115, 157, 277, 281, 307, 309]","[42, 98, 108, 285, 296, 314, 325]",SBFR.tsv,S0255,S0256
have a,2,76,[26],"[76, 138]",SBFR.tsv,S0255,S0256
nice,1,80,"[26, 31, 33]","[80, 84]",SBFR.tsv,S0255,S0256
to have,2,86,"[26, 277]","[86, 287]",SBFR.tsv,S0255,S0256
have have,2,212,[26],[212],SBFR.tsv,S0255,S0256
nearly,1,100,[27],[100],SBFR.tsv,S0255,S0256
and 's,2,130,[27],[130],SBFR.tsv,S0255,S0256
back to,2,34,[29],"[34, 78, 245]",SBFR.tsv,S0255,S0256
work,1,40,"[29, 155, 311, 319]","[40, 57, 82, 94, 138, 169]",SBFR.tsv,S0255,S0256
they be,2,114,[29],"[114, 237, 239]",SBFR.tsv,S0255,S0256
we're,1,82,[31],"[82, 100, 108, 144, 167]",SBFR.tsv,S0255,S0256
so it,2,116,[31],[116],SBFR.tsv,S0255,S0256
yes,1,278,[31],[278],SBFR.tsv,S0255,S0256
that it,2,316,[31],[316],SBFR.tsv,S0255,S0256
a lesson,2,57,[37],[57],SBFR.tsv,S0255,S0256
morning,1,57,"[37, 60]","[57, 185]",SBFR.tsv,S0255,S0256
it a,2,189,[37],[189],SBFR.tsv,S0255,S0256
be it be,3,192,[37],"[192, 325]",SBFR.tsv,S0255,S0256
it be it,3,192,[37],"[192, 325]",SBFR.tsv,S0255,S0256
what be,2,212,"[37, 105, 180]",[212],SBFR.tsv,S0255,S0256
be it,2,215,"[37, 91, 180, 188, 271]","[215, 223, 337, 325]",SBFR.tsv,S0255,S0256
oh right,2,39,"[39, 41, 73]",[1],SBFR.tsv,S0255,S0256
i think,2,39,"[39, 64, 109, 328, 349]","[11, 13, 21, 44, 46, 67, 86, 114, 175, 187, 233, 322, 335, 342]",SBFR.tsv,S0255,S0256
you go,2,215,"[39, 178, 180]",[215],SBFR.tsv,S0255,S0256
okay,1,325,"[41, 174, 303]",[325],SBFR.tsv,S0255,S0256
as well,2,84,"[43, 252, 271]","[84, 138]",SBFR.tsv,S0255,S0256
skate,1,94,"[45, 81, 105]","[94, 130, 167]",SBFR.tsv,S0255,S0256
have it,2,94,[53],"[94, 287]",SBFR.tsv,S0255,S0256
yet,1,98,[53],"[98, 100]",SBFR.tsv,S0255,S0256
oh yeah,2,181,"[55, 313]",[181],SBFR.tsv,S0255,S0256
that be,2,60,"[60, 64, 107, 111, 188, 271]","[9, 38, 106, 124, 134, 144, 183, 337]",SBFR.tsv,S0255,S0256
enough,1,60,"[60, 89, 274]","[36, 86, 90, 100, 191, 223, 124]",SBFR.tsv,S0255,S0256
long,1,84,"[60, 85]","[84, 86, 285]",SBFR.tsv,S0255,S0256
that be a,3,124,[60],[124],SBFR.tsv,S0255,S0256
enough time,2,124,[60],[124],SBFR.tsv,S0255,S0256
you be,2,183,"[60, 97, 265]","[183, 215]",SBFR.tsv,S0255,S0256
the morning,2,185,[60],[185],SBFR.tsv,S0255,S0256
that's,1,62,"[62, 103, 107, 131, 155, 213, 265, 274, 349]","[21, 80, 94, 126, 142, 189, 200, 243, 312, 322, 340]",SBFR.tsv,S0255,S0256
and get,2,64,[64],[42],SBFR.tsv,S0255,S0256
i think that,3,64,[64],[46],SBFR.tsv,S0255,S0256
good,1,64,"[64, 111, 131, 155, 271, 307, 343]","[57, 67, 138, 300, 302, 74]",SBFR.tsv,S0255,S0256
go and get,3,67,[64],[67],SBFR.tsv,S0255,S0256
check,1,67,[64],"[67, 218]",SBFR.tsv,S0255,S0256
good though,2,74,"[64, 271]",[74],SBFR.tsv,S0255,S0256
though,1,84,"[64, 271, 326, 341]","[84, 268, 273, 323, 344]",SBFR.tsv,S0255,S0256
that be that be,4,144,[64],[144],SBFR.tsv,S0255,S0256
tooth,1,66,[66],"[38, 76]",SBFR.tsv,S0255,S0256
feel,1,68,"[68, 330]","[34, 38, 74, 78]",SBFR.tsv,S0255,S0256
you have,2,94,"[68, 91, 180, 271, 282]","[94, 185, 216, 314]",SBFR.tsv,S0255,S0256
do you,2,212,[68],"[212, 335]",SBFR.tsv,S0255,S0256
you you,2,215,"[71, 155]",[215],SBFR.tsv,S0255,S0256
tell,1,81,"[81, 180, 214]","[34, 215]",SBFR.tsv,S0255,S0256
the skate,2,130,[81],[130],SBFR.tsv,S0255,S0256
you do,2,144,"[81, 97, 105]","[144, 212, 335]",SBFR.tsv,S0255,S0256
with the,2,144,"[81, 105]",[144],SBFR.tsv,S0255,S0256
wait,1,87,[87],[84],SBFR.tsv,S0255,S0256
so they,2,116,"[87, 115]","[116, 304]",SBFR.tsv,S0255,S0256
have to,2,124,"[87, 91, 131, 180]","[124, 130, 185, 216, 314]",SBFR.tsv,S0255,S0256
they've get,2,126,[87],[126],SBFR.tsv,S0255,S0256
they've,1,223,"[87, 221]",[223],SBFR.tsv,S0255,S0256
lot,1,89,"[89, 91, 119, 131, 250]","[67, 84, 124, 130, 144, 154, 202, 90]",SBFR.tsv,S0255,S0256
enough people,2,89,[89],"[86, 90]",SBFR.tsv,S0255,S0256
lot of people,3,90,"[89, 119]","[90, 154]",SBFR.tsv,S0255,S0256
last,1,122,"[89, 105, 109]",[122],SBFR.tsv,S0255,S0256
one,1,91,"[91, 155, 178, 199, 293, 311]","[9, 21, 69, 86, 94, 96, 98, 166, 200, 237, 300]",SBFR.tsv,S0255,S0256
in a,2,91,"[91, 131, 277]","[36, 150, 183]",SBFR.tsv,S0255,S0256
to do,2,91,"[91, 131]","[44, 84, 90, 124, 126, 142, 144, 154, 298, 300]",SBFR.tsv,S0255,S0256
that you,2,94,"[91, 221, 271]",[94],SBFR.tsv,S0255,S0256
another,1,122,[91],[122],SBFR.tsv,S0255,S0256
have to do,3,130,"[91, 131]",[130],SBFR.tsv,S0255,S0256
you have to,3,185,"[91, 180]","[185, 216, 314]",SBFR.tsv,S0255,S0256
or be it just,4,223,[91],[223],SBFR.tsv,S0255,S0256
different,1,93,"[93, 97, 107]","[90, 94]",SBFR.tsv,S0255,S0256
different level in each type,5,94,[93],[94],SBFR.tsv,S0255,S0256
level,1,94,[93],"[94, 96, 98, 124, 136, 144, 150, 152, 154]",SBFR.tsv,S0255,S0256
three,1,97,"[97, 131]","[13, 98]",SBFR.tsv,S0255,S0256
normally,1,97,[97],[82],SBFR.tsv,S0255,S0256
test,1,97,[97],"[84, 86, 90, 98, 102]",SBFR.tsv,S0255,S0256
to test,2,97,[97],[86],SBFR.tsv,S0255,S0256
two,1,97,"[97, 131]","[86, 94, 98, 134, 323, 335]",SBFR.tsv,S0255,S0256
could,1,98,"[97, 213]","[98, 114, 150]",SBFR.tsv,S0255,S0256
do the,2,126,"[97, 281, 291]","[126, 152, 289]",SBFR.tsv,S0255,S0256
be do,2,140,[97],"[140, 169]",SBFR.tsv,S0255,S0256
when you,2,142,"[97, 180, 265]","[142, 335]",SBFR.tsv,S0255,S0256
when they,2,237,"[97, 203]",[237],SBFR.tsv,S0255,S0256
two or three,3,247,"[97, 131]",[247],SBFR.tsv,S0255,S0256
come to,2,300,[97],"[300, 304]",SBFR.tsv,S0255,S0256
thing,1,323,"[97, 155]",[323],SBFR.tsv,S0255,S0256
when you do,3,335,[97],[335],SBFR.tsv,S0255,S0256
like,1,105,"[105, 109, 131, 219, 221, 222, 265, 281, 284, 291, 307]","[36, 61, 82, 86, 90, 94, 100, 114, 116, 122, 124, 126, 134, 166, 175, 183, 185, 196, 200, 216, 223, 225, 233, 239, 241, 247, 268, 270, 285, 287, 289, 296, 300, 314, 322, 325, 333, 335, 337, 344, 130]",SBFR.tsv,S0255,S0256
i'm,1,105,"[105, 339]","[36, 48, 57, 67, 72, 78, 84, 94, 98, 108, 166, 241, 270, 335, 338, 340]",SBFR.tsv,S0255,S0256
try,1,105,[105],"[57, 152]",SBFR.tsv,S0255,S0256
show,1,105,"[105, 109]","[82, 84, 94, 108, 116, 124, 126, 144, 235, 243]",SBFR.tsv,S0255,S0256
show that you,3,105,[105],[94],SBFR.tsv,S0255,S0256
so like,2,105,[105],"[94, 130, 175, 183]",SBFR.tsv,S0255,S0256
be the,2,106,"[105, 277, 311]","[106, 130, 146, 183, 300]",SBFR.tsv,S0255,S0256
remember,1,257,"[105, 265, 277]","[257, 323, 333, 335]",SBFR.tsv,S0255,S0256
yeah so,2,107,"[107, 115, 351]","[57, 175]",SBFR.tsv,S0255,S0256
of different,2,107,[107],[90],SBFR.tsv,S0255,S0256
bits,1,107,"[107, 131]",[100],SBFR.tsv,S0255,S0256
be all,2,270,[107],[270],SBFR.tsv,S0255,S0256
be that the,3,109,"[109, 178, 222]",[90],SBFR.tsv,S0255,S0256
like the,2,109,[109],"[94, 114, 134, 175, 233]",SBFR.tsv,S0255,S0256
the lion king,3,110,[109],[110],SBFR.tsv,S0255,S0256
i think the,3,114,[109],[114],SBFR.tsv,S0255,S0256
the like,2,183,[109],"[183, 289]",SBFR.tsv,S0255,S0256
they'd,1,117,[117],[44],SBFR.tsv,S0255,S0256
bring,1,117,[117],[86],SBFR.tsv,S0255,S0256
know how to,3,142,[117],[142],SBFR.tsv,S0255,S0256
lot of people have,4,154,[119],[154],SBFR.tsv,S0255,S0256
people have,2,154,[119],"[154, 208]",SBFR.tsv,S0255,S0256
little,1,131,"[131, 133, 265, 279]","[4, 13, 187, 233, 276, 285]",SBFR.tsv,S0255,S0256
be able to,3,131,"[131, 328]","[44, 144, 171]",SBFR.tsv,S0255,S0256
even,1,131,[131],"[57, 335]",SBFR.tsv,S0255,S0256
a lot,2,131,"[131, 250]","[67, 124, 130, 154]",SBFR.tsv,S0255,S0256
hopefully,1,131,[131],[84],SBFR.tsv,S0255,S0256
and a,2,131,[131],[90],SBFR.tsv,S0255,S0256
lot of,2,131,"[131, 250]",[90],SBFR.tsv,S0255,S0256
of the,2,131,"[131, 232, 269, 281, 282]","[90, 134, 144, 148, 183, 229, 289]",SBFR.tsv,S0255,S0256
group,1,131,[131],"[114, 122, 134, 144, 300]",SBFR.tsv,S0255,S0256
stuff,1,131,[131],[114],SBFR.tsv,S0255,S0256
in a group,3,150,[131],[150],SBFR.tsv,S0255,S0256
and a lot of,4,154,[131],[154],SBFR.tsv,S0255,S0256
even if,2,167,[131],[167],SBFR.tsv,S0255,S0256
at that,2,241,[131],[241],SBFR.tsv,S0255,S0256
a little bite,3,133,[133],"[4, 233, 276]",SBFR.tsv,S0255,S0256
a little,2,133,[133],[13],SBFR.tsv,S0255,S0256
bite,1,133,"[133, 279, 319]","[36, 57, 84, 233, 276, 285]",SBFR.tsv,S0255,S0256
do a,2,133,[133],"[84, 90, 114, 144]",SBFR.tsv,S0255,S0256
bite more,2,133,[133],[84],SBFR.tsv,S0255,S0256
off and,2,175,[133],[175],SBFR.tsv,S0255,S0256
to go,2,218,[133],[218],SBFR.tsv,S0255,S0256
little bite,2,285,"[133, 279]",[285],SBFR.tsv,S0255,S0256
at work,2,155,[155],[40],SBFR.tsv,S0255,S0256
can actually,2,155,[155],[78],SBFR.tsv,S0255,S0256
this year,2,155,[155],"[84, 108, 116, 154]",SBFR.tsv,S0255,S0256
you can,2,155,[155],"[94, 98, 142]",SBFR.tsv,S0255,S0256
year,1,155,"[155, 203, 260]","[122, 126, 235, 237, 154]",SBFR.tsv,S0255,S0256
can't,1,155,[155],"[142, 296, 323, 333]",SBFR.tsv,S0255,S0256
have the,2,155,"[155, 282, 311]","[150, 285]",SBFR.tsv,S0255,S0256
whereas,1,157,[157],"[144, 212]",SBFR.tsv,S0255,S0256
the one,2,178,"[178, 311]","[9, 300]",SBFR.tsv,S0255,S0256
go to stay,3,178,[178],[36],SBFR.tsv,S0255,S0256
stay,1,183,[178],[183],SBFR.tsv,S0255,S0256
to stay,2,187,[178],[187],SBFR.tsv,S0255,S0256
picture of,2,212,"[178, 209, 232, 252, 258]",[212],SBFR.tsv,S0255,S0256
picture,1,243,"[178, 209, 232, 252, 256, 258, 260, 269]","[243, 245]",SBFR.tsv,S0255,S0256
where you,2,296,[178],"[296, 314]",SBFR.tsv,S0255,S0256
go up,2,180,[180],[94],SBFR.tsv,S0255,S0256
do what,2,180,[180],[126],SBFR.tsv,S0255,S0256
the stairs,2,183,[180],"[183, 185]",SBFR.tsv,S0255,S0256
you have to duck,4,185,[180],[185],SBFR.tsv,S0255,S0256
make,1,182,"[182, 213, 271, 291, 328]","[70, 164, 323, 322, 231]",SBFR.tsv,S0255,S0256
make me,2,231,[182],[231],SBFR.tsv,S0255,S0256
just make,2,322,[182],[322],SBFR.tsv,S0255,S0256
all the,2,188,"[188, 205, 232]",[13],SBFR.tsv,S0255,S0256
it say,2,188,[188],[44],SBFR.tsv,S0255,S0256
old,1,188,"[188, 269]",[183],SBFR.tsv,S0255,S0256
it be a stable,4,189,[188],[189],SBFR.tsv,S0255,S0256
a stable,2,189,[188],[189],SBFR.tsv,S0255,S0256
the things,2,229,[188],[229],SBFR.tsv,S0255,S0256
be say,2,335,[188],[335],SBFR.tsv,S0255,S0256
beam,1,193,[193],"[183, 185]",SBFR.tsv,S0255,S0256
big,1,199,"[199, 277]","[36, 191, 202, 235, 239, 285, 289]",SBFR.tsv,S0255,S0256
put,1,199,"[199, 209, 213, 232, 330]","[86, 94, 98, 100, 114, 142, 229]",SBFR.tsv,S0255,S0256
spider,1,199,[199],"[196, 198, 212]",SBFR.tsv,S0255,S0256
on facebook,2,208,"[199, 213]","[208, 215]",SBFR.tsv,S0255,S0256
facebook,1,208,"[199, 213]","[208, 212]",SBFR.tsv,S0255,S0256
it be funny,3,229,[199],[229],SBFR.tsv,S0255,S0256
put on,2,229,"[199, 232]",[229],SBFR.tsv,S0255,S0256
no it's,2,203,[203],"[54, 74]",SBFR.tsv,S0255,S0256
and the,2,207,"[207, 252]","[94, 285]",SBFR.tsv,S0255,S0256
spiders,1,207,[207],"[196, 202]",SBFR.tsv,S0255,S0256
come out,2,275,[207],[275],SBFR.tsv,S0255,S0256
be put,2,209,[209],[114],SBFR.tsv,S0255,S0256
yeah i,2,213,"[213, 277]","[44, 46, 257, 266, 322]",SBFR.tsv,S0255,S0256
i could,2,213,[213],[98],SBFR.tsv,S0255,S0256
people that,2,213,[213],"[116, 134]",SBFR.tsv,S0255,S0256
exactly,1,213,[213],"[118, 194]",SBFR.tsv,S0255,S0256
see,1,213,[213],[142],SBFR.tsv,S0255,S0256
about the,2,213,[213],[175],SBFR.tsv,S0255,S0256
yeah that's,2,213,[213],[189],SBFR.tsv,S0255,S0256
yeah that's what,3,213,[213],[200],SBFR.tsv,S0255,S0256
it's snow and,3,215,[213],[215],SBFR.tsv,S0255,S0256
see it's snow,3,215,[213],[215],SBFR.tsv,S0255,S0256
it's snow,2,215,"[213, 221, 222]","[215, 216]",SBFR.tsv,S0255,S0256
make me laugh,3,231,[213],[231],SBFR.tsv,S0255,S0256
thank,1,214,[214],[166],SBFR.tsv,S0255,S0256
like that,2,221,"[221, 222, 265, 284]","[82, 94, 175, 200, 268, 322]",SBFR.tsv,S0255,S0256
you like,2,221,"[221, 222]","[183, 216]",SBFR.tsv,S0255,S0256
say it's snow,3,221,"[221, 222]",[216],SBFR.tsv,S0255,S0256
fact,1,222,[222],[63],SBFR.tsv,S0255,S0256
that they,2,222,[222],"[114, 126]",SBFR.tsv,S0255,S0256
like it's,2,333,[222],[333],SBFR.tsv,S0255,S0256
yeah you,2,224,[224],"[94, 98]",SBFR.tsv,S0255,S0256
you just,2,335,"[224, 299]",[335],SBFR.tsv,S0255,S0256
everyone's,1,232,[232],[36],SBFR.tsv,S0255,S0256
at the minute,3,232,[232],[84],SBFR.tsv,S0255,S0256
at the,2,232,[232],"[136, 144, 350]",SBFR.tsv,S0255,S0256
the first day of,4,233,[232],"[233, 235]",SBFR.tsv,S0255,S0256
first day,2,233,"[232, 258]","[233, 235, 245]",SBFR.tsv,S0255,S0256
school,1,233,"[232, 252, 258, 271, 277]","[233, 235, 239, 245, 270]",SBFR.tsv,S0255,S0256
the first,2,273,"[232, 260]",[273],SBFR.tsv,S0255,S0256
first,1,273,"[232, 254, 258]",[273],SBFR.tsv,S0255,S0256
i i,2,250,[250],"[36, 285, 323, 335]",SBFR.tsv,S0255,S0256
quite,1,250,[250],"[98, 100, 116, 144]",SBFR.tsv,S0255,S0256
a lot of,3,250,[250],[154],SBFR.tsv,S0255,S0256
still,1,252,"[252, 271]","[74, 167, 306]",SBFR.tsv,S0255,S0256
we've,1,252,[252],"[82, 140]",SBFR.tsv,S0255,S0256
mean,1,252,"[252, 256, 295]","[116, 124, 130, 337]",SBFR.tsv,S0255,S0256
but then,2,252,[252],"[215, 239]",SBFR.tsv,S0255,S0256
then i,2,300,[252],[300],SBFR.tsv,S0255,S0256
that i,2,256,[256],"[94, 200, 233, 285]",SBFR.tsv,S0255,S0256
from the,2,260,[260],[192],SBFR.tsv,S0255,S0256
it's it's,2,269,[269],"[67, 76]",SBFR.tsv,S0255,S0256
some of,2,269,[269],"[100, 152]",SBFR.tsv,S0255,S0256
some of the,3,269,[269],"[134, 148, 229]",SBFR.tsv,S0255,S0256
