Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
always,1,520,"[2, 45, 52, 306, 575, 866, 868, 928, 1075, 1207, 1288, 1528, 1786, 1792, 1991, 2007, 2515, 2664, 2665, 2671]","[520, 867]",SEKZ.tsv,S0353,S0262
that's what,2,841,"[2, 51, 231, 595, 2213]","[841, 2141]",SEKZ.tsv,S0353,S0262
bite,1,1783,"[2, 4, 10, 34, 591, 803, 973, 1282, 1326, 1530, 1532, 1726, 1784, 1959, 2430, 2754]","[1783, 1927, 2618, 1935, 2080, 2082, 2341, 2345, 2358, 2366, 2536, 2540, 2562, 2703, 2357, 1917]",SEKZ.tsv,S0353,S0262
bite of,2,2357,"[2, 4, 10, 34, 973, 1530, 2430]",[2357],SEKZ.tsv,S0353,S0262
chop,1,9,"[4, 8, 10, 12, 34, 52, 56, 671, 994]","[9, 11, 70, 995]",SEKZ.tsv,S0353,S0262
get a bite of everything,5,41,[4],[41],SEKZ.tsv,S0353,S0262
get a bite of,4,41,"[4, 34]",[41],SEKZ.tsv,S0353,S0262
you get,2,41,"[4, 12, 52, 213, 320, 557, 1314, 1540, 1654, 1866, 2463, 2557]","[41, 214, 1859, 2218, 2765]",SEKZ.tsv,S0353,S0262
get a,2,41,"[4, 10, 34, 52, 69, 210, 575, 581, 626, 813, 910, 1043, 1274, 1282, 1308, 1334, 1504, 1540, 1706, 1761, 2380, 2403]","[41, 252, 335, 1463, 2107]",SEKZ.tsv,S0353,S0262
get,1,116,"[4, 10, 12, 34, 52, 69, 144, 146, 148, 210, 213, 285, 320, 325, 397, 455, 527, 557, 575, 577, 579, 581, 589, 626, 673, 685, 767, 771, 797, 805, 807, 809, 813, 815, 817, 821, 823, 826, 828, 830, 898, 904, 908, 910, 912, 916, 1023, 1031, 1043, 1075, 1125, 1145, 1147, 1157, 1159, 1161, 1173, 1189, 1191, 1217, 1219, 1274, 1282, 1308, 1310, 1314, 1316, 1326, 1327, 1329, 1333, 1334, 1342, 1370, 1374, 1376, 1384, 1407, 1415, 1438, 1452, 1460, 1468, 1490, 1492, 1504, 1510, 1518, 1526, 1530, 1540, 1560, 1654, 1656, 1662, 1706, 1757, 1759, 1761, 1816, 1827, 1844, 1864, 1866, 1979, 2242, 2268, 2269, 2283, 2363, 2369, 2377, 2380, 2403, 2432, 2454, 2463, 2488, 2490, 2505, 2513, 2515, 2557, 2571, 2607, 2611, 2632, 2665, 2671, 2704, 2706, 2754]","[116, 124, 199, 250, 256, 268, 327, 329, 341, 350, 354, 400, 419, 429, 433, 478, 482, 625, 627, 649, 837, 879, 997, 1090, 1367, 1430, 1575, 1587, 1596, 1602, 1610, 1691, 1785, 1795, 1887, 1939, 2099, 2137, 2183, 2345, 2360, 2374, 2406, 2419, 2421, 2423, 2439, 2443, 2506, 2516, 2522, 2526, 2530, 2566, 2570, 2580, 2662, 2692, 214, 1859, 2218, 2765, 252, 335, 1463, 2107]",SEKZ.tsv,S0353,S0262
er you,2,122,"[4, 1256, 1654]",[122],SEKZ.tsv,S0353,S0262
a you,2,143,"[4, 34]",[143],SEKZ.tsv,S0353,S0262
and a,2,152,"[4, 10, 34, 591, 1085]","[152, 2089]",SEKZ.tsv,S0353,S0262
that and,2,248,"[4, 34, 471, 1053, 1388, 1468, 1530, 1540, 1554, 1757, 1810, 2304, 2432, 2488]","[248, 254]",SEKZ.tsv,S0353,S0262
of that and,3,254,"[4, 34, 1810]",[254],SEKZ.tsv,S0353,S0262
a a,2,327,"[4, 1101, 1308, 1730, 2380, 2597]","[327, 2161]",SEKZ.tsv,S0353,S0262
so you,2,488,"[4, 10]",[488],SEKZ.tsv,S0353,S0262
and you,2,703,"[4, 52, 173, 310, 669, 1085, 1099, 1101, 1117, 1219, 1290, 1292, 1370, 1466, 1520, 1550, 1656, 1686, 1702, 1777, 1806, 1967, 2252, 2334, 2581, 2735]","[703, 715, 2117, 2173, 2409, 2218]",SEKZ.tsv,S0353,S0262
of that,2,1895,"[4, 34, 1548, 1810, 1812, 1852]","[1895, 2366]",SEKZ.tsv,S0353,S0262
and you get,3,2218,"[4, 52]",[2218],SEKZ.tsv,S0353,S0262
a bite of that,4,2366,"[4, 34]",[2366],SEKZ.tsv,S0353,S0262
i'm,1,151,"[6, 146, 175, 231, 527, 687, 691, 805, 807, 992, 994, 1065, 1075, 1083, 1189, 1256, 1258, 1316, 1326, 1327, 1328, 1333, 1344, 1407, 1425, 1427, 1452, 1506, 1508, 1510, 1511, 1544, 1548, 1554, 1631, 1662, 1724, 1794, 1796, 1816, 1830, 1836, 1850, 1852, 1854, 1959, 2221, 2279, 2302, 2430, 2432, 2440, 2454, 2605, 2722, 2762, 2766]","[151, 162, 218, 264, 460, 684, 1003, 1106, 1424, 1596, 1651, 1653, 1845, 1847, 1851, 1853, 1907, 1925, 1935, 1939, 2080, 2099, 2173, 2181, 2360, 2362, 2413, 2452, 2516, 2556, 2558, 2564, 2570, 2631, 2676]",SEKZ.tsv,S0353,S0262
which be,2,8,"[8, 10, 906, 1300, 1460, 1496, 2457]","[7, 242, 1289, 2103, 2392]",SEKZ.tsv,S0353,S0262
lamb chop,2,9,"[8, 10, 34, 671]","[9, 11, 70]",SEKZ.tsv,S0353,S0262
lamb,1,21,"[8, 10, 18, 20, 34, 671]","[21, 53, 55, 68, 72, 70]",SEKZ.tsv,S0353,S0262
yeah,1,10,"[10, 24, 30, 36, 42, 64, 79, 81, 115, 117, 121, 123, 125, 134, 136, 138, 140, 150, 159, 161, 173, 183, 185, 187, 196, 198, 200, 202, 208, 215, 217, 219, 221, 237, 239, 243, 247, 253, 255, 257, 261, 263, 265, 273, 275, 283, 324, 328, 330, 332, 334, 336, 340, 342, 344, 351, 353, 359, 361, 365, 375, 379, 381, 383, 385, 397, 401, 405, 409, 411, 420, 461, 475, 485, 493, 525, 555, 557, 563, 569, 579, 628, 633, 646, 659, 675, 730, 750, 876, 878, 914, 934, 992, 1004, 1006, 1010, 1015, 1043, 1103, 1105, 1107, 1123, 1137, 1171, 1179, 1189, 1209, 1276, 1333, 1360, 1362, 1364, 1417, 1438, 1448, 1450, 1462, 1464, 1484, 1490, 1500, 1518, 1540, 1544, 1558, 1562, 1564, 1566, 1570, 1574, 1578, 1590, 1592, 1603, 1609, 1611, 1613, 1615, 1617, 1619, 1623, 1627, 1629, 1631, 1635, 1642, 1656, 1668, 1678, 1690, 1692, 1704, 1708, 1720, 1741, 1757, 1763, 1765, 1768, 1771, 1780, 1800, 1816, 1840, 1844, 1870, 1886, 1888, 1890, 1892, 1904, 1916, 1926, 1930, 1932, 1936, 1938, 1942, 1946, 1948, 1950, 1955, 2015, 2035, 2065, 2085, 2092, 2094, 2102, 2108, 2110, 2118, 2120, 2122, 2124, 2126, 2128, 2130, 2136, 2138, 2142, 2144, 2146, 2148, 2150, 2152, 2154, 2156, 2160, 2164, 2168, 2170, 2174, 2176, 2178, 2180, 2186, 2188, 2190, 2191, 2193, 2203, 2256, 2304, 2336, 2338, 2340, 2342, 2348, 2354, 2367, 2369, 2371, 2375, 2385, 2393, 2397, 2408, 2414, 2418, 2420, 2422, 2424, 2426, 2428, 2432, 2444, 2446, 2451, 2453, 2457, 2461, 2465, 2468, 2470, 2478, 2480, 2484, 2517, 2521, 2523, 2525, 2527, 2531, 2533, 2535, 2541, 2543, 2571, 2623, 2640, 2651, 2652, 2660, 2661, 2666, 2668, 2702, 2704, 2716, 2718, 2724, 2762]","[1, 25, 27, 31, 59, 70, 129, 151, 152, 154, 168, 209, 226, 232, 238, 264, 286, 305, 309, 313, 317, 327, 331, 339, 341, 368, 398, 408, 431, 435, 439, 441, 443, 446, 450, 452, 456, 466, 476, 484, 490, 510, 516, 546, 560, 619, 621, 625, 647, 650, 664, 666, 680, 686, 692, 703, 715, 721, 735, 743, 765, 782, 861, 891, 893, 909, 917, 919, 943, 949, 961, 999, 1018, 1022, 1044, 1052, 1056, 1086, 1112, 1128, 1152, 1154, 1172, 1176, 1192, 1196, 1208, 1226, 1228, 1230, 1269, 1305, 1307, 1313, 1319, 1325, 1337, 1339, 1343, 1345, 1347, 1351, 1353, 1355, 1365, 1375, 1379, 1381, 1385, 1387, 1404, 1408, 1418, 1424, 1449, 1455, 1457, 1459, 1471, 1475, 1477, 1479, 1481, 1485, 1491, 1497, 1499, 1501, 1516, 1521, 1523, 1525, 1529, 1533, 1535, 1537, 1539, 1541, 1549, 1553, 1561, 1585, 1604, 1628, 1637, 1639, 1643, 1659, 1661, 1663, 1675, 1677, 1679, 1681, 1683, 1685, 1693, 1695, 1703, 1705, 1711, 1713, 1723, 1729, 1731, 1733, 1762, 1767, 1769, 1801, 1819, 1821, 1823, 1825, 1828, 1855, 1857, 1861, 1863, 1865, 1871, 1873, 1903, 1921, 1958, 1960, 1962, 1964, 1966, 1972, 1976, 1978, 1980, 1982, 1984, 1988, 1994, 1996, 2004, 2008, 2010, 2012, 2030, 2034, 2036, 2040, 2042, 2044, 2058, 2062, 2064, 2066, 2068, 2070, 2072, 2074, 2076, 2078, 2080, 2206, 2208, 2210, 2212, 2214, 2216, 2220, 2223, 2227, 2229, 2231, 2237, 2239, 2241, 2243, 2249, 2251, 2257, 2259, 2265, 2276, 2284, 2286, 2288, 2290, 2292, 2294, 2295, 2297, 2299, 2301, 2303, 2307, 2321, 2323, 2325, 2327, 2329, 2331, 2333, 2364, 2464, 2471, 2495, 2497, 2499, 2510, 2578, 2582, 2584, 2596, 2598, 2600, 2604, 2606, 2612, 2614, 2616, 2622, 2624, 2628, 2631, 2633, 2639, 2688, 2692, 2694, 2696, 2707, 2709, 2711, 2713, 2719, 2733, 2742, 2749, 831]",SEKZ.tsv,S0353,S0262
and and,2,10,"[10, 52, 130, 530, 595, 830, 850, 1101, 1161, 1213, 1241, 1264, 1284, 1294, 1296, 1466, 1684, 1726, 1763, 1765, 1784, 1804, 1963, 1967, 2061, 2203, 2266, 2498, 2585]","[5, 248, 1593, 1632]",SEKZ.tsv,S0353,S0262
have the mix,3,48,"[10, 52]",[48],SEKZ.tsv,S0353,S0262
have the,2,72,"[10, 52, 767, 769, 1327, 1409, 1544]","[72, 897]",SEKZ.tsv,S0353,S0262
the mix,2,74,"[10, 52]",[74],SEKZ.tsv,S0353,S0262
two,1,116,"[10, 83, 397, 541, 898, 1015, 1017, 1047, 1059, 1157, 1167, 1237, 1327, 1329, 1389, 1757, 2005, 2059, 2067, 2732, 2764]","[116, 396, 1579, 1602, 2060, 2406, 2417, 2429]",SEKZ.tsv,S0353,S0262
be a,2,158,"[10, 167, 283, 418, 442, 459, 601, 603, 609, 791, 813, 848, 850, 856, 858, 872, 973, 979, 1045, 1047, 1053, 1085, 1217, 1403, 1554, 1730, 1784, 1844, 2023, 2037, 2041, 2043, 2277, 2320, 2722]","[158, 240, 327, 337, 978, 1667, 2026, 2345, 2413, 1585, 1917, 2366, 2358]",SEKZ.tsv,S0353,S0262
be a bite,3,327,"[10, 973]","[327, 1585, 1917]",SEKZ.tsv,S0353,S0262
you can,2,331,"[10, 285, 389, 422, 631, 983, 1147, 1288, 1534, 1536, 1880, 1961, 2304, 2722, 2732, 2735]","[331, 1651, 1655, 2117, 2149, 2421, 2506, 2524]",SEKZ.tsv,S0353,S0262
yeah so,2,831,"[10, 633]",[831],SEKZ.tsv,S0353,S0262
be a bite of,4,2345,"[10, 973]","[2345, 2358, 2366]",SEKZ.tsv,S0353,S0262
how many,2,12,"[12, 938, 1656]","[11, 2692]",SEKZ.tsv,S0353,S0262
don't you,2,137,"[12, 1670, 2221]","[137, 1687, 1740, 2374]",SEKZ.tsv,S0353,S0262
about four,2,152,"[12, 1231]",[152],SEKZ.tsv,S0353,S0262
many,1,421,"[12, 938, 1656]",[421],SEKZ.tsv,S0353,S0262
if you,2,737,"[12, 34, 99, 418, 989, 1117, 1129, 1308, 1316, 1466, 1633, 1654, 1692, 2373, 2537, 2735]","[737, 1653, 2421]",SEKZ.tsv,S0353,S0262
you have,2,1013,"[12, 34, 52, 310, 628, 669, 1520, 1522, 2037, 2306, 2629]","[1013, 1369, 2335, 2409]",SEKZ.tsv,S0353,S0262
it on,2,1034,"[12, 1035, 1159, 1670, 2432]","[1034, 2631]",SEKZ.tsv,S0353,S0262
four,1,1134,"[12, 559, 734, 1081, 1083, 1133, 1231, 1490, 1500, 1528, 1544, 2551]","[1134, 2347]",SEKZ.tsv,S0353,S0262
have it,2,2339,"[12, 1067, 1237, 1522, 2278]",[2339],SEKZ.tsv,S0353,S0262
five,1,2637,"[12, 1059, 1710, 1757, 1816]",[2637],SEKZ.tsv,S0353,S0262
from the,2,201,"[16, 2031, 2037, 2535]","[201, 502]",SEKZ.tsv,S0353,S0262
i have,2,222,"[16, 175, 691, 932, 1368, 1446, 1662, 2278]","[222, 333, 1587, 2616]",SEKZ.tsv,S0353,S0262
be it,2,63,"[18, 697, 779, 826, 852, 904, 936, 946, 952, 1123, 1149, 1171, 1173, 1702, 1739, 1979, 2551]","[63, 220, 658, 1299, 2020, 2022, 2572, 2588, 2723, 1371, 1475]",SEKZ.tsv,S0353,S0262
it be,2,143,"[18, 306, 322, 418, 575, 595, 633, 635, 667, 683, 693, 767, 813, 848, 854, 886, 944, 1027, 1059, 1065, 1073, 1191, 1203, 1213, 1227, 1233, 1329, 1389, 1429, 1446, 1544, 1548, 1560, 1680, 1739, 1810, 1993, 2007, 2037, 2266, 2277, 2278, 2450, 2535, 2551, 2683, 2722, 2741]","[143, 244, 246, 248, 337, 362, 406, 412, 504, 534, 715, 721, 729, 784, 997, 1271, 1473, 1561, 1563, 2082, 2119, 2339, 2345, 2349, 2413, 2417, 2483, 2690, 2703, 1371, 1475]",SEKZ.tsv,S0353,S0262
be it be it,4,1371,[18],[1371],SEKZ.tsv,S0353,S0262
be it be,3,1475,[18],[1475],SEKZ.tsv,S0353,S0262
it be it,3,1475,"[18, 1739]",[1475],SEKZ.tsv,S0353,S0262
yeah it's,2,1365,"[24, 563, 1720, 1946]","[1365, 1585]",SEKZ.tsv,S0353,S0262
they're nice,2,26,"[26, 2242]",[15],SEKZ.tsv,S0353,S0262
they're,1,29,"[26, 30, 58, 71, 175, 263, 373, 377, 381, 393, 424, 434, 481, 501, 579, 742, 771, 826, 830, 900, 1207, 1252, 1264, 1284, 1286, 1314, 1326, 1331, 1333, 1342, 1500, 1510, 1518, 1520, 1644, 1714, 1827, 2224, 2242, 2432]","[29, 256, 339, 372, 378, 462, 464, 480, 482, 550, 610, 612, 616, 617, 733, 745, 997, 1275, 1281, 1339, 1503, 1657, 1917, 2173, 2409, 2425, 2524]",SEKZ.tsv,S0353,S0262
big,1,70,"[26, 52, 373, 375, 377, 444, 455, 509, 559, 946, 1085, 1500, 1706, 2031, 2312, 2488]","[70, 248, 250, 254, 362, 376, 390, 644, 684, 701, 1495, 1875, 2343]",SEKZ.tsv,S0353,S0262
nice,1,532,"[26, 56, 517, 618, 793, 904, 1053, 1784, 2242, 2377, 2722]","[532, 616, 1038, 1084, 1793, 2390, 2396, 2400, 2402, 2576, 2725]",SEKZ.tsv,S0353,S0262
sausages,1,28,[28],"[13, 50]",SEKZ.tsv,S0353,S0262
yeah well,2,152,"[30, 79, 750, 934, 1137, 1800, 1840, 2375, 2432, 2446, 2533, 2651]","[152, 466, 1561, 2333]",SEKZ.tsv,S0353,S0262
on the,2,739,"[30, 32, 148, 285, 559, 591, 687, 742, 844, 1027, 1071, 1246, 1248, 1326, 1370, 1374, 1389, 1670, 1694, 2447, 2501, 2746]","[739, 1905, 2351, 2353, 2355]",SEKZ.tsv,S0353,S0262
on that,2,2386,"[30, 442]",[2386],SEKZ.tsv,S0353,S0262
put,1,124,"[32, 128, 549, 563, 601, 771, 890, 1195, 1246, 1294, 1302, 1308, 1314, 1316, 1318, 1322, 1326, 1378, 1407, 1409, 1670, 1757, 2507, 2537, 2706]","[124, 356, 1606, 1927, 2351, 2355, 2520]",SEKZ.tsv,S0353,S0262
have a,2,122,"[34, 424, 547, 631, 760, 807, 813, 834, 846, 950, 1031, 1145, 1213, 1389, 1494, 1662, 1757, 1806, 1999, 2037, 2266, 2278, 2285, 2378, 2621, 2623]","[122, 143, 164, 222, 656, 1416, 1596, 2337, 2390, 2396, 2400, 2402, 2616, 2618, 2624, 2335]",SEKZ.tsv,S0353,S0262
to be,2,327,"[34, 579, 1302, 1314, 1504, 1864, 1902, 2005, 2013, 2279]","[327, 725, 895, 1565, 1620, 1626, 1887, 1917, 2163, 2175, 2411]",SEKZ.tsv,S0353,S0262
it to,2,341,"[34, 2035, 2720]","[341, 350, 354]",SEKZ.tsv,S0353,S0262
what's,1,402,"[34, 457, 979, 1149, 1333, 1348, 1382, 1633, 1714, 2035, 2446, 2488, 2630, 2704, 2768]","[402, 554, 1451, 2171, 2173, 2641, 1202]",SEKZ.tsv,S0353,S0262
so what's,2,1202,[34],"[1202, 1451]",SEKZ.tsv,S0353,S0262
you have a,3,2335,"[34, 2037]",[2335],SEKZ.tsv,S0353,S0262
will get,2,2530,"[34, 1327]",[2530],SEKZ.tsv,S0353,S0262
no it,2,2066,"[38, 1316, 2021]","[2066, 2421]",SEKZ.tsv,S0353,S0262
one,1,43,"[43, 285, 422, 451, 547, 603, 679, 880, 904, 940, 969, 971, 979, 987, 1021, 1027, 1031, 1075, 1077, 1079, 1125, 1131, 1145, 1173, 1175, 1258, 1306, 1376, 1378, 1389, 1405, 1407, 1446, 1498, 1530, 1540, 1544, 1686, 1757, 1827, 1967, 1977, 1981, 1983, 2446, 2664]","[11, 48, 120, 254, 256, 327, 388, 392, 404, 419, 423, 534, 701, 1799, 1905, 2006, 2060, 2292, 2347, 2394, 2466]",SEKZ.tsv,S0353,S0262
one be,2,2347,"[43, 971, 1077]",[2347],SEKZ.tsv,S0353,S0262
go,1,50,"[44, 52, 134, 289, 395, 530, 609, 633, 669, 673, 766, 771, 773, 779, 781, 791, 801, 807, 809, 821, 826, 830, 846, 866, 928, 940, 962, 964, 1039, 1071, 1141, 1147, 1153, 1155, 1173, 1179, 1189, 1213, 1217, 1219, 1241, 1245, 1314, 1326, 1327, 1328, 1333, 1348, 1370, 1374, 1376, 1389, 1480, 1540, 1544, 1548, 1554, 1558, 1560, 1607, 1662, 1670, 1686, 1702, 1730, 1734, 1737, 1757, 1759, 1802, 1806, 1808, 1835, 1959, 1963, 1965, 1983, 1991, 1999, 2005, 2035, 2037, 2047, 2069, 2279, 2283, 2300, 2304, 2344, 2399, 2446, 2449, 2450, 2451, 2486, 2579, 2581, 2597, 2601, 2629, 2693, 2722, 2732, 2734, 2739, 2743, 2750, 2752, 2754]","[50, 120, 248, 250, 254, 256, 258, 264, 315, 323, 329, 331, 350, 402, 488, 534, 550, 699, 713, 715, 729, 737, 961, 1068, 1104, 1144, 1206, 1569, 1571, 1575, 1585, 1593, 1600, 1604, 1612, 1628, 1669, 1687, 1742, 1905, 1939, 2089, 2099, 2139, 2141, 2143, 2147, 2149, 2163, 2173, 2345, 2347, 2353, 2358, 2518, 2658, 2757, 2759]",SEKZ.tsv,S0353,S0262
he's,1,98,"[44, 95, 455, 791, 793, 920, 975, 1131, 1288, 1308, 1314, 1518, 1524, 1526, 1528, 1550, 1638, 1662, 1670, 1722, 1858, 1872, 1876, 2037, 2221, 2224, 2310, 2312, 2316, 2318, 2369, 2373, 2377, 2403, 2430, 2432, 2440, 2764]","[98, 510, 538, 656, 739, 753, 1551, 1740, 1875, 1881, 1883, 1887, 1891, 1899, 2370, 2374, 2419, 2421, 2431, 2439, 2466, 2625, 2692, 329]",SEKZ.tsv,S0353,S0262
he's go,2,329,[44],[329],SEKZ.tsv,S0353,S0262
thank you,2,368,"[44, 84, 513, 551, 639]","[368, 512, 612, 640, 655, 2639]",SEKZ.tsv,S0353,S0262
do that,2,149,"[45, 127, 461, 1316, 1452, 1468]","[149, 162, 270]",SEKZ.tsv,S0353,S0262
when i,2,147,"[47, 146, 283, 868, 936, 938, 1023, 1075, 1147, 1409, 1726, 1816, 1820, 1967, 1979, 1991, 2037, 2266, 2403, 2567, 2704, 2754]","[147, 234, 1909, 1927, 2518, 534]",SEKZ.tsv,S0353,S0262
come,1,246,"[47, 146, 304, 547, 555, 557, 559, 581, 597, 633, 635, 637, 669, 671, 722, 762, 764, 793, 805, 807, 884, 886, 950, 964, 966, 1077, 1145, 1155, 1157, 1179, 1191, 1211, 1213, 1223, 1314, 1322, 1326, 1354, 1470, 1511, 1520, 1532, 1633, 1700, 1786, 1792, 1959, 2029, 2031, 2035, 2073, 2244, 2252, 2446, 2451, 2457, 2488, 2490]","[246, 264, 339, 410, 478, 504, 534, 661, 699, 721, 723, 903, 999, 1122, 1178, 1273, 1483, 1575, 1579, 1604, 1628, 1933, 2091, 2135, 2347, 2366, 2473, 2485, 2692]",SEKZ.tsv,S0353,S0262
when i come,3,534,"[47, 146]",[534],SEKZ.tsv,S0353,S0262
like,1,51,"[51, 56, 130, 285, 287, 289, 308, 434, 459, 463, 465, 507, 530, 569, 633, 671, 673, 677, 679, 681, 683, 685, 693, 716, 760, 767, 813, 815, 826, 832, 846, 856, 862, 866, 872, 930, 994, 1053, 1091, 1125, 1141, 1145, 1169, 1171, 1191, 1217, 1237, 1282, 1292, 1308, 1327, 1342, 1384, 1405, 1470, 1510, 1532, 1536, 1554, 1692, 1706, 1710, 1714, 1728, 1730, 1745, 1757, 1806, 1808, 1860, 1862, 1959, 1973, 1979, 2009, 2023, 2203, 2213, 2221, 2224, 2242, 2250, 2252, 2318, 2375, 2432, 2440, 2470, 2488, 2537, 2571, 2579, 2597, 2601, 2607, 2655, 2697, 2698, 2704, 2722, 2726]","[13, 53, 55, 82, 129, 145, 218, 248, 250, 254, 256, 264, 272, 274, 329, 331, 337, 339, 341, 345, 356, 388, 412, 480, 490, 578, 676, 703, 719, 747, 855, 879, 911, 976, 1001, 1007, 1074, 1106, 1144, 1210, 1275, 1495, 1563, 1571, 1591, 1598, 1600, 1608, 1610, 1781, 1907, 1911, 1913, 1919, 1921, 1925, 1939, 1986, 2008, 2020, 2089, 2091, 2095, 2097, 2113, 2119, 2121, 2125, 2137, 2169, 2173, 2185, 2187, 2189, 2192, 2341, 2347, 2358, 2372, 2376, 2406, 2407, 2409, 2417, 2419, 2421, 2441, 2467, 2475, 2479, 2483, 2522, 2524, 2562, 2637, 2650, 2662, 2703, 650, 678, 895, 1875, 2608]",SEKZ.tsv,S0353,S0262
i like,2,254,"[51, 56, 681, 685, 693, 856, 1745, 2213, 2470, 2655, 2722]","[254, 264, 650, 678, 895, 2608, 1875]",SEKZ.tsv,S0353,S0262
what i,2,329,"[51, 105, 860, 1745, 2213, 2447, 2722]","[329, 694, 1602, 2080, 2409, 2425, 2141, 1875]",SEKZ.tsv,S0353,S0262
what i like,3,1875,"[51, 2213]",[1875],SEKZ.tsv,S0353,S0262
that's what i,3,2141,"[51, 2213]",[2141],SEKZ.tsv,S0353,S0262
when you,2,82,"[52, 673, 1314, 1316, 1757, 1957, 2722]","[82, 1489, 2103, 2379]",SEKZ.tsv,S0353,S0262
bits,1,87,"[52, 128]","[87, 124, 2349]",SEKZ.tsv,S0353,S0262
see,1,102,"[52, 134, 434, 459, 791, 795, 916, 936, 940, 1039, 1109, 1217, 1648, 1652, 1654, 1662, 1686, 1726, 1802, 1816, 2344, 2488, 2490, 2687]","[102, 254, 256, 264, 329, 331, 502, 546, 699, 1428, 1598, 1641, 1447, 1655, 2528, 417, 458, 1742, 1799, 1907]",SEKZ.tsv,S0353,S0262
all the,2,252,"[52, 561, 577, 766, 1075, 1115, 1197, 1378, 1427, 1692, 1957, 1999, 2077, 2269]","[252, 404, 534, 1608, 2089]",SEKZ.tsv,S0353,S0262
go for,2,258,"[52, 1189, 1370]","[258, 1600]",SEKZ.tsv,S0353,S0262
for the,2,327,"[52, 130]","[327, 721, 1196, 2610]",SEKZ.tsv,S0353,S0262
in a,2,329,"[52, 561, 797, 817, 1031, 1245, 1264, 1407, 1550, 2023, 2027, 2033, 2037, 2061, 2597]","[329, 488, 1263, 1495, 1911, 1913, 2086, 2161, 2173, 2177, 2558]",SEKZ.tsv,S0353,S0262
whatever,1,331,"[52, 1153, 1159, 1239, 1810, 2033]",[331],SEKZ.tsv,S0353,S0262
you see,2,417,"[52, 134, 1109, 1686, 2687]","[417, 458, 1742, 1799, 1907]",SEKZ.tsv,S0353,S0262
get all,2,429,"[52, 2242, 2269]",[429],SEKZ.tsv,S0353,S0262
