Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
get,1,39,"[20, 81, 91, 93, 95, 97, 128]","[39, 47, 66, 116, 118, 121, 135]",S8VZ.tsv,S0208,S0202
it's not,2,47,"[20, 61, 83, 85, 91]","[47, 66, 129]",S8VZ.tsv,S0208,S0202
not like,2,127,"[20, 83, 85]",[127],S8VZ.tsv,S0208,S0202
be an,2,24,[24],"[7, 9, 45]",S8VZ.tsv,S0208,S0202
it be,2,24,"[24, 28, 50, 52, 56, 81, 83, 93, 103]","[9, 68]",S8VZ.tsv,S0208,S0202
two,1,27,"[24, 28]",[27],S8VZ.tsv,S0208,S0202
lessons,1,27,[24],[27],S8VZ.tsv,S0208,S0202
be so,2,37,"[24, 30]",[37],S8VZ.tsv,S0208,S0202
and it,2,80,"[24, 30, 52, 56, 73, 75]",[80],S8VZ.tsv,S0208,S0202
to do the,3,86,[24],[86],S8VZ.tsv,S0208,S0202
do the,2,86,"[24, 81]",[86],S8VZ.tsv,S0208,S0202
like it,2,86,"[24, 81]",[86],S8VZ.tsv,S0208,S0202
come,1,110,"[24, 61]","[110, 116]",S8VZ.tsv,S0208,S0202
a few,2,123,"[24, 71]",[123],S8VZ.tsv,S0208,S0202
take,1,127,"[24, 65]",[127],S8VZ.tsv,S0208,S0202
i still,2,129,[24],[129],S8VZ.tsv,S0208,S0202
years,1,135,[24],[135],S8VZ.tsv,S0208,S0202
i'm,1,26,"[26, 40, 61, 83, 93, 101, 113, 130]","[17, 41, 43, 45, 68, 110, 119, 127, 86, 111]",S8VZ.tsv,S0208,S0202
play,1,26,"[26, 48, 58, 61, 85]","[17, 33, 37]",S8VZ.tsv,S0208,S0202
i'd,1,33,"[26, 30, 50, 93, 132, 134]","[33, 119, 47]",S8VZ.tsv,S0208,S0202
be like,2,45,"[26, 48, 52, 61, 81, 93, 95, 99, 101, 107, 130, 132, 134]","[45, 68, 110, 119, 121, 127]",S8VZ.tsv,S0208,S0202
i'd rather,2,47,[26],[47],S8VZ.tsv,S0208,S0202
like i'm,2,86,"[26, 40, 61, 93, 101]","[86, 111]",S8VZ.tsv,S0208,S0202
i be like,3,110,"[26, 52, 61, 93, 95, 99, 101, 107]",[110],S8VZ.tsv,S0208,S0202
not go to,3,110,[26],[110],S8VZ.tsv,S0208,S0202
you have,2,121,"[26, 28, 134]",[121],S8VZ.tsv,S0208,S0202
at all,2,127,"[26, 69, 73]",[127],S8VZ.tsv,S0208,S0202
like no,2,127,[26],[127],S8VZ.tsv,S0208,S0202
that's not,2,129,"[26, 97]",[129],S8VZ.tsv,S0208,S0202
that be,2,28,[28],"[11, 39]",S8VZ.tsv,S0208,S0202
to read music but,4,28,[28],[19],S8VZ.tsv,S0208,S0202
things,1,28,"[28, 30]","[23, 78]",S8VZ.tsv,S0208,S0202
one,1,28,"[28, 30, 52, 61, 95, 97, 139]","[23, 39]",S8VZ.tsv,S0208,S0202
three,1,28,[28],[27],S8VZ.tsv,S0208,S0202
i just,2,86,[28],[86],S8VZ.tsv,S0208,S0202
in the,2,86,"[28, 130]","[86, 110]",S8VZ.tsv,S0208,S0202
need to,2,125,"[28, 30]",[125],S8VZ.tsv,S0208,S0202
put,1,30,"[30, 83, 107]","[9, 119]",S8VZ.tsv,S0208,S0202
one of,2,30,"[30, 139]",[23],S8VZ.tsv,S0208,S0202
fuck,1,33,[30],"[33, 35, 43]",S8VZ.tsv,S0208,S0202
like a,2,35,"[30, 54]",[35],S8VZ.tsv,S0208,S0202
literally,1,35,"[30, 93]",[35],S8VZ.tsv,S0208,S0202
and he,2,39,[30],[39],S8VZ.tsv,S0208,S0202
it would,2,45,[30],[45],S8VZ.tsv,S0208,S0202
would,1,45,"[30, 40, 52, 61, 93, 132]",[45],S8VZ.tsv,S0208,S0202
and i,2,78,"[30, 32, 48, 56, 61, 95, 99, 105]","[78, 86, 123]",S8VZ.tsv,S0208,S0202
well,1,78,"[30, 44, 48, 73, 91, 113]","[78, 111, 119]",S8VZ.tsv,S0208,S0202
just like,2,86,"[30, 99, 107]","[86, 110]",S8VZ.tsv,S0208,S0202
be just like,3,110,"[30, 99]",[110],S8VZ.tsv,S0208,S0202
i fuck,2,110,[30],[110],S8VZ.tsv,S0208,S0202
sit,1,118,[30],[118],S8VZ.tsv,S0208,S0202
learn to,2,32,[32],[1],S8VZ.tsv,S0208,S0202
sing,1,32,"[32, 71]",[17],S8VZ.tsv,S0208,S0202
learn,1,32,"[32, 40, 48, 54, 56, 61, 63]","[17, 33, 37, 45, 66, 68, 78]",S8VZ.tsv,S0208,S0202
good,1,32,"[32, 91, 93, 95, 113]",[17],S8VZ.tsv,S0208,S0202
to read,2,32,[32],[19],S8VZ.tsv,S0208,S0202
piss,1,37,[32],"[37, 114, 118]",S8VZ.tsv,S0208,S0202
so much,2,45,"[32, 83, 101]","[45, 78]",S8VZ.tsv,S0208,S0202
to have,2,110,[32],[110],S8VZ.tsv,S0208,S0202
shit,1,118,"[36, 109, 128]","[118, 121]",S8VZ.tsv,S0208,S0202
yeah,1,38,"[38, 48, 60, 83, 87, 99, 107, 109, 120, 124]","[9, 19, 33, 51, 53, 62, 66, 70, 74, 84, 86, 92, 94, 96, 98, 102, 104, 106, 110, 112, 119, 121, 129, 135, 138]",S8VZ.tsv,S0208,S0202
don't you,2,40,[40],"[19, 23]",S8VZ.tsv,S0208,S0202
learn guitar,2,66,[40],[66],S8VZ.tsv,S0208,S0202
interest in,2,86,[40],"[86, 121]",S8VZ.tsv,S0208,S0202
you be,2,110,[40],[110],S8VZ.tsv,S0208,S0202
every,1,110,[40],[110],S8VZ.tsv,S0208,S0202
use,1,42,"[42, 52]","[17, 19, 27]",S8VZ.tsv,S0208,S0202
right,1,46,[46],"[11, 76, 133]",S8VZ.tsv,S0208,S0202
to be,2,48,"[48, 130]","[1, 86, 110, 127, 129, 133, 17, 19]",S8VZ.tsv,S0208,S0202
to learn,2,48,"[48, 56, 61, 63]","[1, 33, 45, 66]",S8VZ.tsv,S0208,S0202
use to be,3,48,[48],"[17, 19]",S8VZ.tsv,S0208,S0202
when i be,3,48,[48],[17],S8VZ.tsv,S0208,S0202
keep,1,48,"[48, 105]","[17, 23]",S8VZ.tsv,S0208,S0202
piano lessons,2,48,"[48, 52]",[27],S8VZ.tsv,S0208,S0202
want,1,48,"[48, 61, 63, 71, 81, 83, 93, 134]","[33, 39, 47, 66, 133, 123, 125, 129]",S8VZ.tsv,S0208,S0202
that i,2,48,"[48, 71, 101, 107]","[45, 123]",S8VZ.tsv,S0208,S0202
i want to learn,4,66,[48],[66],S8VZ.tsv,S0208,S0202
want to learn,3,66,"[48, 61, 63]",[66],S8VZ.tsv,S0208,S0202
want to,2,66,"[48, 61, 63, 71, 81, 83, 134]","[66, 123, 125, 129]",S8VZ.tsv,S0208,S0202
just learn,2,68,[48],"[68, 78]",S8VZ.tsv,S0208,S0202
that's what it,3,86,[48],[86],S8VZ.tsv,S0208,S0202
like when,2,86,"[48, 107]","[86, 116]",S8VZ.tsv,S0208,S0202
be really,2,114,"[48, 56]",[114],S8VZ.tsv,S0208,S0202
like when i,3,116,[48],[116],S8VZ.tsv,S0208,S0202
i didn't,2,125,"[48, 71, 73, 93, 95]",[125],S8VZ.tsv,S0208,S0202
it up,2,50,"[50, 105]","[17, 23]",S8VZ.tsv,S0208,S0202
and just,2,50,"[50, 58]",[47],S8VZ.tsv,S0208,S0202
fun,1,76,"[50, 52, 65, 83]","[76, 78]",S8VZ.tsv,S0208,S0202
like we use to,4,52,[52],[17],S8VZ.tsv,S0208,S0202
to play piano,3,52,[52],[17],S8VZ.tsv,S0208,S0202
like we,2,52,"[52, 81, 93]",[17],S8VZ.tsv,S0208,S0202
instrument,1,52,[52],[17],S8VZ.tsv,S0208,S0202
use to do,3,52,"[52, 81]",[27],S8VZ.tsv,S0208,S0202
to play,2,52,[52],"[33, 37]",S8VZ.tsv,S0208,S0202
be do,2,52,"[52, 73, 81]",[39],S8VZ.tsv,S0208,S0202
and she,2,52,"[52, 61, 71, 83, 93, 107]","[39, 110, 121]",S8VZ.tsv,S0208,S0202
do and,2,52,"[52, 81]","[45, 78]",S8VZ.tsv,S0208,S0202
start,1,66,"[52, 61]",[66],S8VZ.tsv,S0208,S0202
always,1,66,"[52, 54, 81, 93, 105, 130]",[66],S8VZ.tsv,S0208,S0202
together,1,78,"[52, 73]",[78],S8VZ.tsv,S0208,S0202
like when we be,4,86,[52],[86],S8VZ.tsv,S0208,S0202
and stuff,2,86,"[52, 89, 93, 101]","[86, 118]",S8VZ.tsv,S0208,S0202
we be,2,86,"[52, 81, 93]","[86, 129]",S8VZ.tsv,S0208,S0202
stuff,1,86,"[52, 89, 93, 101]","[86, 118, 119]",S8VZ.tsv,S0208,S0202
and stuff and,3,118,"[52, 93]",[118],S8VZ.tsv,S0208,S0202
be like oh,3,119,"[52, 61, 93]","[119, 121]",S8VZ.tsv,S0208,S0202
and erm,2,119,[52],"[119, 127]",S8VZ.tsv,S0208,S0202
tell,1,54,"[54, 89, 93]","[9, 66, 119, 45, 123, 125]",S8VZ.tsv,S0208,S0202
be learn,2,54,[54],[37],S8VZ.tsv,S0208,S0202
i be learn,3,54,[54],[45],S8VZ.tsv,S0208,S0202
tell her,2,54,[54],"[45, 123, 125]",S8VZ.tsv,S0208,S0202
and like i,3,66,[54],"[66, 125]",S8VZ.tsv,S0208,S0202
tell her i,3,66,[54],[66],S8VZ.tsv,S0208,S0202
you by,2,111,[54],[111],S8VZ.tsv,S0208,S0202
i tell,2,123,"[54, 89]",[123],S8VZ.tsv,S0208,S0202
obviously,1,56,"[56, 61]",[39],S8VZ.tsv,S0208,S0202
anything,1,66,"[56, 73, 91]",[66],S8VZ.tsv,S0208,S0202
still,1,129,[56],[129],S8VZ.tsv,S0208,S0202
teach,1,78,"[60, 61, 71, 81]",[78],S8VZ.tsv,S0208,S0202
be a,2,61,"[61, 130]","[17, 80, 86, 127, 129]",S8VZ.tsv,S0208,S0202
week,1,61,[61],[27],S8VZ.tsv,S0208,S0202
oh my god,3,61,[61],[33],S8VZ.tsv,S0208,S0202
jealous,1,61,[61],[39],S8VZ.tsv,S0208,S0202
to learn i,3,61,[61],[45],S8VZ.tsv,S0208,S0202
that's why,2,66,"[61, 69]","[66, 86]",S8VZ.tsv,S0208,S0202
when we,2,86,[61],[86],S8VZ.tsv,S0208,S0202
like this be,3,110,[61],[110],S8VZ.tsv,S0208,S0202
this be,2,111,[61],"[111, 116]",S8VZ.tsv,S0208,S0202
come back,2,116,[61],[116],S8VZ.tsv,S0208,S0202
everyone,1,125,[61],[125],S8VZ.tsv,S0208,S0202
i don't want,3,63,[63],"[47, 66, 133]",S8VZ.tsv,S0208,S0202
i don't want to,4,66,[63],[66],S8VZ.tsv,S0208,S0202
like oh,2,119,"[63, 83, 99, 107]","[119, 121]",S8VZ.tsv,S0208,S0202
ruin it,2,65,[65],[64],S8VZ.tsv,S0208,S0202
it's so,2,78,[65],[78],S8VZ.tsv,S0208,S0202
that's why i,3,69,[69],"[66, 86]",S8VZ.tsv,S0208,S0202
like my,2,71,[71],[9],S8VZ.tsv,S0208,S0202
she want,2,71,[71],"[33, 39]",S8VZ.tsv,S0208,S0202
because like,2,86,[71],[86],S8VZ.tsv,S0208,S0202
there be,2,123,[71],[123],S8VZ.tsv,S0208,S0202
wrong,1,127,[71],[127],S8VZ.tsv,S0208,S0202
she be,2,73,"[73, 93, 107]","[35, 110, 114, 119, 121]",S8VZ.tsv,S0208,S0202
she just,2,73,[73],[39],S8VZ.tsv,S0208,S0202
just teach,2,78,[73],[78],S8VZ.tsv,S0208,S0202
guitar and,2,81,"[81, 85]","[39, 66]",S8VZ.tsv,S0208,S0202
and that's,2,81,[81],"[66, 119]",S8VZ.tsv,S0208,S0202
it be like,3,81,[81],[68],S8VZ.tsv,S0208,S0202
that's what,2,86,[81],[86],S8VZ.tsv,S0208,S0202
and we,2,118,[81],[118],S8VZ.tsv,S0208,S0202
we just,2,118,[81],[118],S8VZ.tsv,S0208,S0202
she's so,2,83,[83],[33],S8VZ.tsv,S0208,S0202
do you,2,83,"[83, 93]","[47, 119]",S8VZ.tsv,S0208,S0202
much better,2,83,"[83, 101]",[47],S8VZ.tsv,S0208,S0202
better than,2,83,"[83, 101]",[68],S8VZ.tsv,S0208,S0202
i'm like,2,110,[83],"[110, 119, 127]",S8VZ.tsv,S0208,S0202
like yeah,2,110,[83],"[110, 138]",S8VZ.tsv,S0208,S0202
she's like,2,111,[83],[111],S8VZ.tsv,S0208,S0202
better,1,112,"[83, 93, 101]",[112],S8VZ.tsv,S0208,S0202
i'm like yeah,3,119,[83],[119],S8VZ.tsv,S0208,S0202
play guitar,2,85,[85],"[33, 37]",S8VZ.tsv,S0208,S0202
i can,2,85,[85],[45],S8VZ.tsv,S0208,S0202
you can't,2,85,[85],[68],S8VZ.tsv,S0208,S0202
me and,2,89,[89],"[9, 118, 123]",S8VZ.tsv,S0208,S0202
me and have,3,89,[89],"[86, 110]",S8VZ.tsv,S0208,S0202
you about,2,111,[89],[111],S8VZ.tsv,S0208,S0202
do it and,3,91,[91],[9],S8VZ.tsv,S0208,S0202
and get,2,91,"[91, 95]","[39, 118]",S8VZ.tsv,S0208,S0202
you do,2,93,"[93, 134]","[7, 19, 78]",S8VZ.tsv,S0208,S0202
tell me,2,93,[93],"[9, 119]",S8VZ.tsv,S0208,S0202
would be,2,93,[93],[45],S8VZ.tsv,S0208,S0202
a competition,2,93,[93],"[47, 80, 86]",S8VZ.tsv,S0208,S0202
into a competition like,4,93,[93],[66],S8VZ.tsv,S0208,S0202
that and,2,93,[93],"[66, 86, 121]",S8VZ.tsv,S0208,S0202
turn,1,93,"[93, 101]","[66, 86, 108]",S8VZ.tsv,S0208,S0202
into a competition,3,93,[93],"[66, 108, 110]",S8VZ.tsv,S0208,S0202
and she be,3,110,"[93, 107]","[110, 121]",S8VZ.tsv,S0208,S0202
like why,2,110,[93],[110],S8VZ.tsv,S0208,S0202
like why didn't you,4,119,[93],[119],S8VZ.tsv,S0208,S0202
like what do you,4,119,[93],[119],S8VZ.tsv,S0208,S0202
why didn't you,3,119,[93],[119],S8VZ.tsv,S0208,S0202
get a,2,121,[93],[121],S8VZ.tsv,S0208,S0202
as my,2,129,[93],[129],S8VZ.tsv,S0208,S0202
i get,2,116,[95],[116],S8VZ.tsv,S0208,S0202
not a,2,97,[97],[47],S8VZ.tsv,S0208,S0202
get like,2,116,[97],[116],S8VZ.tsv,S0208,S0202
point,1,121,[97],[121],S8VZ.tsv,S0208,S0202
care,1,119,[99],[119],S8VZ.tsv,S0208,S0202
like oh yeah,3,121,[99],[121],S8VZ.tsv,S0208,S0202
do so,2,101,[101],"[39, 78]",S8VZ.tsv,S0208,S0202
i'm not,2,101,[101],"[41, 43]",S8VZ.tsv,S0208,S0202
that like,2,101,"[101, 107]","[47, 86, 110]",S8VZ.tsv,S0208,S0202
into that,2,101,[101],"[66, 86]",S8VZ.tsv,S0208,S0202
like i'm not,3,101,[101],[86],S8VZ.tsv,S0208,S0202
turn it into,3,108,[101],[108],S8VZ.tsv,S0208,S0202
it into,2,110,[101],[110],S8VZ.tsv,S0208,S0202
friends,1,110,[101],"[110, 129]",S8VZ.tsv,S0208,S0202
not even,2,129,[101],[129],S8VZ.tsv,S0208,S0202
as it be,3,103,[103],[9],S8VZ.tsv,S0208,S0202
make it,2,110,[103],[110],S8VZ.tsv,S0208,S0202
make,1,110,"[103, 105, 109]","[110, 111]",S8VZ.tsv,S0208,S0202
she'd,1,105,[105],"[33, 47]",S8VZ.tsv,S0208,S0202
with her,2,105,"[105, 134]",[66],S8VZ.tsv,S0208,S0202
feel,1,125,"[105, 109, 126]",[125],S8VZ.tsv,S0208,S0202
i never,2,107,[107],[17],S8VZ.tsv,S0208,S0202
and she be just like,5,110,[107],[110],S8VZ.tsv,S0208,S0202
people,1,123,[107],[123],S8VZ.tsv,S0208,S0202
yeah and,2,109,[109],"[66, 86]",S8VZ.tsv,S0208,S0202
like if i'm,3,113,[113],[45],S8VZ.tsv,S0208,S0202
like that,2,113,"[113, 132]","[76, 86, 119, 121]",S8VZ.tsv,S0208,S0202
comment,1,113,[113],[110],S8VZ.tsv,S0208,S0202
that's nice,2,119,[117],[119],S8VZ.tsv,S0208,S0202
you don't,2,126,[126],"[23, 78]",S8VZ.tsv,S0208,S0202
you don't have to,4,126,[126],[110],S8VZ.tsv,S0208,S0202
i mean,2,128,"[128, 134]",[47],S8VZ.tsv,S0208,S0202
mean,1,128,"[128, 134]",[119],S8VZ.tsv,S0208,S0202
see,1,128,[128],[127],S8VZ.tsv,S0208,S0202
it and be,3,130,[130],[9],S8VZ.tsv,S0208,S0202
to her,2,130,[130],[33],S8VZ.tsv,S0208,S0202
and be like look,4,130,[130],[45],S8VZ.tsv,S0208,S0202
you like,2,130,"[130, 132]","[45, 86]",S8VZ.tsv,S0208,S0202
like look,2,130,[130],[47],S8VZ.tsv,S0208,S0202
to be a,3,130,[130],[86],S8VZ.tsv,S0208,S0202
talk,1,130,[130],[86],S8VZ.tsv,S0208,S0202
not to,2,130,[130],[110],S8VZ.tsv,S0208,S0202
talk to,2,130,[130],[111],S8VZ.tsv,S0208,S0202
be a bridesmaid,3,130,[130],[127],S8VZ.tsv,S0208,S0202
bridesmaid,1,130,[130],"[127, 129, 133]",S8VZ.tsv,S0208,S0202
to be a bridesmaid,4,130,[130],[129],S8VZ.tsv,S0208,S0202
like you,2,134,[134],"[68, 110]",S8VZ.tsv,S0208,S0202
do want to,3,134,[134],[123],S8VZ.tsv,S0208,S0202
feel like,2,134,[134],[125],S8VZ.tsv,S0208,S0202
chat,1,137,[137],[118],S8VZ.tsv,S0208,S0202
's,1,139,[139],"[37, 129]",S8VZ.tsv,S0208,S0202
