Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
be a,2,1,"[0, 321, 334, 439, 541, 549, 551, 750, 788, 932]","[1, 84, 142, 162, 167, 202, 236, 268, 331, 333, 347, 374, 398, 460, 466, 468, 515, 606, 643, 668, 767, 831, 933, 950, 952, 72, 550, 578]",SGAX.tsv,S0037,S0115
um,1,1,"[0, 8, 11, 31, 41, 47, 51, 107, 127, 172, 259, 291, 299, 355, 373, 375, 397, 401, 409, 446, 455, 465, 467, 473, 506, 520, 527, 537, 565, 687, 695, 727, 735, 738, 740, 782, 790, 794, 875, 893, 899, 905, 923, 985, 1008]","[1, 14, 34, 40, 52, 54, 62, 70, 74, 78, 82, 86, 94, 142, 150, 177, 181, 186, 198, 210, 218, 246, 248, 254, 256, 268, 274, 282, 284, 286, 292, 300, 306, 310, 311, 319, 333, 358, 364, 366, 378, 380, 382, 388, 392, 394, 400, 410, 416, 432, 468, 472, 474, 482, 484, 499, 515, 546, 574, 578, 590, 594, 598, 612, 624, 627, 631, 643, 688, 694, 728, 741, 749, 753, 769, 775, 785, 811, 819, 827, 829, 833, 846, 850, 898, 910, 920, 927, 933, 936, 940, 942, 948, 954, 974, 986, 988, 990, 1003, 1007, 1009, 1015, 1031, 66, 345, 384, 707, 791]",SGAX.tsv,S0037,S0115
in the,2,16,"[0, 9, 127, 237, 318, 321, 323, 344, 429, 455, 495, 579, 581, 806, 820, 855, 947, 1008]","[16, 76, 84, 88, 150, 222, 226, 256, 270, 298, 343, 410, 769, 807, 994]",SGAX.tsv,S0037,S0115
like,1,24,"[0, 4, 6, 8, 9, 11, 25, 29, 31, 33, 41, 43, 45, 49, 51, 53, 65, 115, 125, 127, 129, 131, 137, 143, 149, 168, 185, 205, 209, 233, 237, 243, 245, 247, 251, 259, 261, 277, 320, 321, 324, 328, 340, 342, 344, 346, 348, 352, 355, 357, 373, 383, 385, 393, 397, 401, 429, 431, 446, 450, 455, 457, 463, 483, 493, 495, 504, 506, 508, 510, 518, 520, 521, 523, 525, 527, 529, 533, 537, 539, 553, 555, 557, 579, 581, 583, 587, 589, 603, 625, 632, 634, 636, 640, 644, 650, 669, 671, 673, 695, 697, 699, 721, 723, 727, 729, 735, 737, 738, 740, 772, 776, 790, 802, 816, 865, 913, 919, 947, 967, 985, 991, 1016, 1018, 1020, 1024, 1030, 1032]","[24, 32, 36, 40, 56, 60, 66, 68, 96, 98, 128, 142, 146, 148, 150, 152, 154, 162, 169, 177, 179, 190, 194, 206, 216, 224, 230, 236, 242, 244, 246, 262, 270, 272, 286, 298, 327, 335, 345, 354, 360, 370, 374, 382, 384, 386, 394, 396, 400, 410, 412, 416, 422, 424, 434, 436, 438, 440, 443, 456, 460, 462, 464, 480, 499, 501, 515, 517, 522, 538, 548, 566, 586, 588, 592, 602, 606, 608, 624, 641, 649, 651, 664, 666, 672, 682, 684, 696, 702, 707, 710, 712, 718, 724, 726, 728, 732, 741, 755, 757, 769, 775, 777, 779, 789, 791, 793, 797, 799, 819, 827, 829, 831, 866, 877, 908, 922, 925, 929, 933, 934, 936, 942, 958, 968, 988, 1011, 1017]",SGAX.tsv,S0037,S0115
you know,2,34,"[0, 2, 9, 123, 127, 346, 439, 493, 561, 650, 652, 669, 993, 1022]","[34, 38, 84, 90, 96, 100, 102, 104, 110, 120, 142, 148, 150, 164, 220, 230, 232, 252, 270, 286, 300, 306, 356, 358, 368, 372, 376, 517, 616, 676, 696, 704, 710, 732, 755, 793, 968, 978, 592, 726]",SGAX.tsv,S0037,S0115
a bite,2,60,"[0, 29, 41, 143, 166, 321, 539, 541, 689, 735]","[60, 272, 274, 456, 167, 202, 333, 668]",SGAX.tsv,S0037,S0115
be about,2,62,"[0, 429]","[62, 382, 522]",SGAX.tsv,S0037,S0115
um it be,3,66,[0],[66],SGAX.tsv,S0037,S0115
it be,2,66,"[0, 8, 121, 123, 125, 127, 155, 161, 320, 321, 326, 328, 429, 431, 450, 520, 521, 527, 529, 533, 535, 549, 551, 579, 581, 756, 758, 762, 867, 891]","[66, 68, 72, 76, 80, 150, 182, 266, 278, 294, 358, 416, 546, 556, 572, 582, 868, 920, 944, 550, 578]",SGAX.tsv,S0037,S0115
much,1,66,"[0, 4, 628, 715, 735]","[66, 478, 526]",SGAX.tsv,S0037,S0115
bite,1,70,"[0, 8, 29, 41, 143, 166, 321, 413, 442, 539, 541, 689, 735, 855]","[70, 952, 167, 202, 272, 274, 333, 456, 668]",SGAX.tsv,S0037,S0115
it be a,3,72,"[0, 321]","[72, 550, 578]",SGAX.tsv,S0037,S0115
know,1,116,"[0, 2, 9, 105, 123, 127, 147, 149, 155, 346, 403, 405, 439, 479, 493, 520, 557, 561, 605, 642, 650, 652, 659, 669, 703, 729, 735, 748, 887, 965, 993, 1022]","[116, 126, 142, 167, 173, 260, 311, 526, 560, 635, 643, 662, 672, 931, 148, 150, 164, 220, 230, 232, 252, 270, 286, 300, 306, 356, 358, 368, 372, 376, 517, 592, 616, 676, 696, 704, 710, 726, 732, 755, 793, 968, 978, 120]",SGAX.tsv,S0037,S0115
