Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
think,1,61,"[15, 147, 197, 201, 286, 312, 353, 416, 448, 533, 596, 600, 608, 610]","[61, 73, 117, 128, 163, 335, 337, 513, 101, 126, 242, 277, 364, 404, 429, 459, 494, 508, 548, 617]",SGY6.tsv,S0320,S0321
to it,2,115,[15],"[115, 542]",SGY6.tsv,S0320,S0321
i'll,1,115,"[15, 20, 21, 249, 365]","[115, 426, 645]",SGY6.tsv,S0320,S0321
remember,1,233,[15],[233],SGY6.tsv,S0320,S0321
have to,2,320,"[15, 249, 319, 444, 477]","[320, 389, 515, 518, 637]",SGY6.tsv,S0320,S0321
i think so,3,494,"[15, 353]",[494],SGY6.tsv,S0320,S0321
cumin,1,296,"[16, 602]","[296, 423]",SGY6.tsv,S0320,S0321
be that,2,597,"[16, 52, 56, 80, 94, 189]",[597],SGY6.tsv,S0320,S0321
half a teaspoon,3,18,[18],[7],SGY6.tsv,S0320,S0321
half a,2,19,[18],"[19, 22]",SGY6.tsv,S0320,S0321
half,1,19,[18],"[19, 22, 506]",SGY6.tsv,S0320,S0321
actually,1,20,"[20, 68, 143, 147, 254, 259, 276, 524, 595]","[19, 47, 101, 126, 132, 223, 231, 242, 250, 328, 455, 620]",SGY6.tsv,S0320,S0321
cos,1,27,"[20, 74, 112, 167, 225, 253, 535, 648]","[27, 152, 233, 380, 402, 431]",SGY6.tsv,S0320,S0321
wanna,1,156,[20],[156],SGY6.tsv,S0320,S0321
do you,2,194,"[20, 137, 193, 232, 286, 312, 314, 338, 343, 479, 549]","[194, 206, 218, 296, 569]",SGY6.tsv,S0320,S0321
it actually,2,620,[20],[620],SGY6.tsv,S0320,S0321
make,1,27,"[24, 46, 167, 241, 464, 650]","[27, 467, 498, 611]",SGY6.tsv,S0320,S0321
mum,1,148,"[24, 94, 464, 493]",[148],SGY6.tsv,S0320,S0321
really,1,26,"[26, 40, 98, 127, 175, 183, 253, 304, 338, 365, 366, 507, 558, 560, 589, 593]","[19, 55, 255, 330, 384, 387, 389, 474, 522, 538]",SGY6.tsv,S0320,S0321
come,1,39,"[26, 260, 276, 306]","[39, 65, 267, 273, 419]",SGY6.tsv,S0320,S0321
yeah,1,28,"[28, 46, 50, 66, 68, 76, 78, 80, 90, 102, 119, 145, 149, 162, 165, 185, 193, 207, 211, 224, 245, 297, 298, 304, 307, 321, 325, 368, 381, 383, 392, 395, 403, 409, 414, 438, 464, 470, 473, 495, 514, 516, 521, 524, 545, 556, 566, 598, 602, 636, 638, 652]","[25, 33, 35, 38, 39, 55, 71, 73, 75, 79, 83, 89, 91, 95, 99, 105, 109, 113, 115, 117, 120, 124, 128, 142, 148, 156, 172, 176, 180, 188, 210, 214, 215, 233, 239, 242, 248, 250, 252, 255, 271, 277, 289, 301, 311, 315, 317, 320, 340, 342, 344, 369, 373, 375, 382, 386, 396, 419, 433, 439, 443, 449, 451, 457, 461, 463, 465, 471, 476, 480, 484, 488, 504, 508, 518, 536, 542, 555, 557, 561, 563, 565, 567, 578, 582, 592, 594, 599, 604, 606, 611, 615, 641, 645, 653, 656, 658, 53, 161, 223, 394]",SGY6.tsv,S0320,S0321
cake,1,28,"[28, 411, 412]","[27, 29]",SGY6.tsv,S0320,S0321
oh yeah,2,53,"[28, 119, 495]","[53, 161, 223, 394]",SGY6.tsv,S0320,S0321
year,1,508,[28],"[508, 588]",SGY6.tsv,S0320,S0321
fair,1,154,[36],[154],SGY6.tsv,S0320,S0321
enough,1,404,[36],[404],SGY6.tsv,S0320,S0321
as well,2,101,"[37, 100, 284, 648]","[101, 115, 237, 246, 415, 471]",SGY6.tsv,S0320,S0321
work,1,322,"[40, 116, 612]","[322, 431, 500]",SGY6.tsv,S0320,S0321
use,1,46,"[46, 90, 228, 253, 291, 302, 310]","[7, 231, 237, 309, 317, 523]",SGY6.tsv,S0320,S0321
lot,1,49,[46],"[49, 91, 246, 250]",SGY6.tsv,S0320,S0321
i don't,2,61,"[46, 195, 201, 211, 222, 253, 307, 427, 533, 596, 600]","[61, 73, 128, 132, 498]",SGY6.tsv,S0320,S0321
tell,1,152,"[46, 319, 347, 374]","[152, 369]",SGY6.tsv,S0320,S0321
's,1,275,"[46, 208, 240, 266, 428, 442, 562]","[275, 294, 510, 559]",SGY6.tsv,S0320,S0321
have you,2,408,"[46, 323, 339, 564]","[408, 523]",SGY6.tsv,S0320,S0321
you can,2,447,"[46, 276, 347]","[447, 613]",SGY6.tsv,S0320,S0321
quite,1,49,"[48, 100, 116, 143, 167, 191, 193, 230, 302, 308, 351, 363, 612, 638, 644]","[49, 91, 303, 391, 513, 609]",SGY6.tsv,S0320,S0321
easy,1,49,"[48, 300]",[49],SGY6.tsv,S0320,S0321
be it,2,186,"[48, 82, 114, 177, 230, 247, 266, 300, 370, 456, 549, 650]","[186, 527, 623]",SGY6.tsv,S0320,S0321
probably,1,50,"[50, 139, 191, 259, 297, 370, 524, 526]","[14, 49, 221, 402, 404, 447, 536, 553, 569, 651]",SGY6.tsv,S0320,S0321
book,1,65,"[52, 68, 108, 155, 300, 477, 558]","[65, 496, 118]",SGY6.tsv,S0320,S0321
at her book,3,118,[52],[118],SGY6.tsv,S0320,S0321
oh look,2,150,[52],[150],SGY6.tsv,S0320,S0321
look,1,150,"[52, 54, 104, 159, 290, 338, 351, 473, 556, 558, 595, 612]","[150, 215, 216, 335, 350]",SGY6.tsv,S0320,S0321
sorry,1,154,"[52, 131, 155, 157, 162, 203, 211, 568, 626]","[154, 417]",SGY6.tsv,S0320,S0321
cool,1,449,"[52, 177, 468]",[449],SGY6.tsv,S0320,S0321
oh my god,3,362,"[54, 624]","[362, 625, 633]",SGY6.tsv,S0320,S0321
maybe,1,126,"[58, 249, 282, 355]","[126, 140, 142, 242, 354, 510]",SGY6.tsv,S0320,S0321
oh okay,2,400,"[60, 78, 129, 149, 179, 288, 497, 537, 549, 556, 585]",[400],SGY6.tsv,S0320,S0321
the picture,2,216,[62],[216],SGY6.tsv,S0320,S0321
take,1,496,"[62, 112, 131, 225, 263, 343, 462, 495]","[496, 627]",SGY6.tsv,S0320,S0321
she be,2,68,"[68, 70, 74, 78]","[27, 61, 65, 101, 103]",SGY6.tsv,S0320,S0321
go,1,68,"[68, 70, 78, 119, 125, 127, 249, 409, 428, 493, 568, 638]","[33, 150, 194, 275, 287, 431, 480, 515, 518, 586, 651, 660, 269]",SGY6.tsv,S0320,S0321
yeah i,2,73,"[68, 90, 207, 211, 307, 395, 409, 414]","[73, 128, 156, 242, 277, 369, 656]",SGY6.tsv,S0320,S0321
saw,1,152,[68],[152],SGY6.tsv,S0320,S0321
be go,2,269,[68],[269],SGY6.tsv,S0320,S0321
go to,2,70,"[70, 78, 119, 125, 409, 428]","[33, 275, 287, 431, 586, 194, 269]",SGY6.tsv,S0320,S0321
you know,2,70,"[70, 78, 319, 395]","[45, 244, 394, 569]",SGY6.tsv,S0320,S0321
know,1,70,"[70, 78, 151, 222, 319, 336, 363, 366, 395]","[45, 73, 132, 156, 244, 394, 498, 569]",SGY6.tsv,S0320,S0321
always,1,79,"[70, 249, 291]","[79, 237]",SGY6.tsv,S0320,S0321
high,1,79,[70],"[79, 161, 194, 346]",SGY6.tsv,S0320,S0321
to do,2,156,"[70, 284, 636]","[156, 431, 518, 194]",SGY6.tsv,S0320,S0321
have erm,2,186,[70],[186],SGY6.tsv,S0320,S0321
go to do,3,194,[70],[194],SGY6.tsv,S0320,S0321
something,1,221,[70],"[221, 281, 367, 588]",SGY6.tsv,S0320,S0321
do something,2,233,[70],[233],SGY6.tsv,S0320,S0321
be go to,3,269,"[70, 428]",[269],SGY6.tsv,S0320,S0321
i'm,1,275,"[70, 72, 78, 195, 253, 316, 485, 568]","[275, 320, 328, 431, 563]",SGY6.tsv,S0320,S0321
this be,2,617,"[70, 72, 116]","[617, 643]",SGY6.tsv,S0320,S0321
it be,2,72,"[72, 80, 151, 473, 533, 562]","[35, 101, 190, 387, 391, 601]",SGY6.tsv,S0320,S0321
i be like,3,362,"[74, 76, 78, 306]",[362],SGY6.tsv,S0320,S0321
be like,2,362,"[74, 78]",[362],SGY6.tsv,S0320,S0321
i be,2,391,"[74, 76, 78, 306, 409, 466, 516]",[391],SGY6.tsv,S0320,S0321
we be,2,488,[74],[488],SGY6.tsv,S0320,S0321
and then,2,78,"[78, 112, 401, 412, 530]","[27, 33, 152, 269, 500]",SGY6.tsv,S0320,S0321
and i've,2,186,[78],[186],SGY6.tsv,S0320,S0321
just you,2,548,[78],[548],SGY6.tsv,S0320,S0321
one,1,134,"[84, 116, 133, 240, 363, 460, 462, 596, 646, 648]","[134, 322, 350, 447, 474, 500, 523, 548, 553, 563, 572, 647]",SGY6.tsv,S0320,S0321
she's get,2,88,[88],"[39, 91]",SGY6.tsv,S0320,S0321
nice,1,235,"[88, 167, 558]","[235, 522]",SGY6.tsv,S0320,S0321
a bite,2,90,"[90, 644]","[23, 31, 79, 494, 500, 518, 520, 540, 586, 658]",SGY6.tsv,S0320,S0321
bite,1,90,"[90, 644]","[23, 31, 79, 117, 494, 500, 502, 518, 520, 540, 586, 658]",SGY6.tsv,S0320,S0321
recipes,1,91,[90],[91],SGY6.tsv,S0320,S0321
i just,2,156,"[90, 420]","[156, 328, 354]",SGY6.tsv,S0320,S0321
i use,2,231,[90],[231],SGY6.tsv,S0320,S0321
use to,2,309,"[90, 310]","[309, 317]",SGY6.tsv,S0320,S0321
but i,2,498,"[90, 477]",[498],SGY6.tsv,S0320,S0321
a little bite,3,502,[90],[502],SGY6.tsv,S0320,S0321
rather than,2,548,[90],[548],SGY6.tsv,S0320,S0321
oh erm,2,161,[92],[161],SGY6.tsv,S0320,S0321
a lot of,3,100,[100],"[49, 250]",SGY6.tsv,S0320,S0321
quite a lot of,4,100,[100],[91],SGY6.tsv,S0320,S0321
in the guardian,3,100,[100],[97],SGY6.tsv,S0320,S0321
be in,2,100,[100],"[97, 101, 103]",SGY6.tsv,S0320,S0321
guardian,1,100,[100],[99],SGY6.tsv,S0320,S0321
in the,2,101,"[100, 222, 297, 310, 442, 535, 549, 652]","[101, 103, 431, 551, 553, 563]",SGY6.tsv,S0320,S0321
it as well,3,115,[100],[115],SGY6.tsv,S0320,S0321
a lot,2,246,"[100, 230, 308]","[246, 250]",SGY6.tsv,S0320,S0321
in it,2,474,"[100, 535]","[474, 601, 620]",SGY6.tsv,S0320,S0321
chocolate,1,474,"[104, 325, 412, 473]",[474],SGY6.tsv,S0320,S0321
can't,1,108,[108],"[57, 233, 362]",SGY6.tsv,S0320,S0321
things,1,328,"[110, 241, 332]","[328, 555]",SGY6.tsv,S0320,S0321
to get,2,112,"[112, 310, 319]",[49],SGY6.tsv,S0320,S0321
turn,1,215,"[112, 448, 450, 452, 605]","[215, 400, 447, 597, 421]",SGY6.tsv,S0320,S0321
cos it,2,233,"[112, 167]",[233],SGY6.tsv,S0320,S0321
turn this,2,421,[112],[421],SGY6.tsv,S0320,S0321
it get,2,623,"[112, 193]",[623],SGY6.tsv,S0320,S0321
it take,2,627,[112],[627],SGY6.tsv,S0320,S0321
this up,2,114,[114],[9],SGY6.tsv,S0320,S0321
need to,2,114,[114],"[43, 367, 406, 415, 459, 492, 617]",SGY6.tsv,S0320,S0321
warm,1,421,[114],[421],SGY6.tsv,S0320,S0321
i need to,3,431,[114],[431],SGY6.tsv,S0320,S0321
or be,2,631,[114],[631],SGY6.tsv,S0320,S0321
quite a,2,116,"[116, 143]",[91],SGY6.tsv,S0320,S0321
be the,2,116,[116],[101],SGY6.tsv,S0320,S0321
low,1,117,[116],[117],SGY6.tsv,S0320,S0321
heat,1,161,"[116, 462, 605, 644]","[161, 194, 294, 398]",SGY6.tsv,S0320,S0321
time,1,125,"[125, 127, 209, 249, 264, 493, 636]","[65, 182, 488]",SGY6.tsv,S0320,S0321
india,1,125,[125],"[67, 582]",SGY6.tsv,S0320,S0321
to india for,3,586,[125],[586],SGY6.tsv,S0320,S0321
as long,2,128,[127],[128],SGY6.tsv,S0320,S0321
for age,2,132,[127],[132],SGY6.tsv,S0320,S0321
not as,2,235,[127],[235],SGY6.tsv,S0320,S0321
long,1,627,"[127, 493]",[627],SGY6.tsv,S0320,S0321
boyfriend,1,131,[131],[81],SGY6.tsv,S0320,S0321
take her,2,496,"[131, 495]",[496],SGY6.tsv,S0320,S0321
this one,2,134,[133],[134],SGY6.tsv,S0320,S0321
you get,2,523,[137],[523],SGY6.tsv,S0320,S0321
sainsbury's,1,555,[139],[555],SGY6.tsv,S0320,S0321
asda,1,148,[141],[148],SGY6.tsv,S0320,S0321
food,1,170,[143],[170],SGY6.tsv,S0320,S0321
good,1,373,"[143, 659]","[373, 445, 474, 611, 488]",SGY6.tsv,S0320,S0321
a good,2,488,[143],[488],SGY6.tsv,S0320,S0321
section,1,551,"[143, 549, 577]",[551],SGY6.tsv,S0320,S0321
get erm,2,168,[145],[168],SGY6.tsv,S0320,S0321
crisp,1,324,[145],[324],SGY6.tsv,S0320,S0321
yeah we,2,488,[145],[488],SGY6.tsv,S0320,S0321
green,1,536,[145],[536],SGY6.tsv,S0320,S0321
mostly,1,147,[147],[49],SGY6.tsv,S0320,S0321
think it's,2,147,[147],"[128, 337]",SGY6.tsv,S0320,S0321
at the,2,459,"[147, 240, 253, 374, 473, 558]","[459, 546, 582]",SGY6.tsv,S0320,S0321
at the moment,3,582,"[147, 253]",[582],SGY6.tsv,S0320,S0321
know what,2,156,[151],[156],SGY6.tsv,S0320,S0321
recipe,1,555,"[155, 562, 573]","[555, 559]",SGY6.tsv,S0320,S0321
salt,1,165,"[165, 424]","[164, 296, 423]",SGY6.tsv,S0320,S0321
rice,1,453,"[165, 189]",[453],SGY6.tsv,S0320,S0321
have it,2,620,"[165, 640]","[620, 623]",SGY6.tsv,S0320,S0321
put it on,3,167,[167],"[115, 402]",SGY6.tsv,S0320,S0321
we've,1,168,[167],"[168, 404]",SGY6.tsv,S0320,S0321
mean,1,233,"[167, 338]","[233, 244, 255]",SGY6.tsv,S0320,S0321
that i,2,255,"[167, 249]",[255],SGY6.tsv,S0320,S0321
be quite,2,303,[167],"[303, 391, 609]",SGY6.tsv,S0320,S0321
put,1,367,"[167, 256, 416]","[367, 398, 415, 426, 402, 459, 548, 645]",SGY6.tsv,S0320,S0321
put it,2,459,[167],"[459, 548, 645]",SGY6.tsv,S0320,S0321
i make,2,467,[167],[467],SGY6.tsv,S0320,S0321
which be,2,536,[167],[536],SGY6.tsv,S0320,S0321
yes,1,169,"[169, 219, 304, 644]","[12, 17]",SGY6.tsv,S0320,S0321
nightly,1,171,[171],[170],SGY6.tsv,S0320,S0321
venezuelan,1,187,[187],[186],SGY6.tsv,S0320,S0321
what be,2,189,"[189, 266, 605]","[163, 194, 527]",SGY6.tsv,S0320,S0321
probably quite,2,191,[191],[49],SGY6.tsv,S0320,S0321
yeah it,2,193,"[193, 473, 566]","[35, 536]",SGY6.tsv,S0320,S0321
want,1,328,"[193, 644]",[328],SGY6.tsv,S0320,S0321
no i,2,196,"[196, 363]",[61],SGY6.tsv,S0320,S0321
erm no,2,196,[196],"[85, 101, 371]",SGY6.tsv,S0320,S0321
i haven't,2,196,"[196, 201, 253, 420, 477]",[132],SGY6.tsv,S0320,S0321
paper,1,196,[196],"[194, 198]",SGY6.tsv,S0320,S0321
get anything,2,623,[196],[623],SGY6.tsv,S0320,S0321
though,1,197,"[197, 276, 370, 483, 612]",[73],SGY6.tsv,S0320,S0321
might,1,197,"[197, 395, 414, 547]","[117, 204, 421, 637]",SGY6.tsv,S0320,S0321
think it,2,494,"[197, 533]",[494],SGY6.tsv,S0320,S0321
it's not,2,221,[199],"[221, 242, 246, 488]",SGY6.tsv,S0320,S0321
i don't think,3,201,"[201, 533, 596, 600]","[61, 73, 128]",SGY6.tsv,S0320,S0321
age,1,201,[201],[132],SGY6.tsv,S0320,S0321
shop,1,201,"[201, 416, 568]",[138],SGY6.tsv,S0320,S0321
but i don't,3,498,"[201, 533]",[498],SGY6.tsv,S0320,S0321
anything,1,623,"[201, 211]",[623],SGY6.tsv,S0320,S0321
hand,1,209,[209],[59],SGY6.tsv,S0320,S0321
the time,2,209,"[209, 249]",[65],SGY6.tsv,S0320,S0321
all the time,3,209,"[209, 249]",[182],SGY6.tsv,S0320,S0321
all the,2,431,"[209, 249]","[431, 482]",SGY6.tsv,S0320,S0321
he get,2,592,[209],[592],SGY6.tsv,S0320,S0321
yeah i don't,3,211,"[211, 307]","[73, 128]",SGY6.tsv,S0320,S0321
don't have,2,211,[211],[152],SGY6.tsv,S0320,S0321
move it,2,214,[213],[214],SGY6.tsv,S0320,S0321
move,1,515,[213],"[515, 586, 590]",SGY6.tsv,S0320,S0321
brown,1,219,[219],"[215, 221]",SGY6.tsv,S0320,S0321
i don't know,3,222,[222],"[132, 498]",SGY6.tsv,S0320,S0321
oil,1,225,"[225, 228, 253, 254]","[160, 233, 246, 250, 404, 237]",SGY6.tsv,S0320,S0321
rapeseed oil,2,237,"[225, 228]","[237, 250]",SGY6.tsv,S0320,S0321
oh this,2,445,[225],[445],SGY6.tsv,S0320,S0321
smell,1,445,"[225, 228, 420, 446, 549, 638]","[445, 522]",SGY6.tsv,S0320,S0321
whole,1,576,"[225, 652]","[576, 578, 656]",SGY6.tsv,S0320,S0321
different,1,228,"[228, 241]","[182, 255]",SGY6.tsv,S0320,S0321
use rapeseed oil,3,237,[228],[237],SGY6.tsv,S0320,S0321
quite a lot,3,230,"[230, 308]",[91],SGY6.tsv,S0320,S0321
cook,1,233,"[230, 304, 414, 420, 477]","[233, 402]",SGY6.tsv,S0320,S0321
do he,2,261,[238],[261],SGY6.tsv,S0320,S0321
the back,2,240,"[240, 652]","[115, 563]",SGY6.tsv,S0320,S0321
say,1,240,"[240, 241, 286, 307, 365, 409, 466, 477, 516, 562, 571, 628]","[148, 152, 154, 220, 375, 384, 426, 570]",SGY6.tsv,S0320,S0321
jamie,1,240,[240],[237],SGY6.tsv,S0320,S0321
get one,2,322,[240],[322],SGY6.tsv,S0320,S0321
back,1,398,"[240, 652]","[398, 523, 529]",SGY6.tsv,S0320,S0321
it say,2,426,[240],"[426, 570]",SGY6.tsv,S0320,S0321
one of,2,500,"[240, 363]","[500, 563, 572]",SGY6.tsv,S0320,S0321
kind of,2,241,"[241, 262]","[43, 215, 500]",SGY6.tsv,S0320,S0321
so i,2,391,"[241, 286]","[391, 494]",SGY6.tsv,S0320,S0321
to fry,2,249,[249],[117],SGY6.tsv,S0320,S0321
it a,2,320,[249],[320],SGY6.tsv,S0320,S0321
be they,2,601,"[251, 595]",[601],SGY6.tsv,S0320,S0321
bring,1,253,[253],[194],SGY6.tsv,S0320,S0321
olive oil,2,253,[253],"[233, 246]",SGY6.tsv,S0320,S0321
oil cos,2,253,[253],[233],SGY6.tsv,S0320,S0321
cos i,2,431,[253],[431],SGY6.tsv,S0320,S0321
get any,2,609,[253],[609],SGY6.tsv,S0320,S0321
that's it,2,654,"[254, 334]",[654],SGY6.tsv,S0320,S0321
another,1,256,[256],"[17, 19, 367, 474]",SGY6.tsv,S0320,S0321
steal,1,257,[256],[257],SGY6.tsv,S0320,S0321
keep,1,320,"[256, 464]","[320, 469, 500]",SGY6.tsv,S0320,S0321
find,1,362,"[256, 549]",[362],SGY6.tsv,S0320,S0321
could,1,369,"[256, 291, 370, 374]","[369, 523]",SGY6.tsv,S0320,S0321
i could,2,523,[256],[523],SGY6.tsv,S0320,S0321
like the,2,258,"[258, 473]","[198, 216, 623]",SGY6.tsv,S0320,S0321
they're,1,259,"[259, 444, 595, 596]","[223, 609, 611, 287]",SGY6.tsv,S0320,S0321
erm they're,2,287,[259],[287],SGY6.tsv,S0320,S0321
box,1,480,[259],[480],SGY6.tsv,S0320,S0321
with it,2,263,[263],[233],SGY6.tsv,S0320,S0321
it up,2,540,[263],[540],SGY6.tsv,S0320,S0321
time the,2,264,[264],[65],SGY6.tsv,S0320,S0321
birthday,1,266,"[266, 393, 428]","[33, 269]",SGY6.tsv,S0320,S0321
what be you,3,266,[266],[163],SGY6.tsv,S0320,S0321
party,1,287,"[266, 442]",[287],SGY6.tsv,S0320,S0321
tomorrow night,2,471,"[266, 276]",[471],SGY6.tsv,S0320,S0321
much,1,274,"[274, 420, 624, 636]","[47, 419]",SGY6.tsv,S0320,S0321
you're not,2,274,[274],[233],SGY6.tsv,S0320,S0321
sleep,1,274,[274],[267],SGY6.tsv,S0320,S0321
not gonna,2,431,[274],[431],SGY6.tsv,S0320,S0321
oh no,2,294,"[276, 422]",[294],SGY6.tsv,S0320,S0321
for the,2,391,[280],[391],SGY6.tsv,S0320,S0321
they've get,2,284,"[284, 602]",[150],SGY6.tsv,S0320,S0321
get to,2,400,[284],[400],SGY6.tsv,S0320,S0321
night,1,471,[284],[471],SGY6.tsv,S0320,S0321
they've,1,586,"[284, 602]",[586],SGY6.tsv,S0320,S0321
what do,2,286,"[286, 338, 397]",[220],SGY6.tsv,S0320,S0321
he's,1,318,"[286, 581]","[318, 582]",SGY6.tsv,S0320,S0321
so i think,3,494,[286],[494],SGY6.tsv,S0320,S0321
look like,2,290,"[290, 338]","[215, 216, 335]",SGY6.tsv,S0320,S0321
always use,2,291,[291],[237],SGY6.tsv,S0320,S0321
could use,2,523,[291],[523],SGY6.tsv,S0320,S0321
mm mm,2,295,"[295, 543, 549]",[202],SGY6.tsv,S0320,S0321
yeah it's,2,394,[297],"[394, 578]",SGY6.tsv,S0320,S0321
be her,2,300,[300],[35],SGY6.tsv,S0320,S0321
her book,2,300,[300],[118],SGY6.tsv,S0320,S0321
to be,2,300,[300],"[154, 244, 590]",SGY6.tsv,S0320,S0321
jamie oliver,2,302,"[302, 307]",[237],SGY6.tsv,S0320,S0321
quite straightforward,2,303,[302],[303],SGY6.tsv,S0320,S0321
word,1,303,"[302, 306]",[303],SGY6.tsv,S0320,S0321
watch,1,304,[304],[204],SGY6.tsv,S0320,S0321
sometimes,1,515,[304],[515],SGY6.tsv,S0320,S0321
with the,2,306,[306],"[156, 294, 389]",SGY6.tsv,S0320,S0321
no it's,2,306,"[306, 420, 632]","[200, 292, 294]",SGY6.tsv,S0320,S0321
smash potatoes,2,309,[306],[309],SGY6.tsv,S0320,S0321
smash,1,311,"[306, 310]","[311, 313, 317]",SGY6.tsv,S0320,S0321
stuff,1,310,[310],[184],SGY6.tsv,S0320,S0321
get smash,2,311,[310],"[311, 313]",SGY6.tsv,S0320,S0321
you think,2,312,[312],[163],SGY6.tsv,S0320,S0321
sure,1,376,[316],[376],SGY6.tsv,S0320,S0321
tell him,2,319,[319],[152],SGY6.tsv,S0320,S0321
gonna have to,3,320,[319],[320],SGY6.tsv,S0320,S0321
secret,1,321,[321],[320],SGY6.tsv,S0320,S0321
be a,2,329,"[329, 454]",[79],SGY6.tsv,S0320,S0321
a boy,2,337,"[329, 332, 347]",[337],SGY6.tsv,S0320,S0321
on my,2,389,"[331, 416]",[389],SGY6.tsv,S0320,S0321
well i,2,488,[331],[488],SGY6.tsv,S0320,S0321
have a,2,332,"[332, 558]","[12, 29, 206, 391]",SGY6.tsv,S0320,S0321
savoury,1,332,[332],[328],SGY6.tsv,S0320,S0321
but erm,2,513,[334],[513],SGY6.tsv,S0320,S0321
would,1,336,"[336, 600, 610, 636]","[87, 221, 294, 627]",SGY6.tsv,S0320,S0321
like erm,2,338,[338],[184],SGY6.tsv,S0320,S0321
the scan look like,4,338,[338],[335],SGY6.tsv,S0320,S0321
scan,1,358,"[338, 339]",[358],SGY6.tsv,S0320,S0321
the scan,2,389,"[338, 339]",[389],SGY6.tsv,S0320,S0321
have you get,3,523,[339],[523],SGY6.tsv,S0320,S0321
