Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
right,1,134,"[10, 53, 55, 59, 77, 135, 155, 161, 165, 412, 536, 540, 560, 689, 691, 698, 700, 702, 780, 784, 795, 807, 821, 839, 843, 887, 894, 961, 967, 990, 1165, 1171, 1216, 1235, 1343, 1404, 1424, 1554, 1576, 1594, 1656, 1669, 1671, 1677, 1701, 1720, 1752, 1846, 1852, 2066, 2074, 2093, 2119, 2127, 2154, 2156, 2168, 2172, 2175, 2185, 2199, 2205, 2237, 2249, 2303, 2309, 2334, 2357, 2395, 2407, 2419, 2439, 2523, 2586, 2619, 2691, 2705, 2711, 2741, 2779, 2825, 2831, 2923, 2947, 3040, 3048, 3062, 3074, 3176, 3188, 3192, 3200, 3245, 3263, 3313, 3323, 3446, 3480, 3583, 3610, 3673, 3685, 3753]","[134, 166, 172, 343, 375, 515, 527, 627, 649, 663, 838, 848, 1002, 1166, 1172, 1174, 1221, 1236, 1295, 1401, 1557, 1561, 1573, 1659, 1698, 1700, 1753, 1777, 1799, 2088, 2132, 2145, 2149, 2153, 2171, 2192, 2218, 2230, 2264, 2294, 2306, 2320, 2339, 2362, 2440, 2445, 2464, 2616, 2618, 2622, 2644, 2654, 2716, 2758, 2786, 2826, 2901, 2960, 2970, 2980, 2982, 2990, 3001, 3023, 3059, 3061, 3075, 3085, 3087, 3123, 3167, 3226, 3247, 3258, 3322, 3361, 3589, 3649, 525, 3161, 3185]",SPG4.tsv,S0454,S0579
oh right,2,525,"[10, 53, 77, 161, 165, 536, 698, 702, 821, 839, 843, 894, 990, 1701, 1846, 1852, 2074, 2119, 2127, 2168, 2172, 2175, 2185, 2199, 2205, 2237, 2249, 2303, 2309, 2334, 2357, 2407, 2419, 2439, 2586, 2705, 2711, 2779, 2831, 3040, 3048, 3200, 3446]","[525, 3161, 3185]",SPG4.tsv,S0454,S0579
yes,1,15,"[15, 33, 77, 135, 139, 187, 203, 208, 212, 216, 224, 239, 245, 271, 273, 338, 346, 354, 384, 387, 445, 453, 487, 491, 498, 512, 522, 532, 538, 544, 548, 550, 552, 572, 590, 594, 598, 600, 602, 606, 610, 616, 638, 654, 662, 668, 681, 689, 692, 694, 704, 726, 765, 778, 784, 801, 812, 814, 816, 823, 841, 853, 887, 896, 928, 932, 941, 951, 961, 965, 971, 973, 977, 979, 988, 994, 1023, 1025, 1026, 1028, 1032, 1087, 1114, 1118, 1124, 1139, 1149, 1151, 1157, 1159, 1161, 1163, 1165, 1175, 1177, 1179, 1184, 1202, 1204, 1214, 1218, 1220, 1224, 1233, 1239, 1245, 1294, 1296, 1298, 1300, 1313, 1353, 1355, 1357, 1363, 1372, 1374, 1376, 1392, 1398, 1404, 1406, 1408, 1410, 1412, 1414, 1422, 1424, 1440, 1446, 1448, 1449, 1453, 1455, 1457, 1480, 1488, 1490, 1516, 1518, 1522, 1528, 1530, 1540, 1542, 1546, 1548, 1550, 1552, 1554, 1556, 1560, 1562, 1570, 1572, 1576, 1578, 1584, 1586, 1590, 1592, 1594, 1618, 1622, 1636, 1644, 1654, 1658, 1667, 1669, 1671, 1673, 1679, 1681, 1683, 1685, 1687, 1693, 1699, 1703, 1709, 1713, 1716, 1718, 1720, 1728, 1742, 1748, 1750, 1752, 1754, 1758, 1760, 1762, 1766, 1768, 1770, 1776, 1786, 1792, 1796, 1802, 1822, 1824, 1828, 1838, 1842, 1844, 1848, 1850, 1854, 1858, 1860, 1862, 1864, 1868, 1873, 1879, 1895, 1905, 1907, 1911, 1948, 1950, 1960, 1967, 1969, 1983, 1989, 1991, 1993, 1997, 2001, 2015, 2023, 2034, 2040, 2048, 2052, 2056, 2068, 2070, 2076, 2078, 2082, 2093, 2113, 2117, 2123, 2125, 2127, 2140, 2144, 2146, 2148, 2170, 2185, 2193, 2195, 2197, 2211, 2215, 2221, 2231, 2249, 2269, 2271, 2273, 2279, 2281, 2283, 2297, 2299, 2307, 2315, 2323, 2343, 2351, 2355, 2367, 2373, 2395, 2399, 2407, 2419, 2421, 2423, 2429, 2431, 2467, 2503, 2521, 2530, 2576, 2578, 2580, 2584, 2592, 2606, 2608, 2610, 2617, 2619, 2631, 2673, 2693, 2707, 2709, 2711, 2723, 2729, 2741, 2747, 2795, 2803, 2805, 2815, 2821, 2823, 2825, 2827, 2829, 2833, 2835, 2837, 2877, 2914, 2916, 2920, 2922, 2927, 2929, 2943, 2959, 2969, 2993, 3028, 3032, 3038, 3064, 3066, 3080, 3082, 3084, 3114, 3136, 3140, 3142, 3148, 3152, 3174, 3176, 3182, 3188, 3190, 3204, 3208, 3248, 3251, 3271, 3285, 3289, 3301, 3305, 3313, 3331, 3333, 3339, 3364, 3372, 3426, 3428, 3430, 3432, 3444, 3464, 3482, 3513, 3541, 3547, 3549, 3567, 3581, 3588, 3614, 3616, 3642, 3662, 3671, 3673, 3716, 3739, 3741, 3768, 3770]","[3, 9, 42, 64, 98, 172, 294, 296, 341, 359, 367, 393, 417, 433, 501, 507, 535, 545, 557, 615, 651, 655, 661, 663, 686, 729, 742, 794, 838, 846, 848, 1050, 1100, 1125, 1138, 1193, 1195, 1217, 1226, 1230, 1238, 1309, 1321, 1352, 1383, 1387, 1389, 1399, 1445, 1450, 1454, 1485, 1487, 1511, 1533, 1559, 1569, 1571, 1577, 1579, 1585, 1591, 1595, 1603, 1613, 1625, 1649, 1704, 1721, 1723, 1743, 1749, 1755, 1815, 1817, 1835, 1872, 1876, 1878, 1886, 1894, 1900, 1902, 1914, 1949, 1974, 1990, 1998, 2006, 2014, 2026, 2033, 2041, 2088, 2096, 2128, 2137, 2149, 2155, 2159, 2174, 2180, 2184, 2218, 2232, 2240, 2242, 2258, 2294, 2316, 2318, 2358, 2418, 2432, 2440, 2462, 2472, 2476, 2537, 2541, 2547, 2593, 2650, 2684, 2724, 2852, 2915, 2930, 2948, 2958, 2978, 2995, 3007, 3059, 3067, 3071, 3075, 3079, 3099, 3163, 3165, 3195, 3226, 3238, 3288, 3316, 3330, 3350, 3361, 3363, 3371, 3382, 3384, 3425, 3435, 3447, 3465, 3512, 3516, 3522, 3526, 3530, 3564, 3576, 3589, 3595, 3645, 3649, 3668, 3697, 3717]",SPG4.tsv,S0454,S0579
yeah it's,2,405,"[17, 428, 600, 847, 922, 963, 997, 1015, 1095, 1237, 1844, 2411, 2731, 2989, 3144, 3406]","[405, 609, 956, 3037, 3615]",SPG4.tsv,S0454,S0579
lovely,1,948,"[17, 19, 63, 95, 149, 432, 436, 578, 799, 992, 1836, 1924, 1963, 1971, 2237]",[948],SPG4.tsv,S0454,S0579
put,1,312,"[21, 23, 109, 234, 323, 566, 658, 945, 1302, 1465, 1917, 2136, 2487, 2494, 2552, 2819, 3056, 3058, 3160, 3162, 3168, 3172, 3212, 3359, 3362, 3492, 3515, 3517, 3519, 3545, 3581, 3583, 3602, 3626, 3644, 3714, 3766]","[312, 1070, 1164, 1166, 1262, 1301, 1557, 1561, 2139, 2212, 2374, 2376, 2378, 2438, 2451, 2518, 2744, 2830, 2995, 3045, 3211, 3767]",SPG4.tsv,S0454,S0579
for a,2,2051,"[21, 97, 277, 492, 506, 1410, 1420, 1455, 1574, 1578, 1660, 2085, 3012, 3519, 3764, 3768]","[2051, 2339, 2432]",SPG4.tsv,S0454,S0579
put that,2,3767,"[21, 3212, 3644]",[3767],SPG4.tsv,S0454,S0579
i've,1,23,"[23, 33, 295, 319, 325, 534, 602, 934, 936, 945, 1089, 1263, 2385, 2387, 2446, 2875, 3148, 3331, 3492, 3517, 3519, 3531, 3537, 3545, 3571, 3581, 3583, 3585, 3620, 3622, 3640, 3688, 3690, 3694, 3706, 3714, 3728, 3733, 3766, 3768]","[9, 84, 98, 162, 272, 282, 513, 667, 935, 1100, 1115, 1399, 1557, 1563, 2198, 3445]",SPG4.tsv,S0454,S0579
drink,1,225,"[23, 1202, 1208, 1210, 1216, 1229, 1251, 1265, 1267, 1271, 1282, 1290, 1294, 1306, 1308, 1532, 1536, 1924]","[225, 1203, 1219, 1285, 1291, 1293, 1299, 1533, 1535, 1549]",SPG4.tsv,S0454,S0579
put some,2,2744,[23],[2744],SPG4.tsv,S0454,S0579
for you,2,3149,"[23, 218, 720, 943, 1051, 2444, 2485, 2721, 2739, 3176]","[3149, 3300, 3314, 3316]",SPG4.tsv,S0454,S0579
welcome,1,993,[25],[993],SPG4.tsv,S0454,S0579
that's,1,27,"[27, 55, 59, 61, 65, 87, 93, 123, 135, 151, 155, 157, 187, 208, 216, 220, 241, 245, 249, 293, 301, 303, 313, 315, 319, 331, 333, 335, 340, 366, 384, 387, 388, 392, 394, 398, 412, 414, 418, 445, 447, 485, 487, 491, 494, 514, 566, 592, 630, 689, 691, 694, 736, 761, 770, 776, 784, 793, 795, 805, 837, 887, 912, 936, 940, 961, 967, 1019, 1026, 1032, 1048, 1055, 1077, 1079, 1083, 1097, 1131, 1149, 1157, 1159, 1165, 1171, 1182, 1202, 1216, 1231, 1235, 1243, 1247, 1253, 1257, 1263, 1271, 1279, 1294, 1302, 1308, 1341, 1343, 1370, 1386, 1400, 1404, 1408, 1430, 1436, 1459, 1480, 1486, 1494, 1498, 1544, 1546, 1554, 1558, 1572, 1576, 1594, 1618, 1620, 1644, 1656, 1669, 1671, 1677, 1683, 1693, 1711, 1713, 1714, 1720, 1722, 1734, 1742, 1752, 1754, 1760, 1770, 1786, 1788, 1792, 1796, 1808, 1820, 1826, 1846, 1852, 1879, 1885, 1907, 1921, 1926, 1950, 1971, 1977, 2001, 2031, 2036, 2046, 2072, 2083, 2093, 2099, 2101, 2103, 2154, 2168, 2181, 2187, 2199, 2201, 2213, 2219, 2227, 2229, 2235, 2237, 2277, 2311, 2325, 2328, 2347, 2351, 2353, 2355, 2363, 2373, 2375, 2389, 2395, 2405, 2427, 2453, 2455, 2475, 2477, 2479, 2494, 2497, 2519, 2523, 2538, 2540, 2544, 2562, 2576, 2594, 2596, 2602, 2610, 2612, 2614, 2619, 2651, 2681, 2689, 2691, 2725, 2741, 2749, 2793, 2801, 2809, 2811, 2813, 2825, 2829, 2843, 2857, 2910, 2923, 2947, 2965, 3014, 3048, 3062, 3092, 3094, 3152, 3154, 3164, 3176, 3188, 3192, 3210, 3237, 3251, 3253, 3323, 3327, 3331, 3349, 3353, 3370, 3387, 3436, 3462, 3476, 3480, 3484, 3492, 3496, 3531, 3586, 3598, 3604, 3608, 3620, 3642, 3665, 3667, 3733]","[9, 14, 28, 124, 172, 202, 337, 375, 386, 399, 423, 490, 515, 527, 597, 627, 645, 649, 663, 709, 717, 753, 838, 848, 942, 952, 954, 1002, 1102, 1166, 1172, 1174, 1195, 1199, 1205, 1221, 1236, 1248, 1285, 1295, 1307, 1323, 1389, 1401, 1435, 1476, 1503, 1559, 1561, 1573, 1651, 1653, 1659, 1698, 1751, 1753, 1777, 1799, 1927, 1998, 2088, 2096, 2132, 2145, 2149, 2153, 2169, 2171, 2192, 2204, 2216, 2218, 2230, 2264, 2294, 2306, 2320, 2339, 2358, 2362, 2398, 2440, 2445, 2464, 2551, 2616, 2618, 2622, 2628, 2644, 2654, 2682, 2716, 2724, 2740, 2758, 2786, 2826, 2891, 2899, 2901, 2960, 2970, 2980, 2982, 2990, 3001, 3023, 3059, 3061, 3071, 3085, 3087, 3091, 3123, 3161, 3165, 3167, 3222, 3226, 3240, 3258, 3318, 3322, 3358, 3361, 3363, 3392, 3394, 3396, 3399, 3415, 3425, 3443, 3447, 3457, 3467, 3538, 3556, 3558, 3589, 3668, 3691, 3707, 3715, 3767]",SPG4.tsv,S0454,S0579
like,1,34,"[27, 35, 37, 65, 67, 69, 71, 91, 105, 147, 149, 155, 197, 199, 220, 285, 307, 309, 311, 313, 319, 323, 338, 344, 354, 364, 380, 392, 394, 426, 438, 455, 522, 538, 548, 566, 586, 588, 594, 654, 660, 681, 687, 689, 710, 722, 728, 747, 748, 759, 768, 795, 814, 817, 835, 867, 904, 941, 949, 951, 955, 980, 988, 1007, 1048, 1155, 1265, 1267, 1288, 1317, 1353, 1390, 1461, 1486, 1518, 1564, 1570, 1628, 1630, 1640, 1663, 1687, 1808, 1885, 1922, 1950, 1952, 1971, 2009, 2038, 2111, 2265, 2385, 2400, 2427, 2538, 2623, 2627, 2645, 2657, 2697, 2735, 2737, 2751, 2755, 2789, 2793, 2849, 2989, 3056, 3060, 3098, 3104, 3134, 3223, 3269, 3309, 3329, 3418, 3434, 3484, 3506, 3541, 3696, 3768]","[34, 68, 70, 74, 130, 178, 188, 192, 198, 217, 242, 316, 318, 328, 341, 409, 444, 478, 499, 537, 545, 551, 575, 699, 820, 822, 838, 972, 981, 1022, 1156, 1178, 1270, 1373, 1401, 1423, 1485, 1519, 1521, 1539, 1589, 1593, 1595, 1629, 1715, 1723, 1845, 1853, 1906, 2075, 2081, 2112, 2163, 2165, 2174, 2176, 2302, 2306, 2331, 2342, 2362, 2522, 2589, 2605, 2802, 2830, 2842, 3045, 3211, 3220, 3238, 3268, 3276, 3284, 3286, 3382, 3405, 3407, 3431, 3455, 3548, 987, 993, 2366, 2384]",SPG4.tsv,S0454,S0579
anything,1,54,"[27, 87, 89, 119, 251, 313, 582, 648, 671, 953, 1044, 1544, 1940, 2485, 3122]","[54, 229, 559, 1674, 1258]",SPG4.tsv,S0454,S0579
else,1,300,"[27, 333, 953, 2158, 2450, 2477, 2947, 3692]","[300, 1262, 1966, 2112, 2124, 3181, 1258]",SPG4.tsv,S0454,S0579
you like,2,987,"[27, 69, 307, 354, 1663, 2755, 3768]","[987, 993, 2366, 2384]",SPG4.tsv,S0454,S0579
would,1,1010,"[27, 319, 321, 323, 510, 596, 628, 644, 714, 718, 803, 823, 825, 1043, 1044, 1048, 1067, 1122, 1141, 1153, 1155, 1212, 1269, 1349, 1465, 1467, 1512, 1530, 1661, 1663, 1685, 1820, 1883, 1885, 1889, 1919, 1956, 2111, 2131, 2144, 2685, 2863, 3134, 3194, 3229, 3239, 3251, 3265, 3353, 3372, 3374, 3381, 3500, 3586, 3600, 3652, 3656, 3660, 3663, 3712, 3768]","[1010, 1100, 1334, 1389, 1589, 2047, 2145, 2314, 2577, 2946, 3123, 3767]",SPG4.tsv,S0454,S0579
anything else,2,1258,"[27, 953]",[1258],SPG4.tsv,S0454,S0579
be you,2,42,"[29, 558, 1315, 1919, 2038, 2217, 2407, 2645, 2761, 2949, 3541, 3764]","[42, 98, 815, 1121, 1702, 2208, 3719]",SPG4.tsv,S0454,S0579
sure,1,2314,"[29, 562, 576, 1153, 1286, 1288, 1392, 1404, 1449, 1510, 1673, 1685, 1687, 1905, 1909, 2615, 3508, 3581]","[2314, 2346, 3369]",SPG4.tsv,S0454,S0579
get,1,33,"[33, 49, 77, 79, 105, 169, 210, 340, 374, 390, 394, 436, 438, 491, 520, 600, 648, 654, 658, 662, 664, 675, 689, 722, 761, 768, 780, 827, 855, 867, 881, 920, 922, 945, 1036, 1046, 1048, 1051, 1057, 1089, 1105, 1110, 1151, 1216, 1282, 1290, 1294, 1306, 1308, 1416, 1461, 1500, 1532, 1536, 1544, 1578, 1586, 1594, 1602, 1606, 1636, 1784, 1806, 1816, 1879, 1954, 2064, 2095, 2134, 2255, 2319, 2369, 2448, 2509, 2524, 2532, 2552, 2592, 2639, 2649, 2651, 2695, 2699, 2703, 2757, 2817, 2825, 2855, 2857, 2869, 2875, 2910, 2955, 2971, 2979, 3012, 3018, 3020, 3034, 3052, 3074, 3134, 3148, 3180, 3182, 3194, 3241, 3307, 3331, 3339, 3353, 3360, 3362, 3366, 3381, 3389, 3416, 3420, 3430, 3442, 3456, 3490, 3500, 3506, 3508, 3510, 3531, 3537, 3571, 3577, 3579, 3586, 3632, 3634, 3652, 3656, 3658, 3673, 3685, 3688, 3690, 3694, 3706, 3726, 3741, 3745, 3766, 3768]","[9, 32, 54, 76, 84, 164, 184, 229, 288, 316, 361, 363, 444, 731, 753, 755, 852, 884, 886, 931, 1074, 1090, 1108, 1152, 1201, 1209, 1285, 1352, 1391, 1403, 1421, 1450, 1454, 1456, 1541, 1749, 1753, 1807, 1817, 1835, 1851, 1853, 1859, 1945, 2016, 2065, 2071, 2092, 2102, 2116, 2161, 2169, 2173, 2216, 2220, 2222, 2224, 2250, 2256, 2324, 2352, 2394, 2460, 2468, 2527, 2529, 2593, 2613, 2616, 2664, 2706, 2734, 2776, 2804, 2951, 2995, 3065, 3153, 3159, 3187, 3270, 3294, 3330, 3344, 3356, 3363, 3369, 3399, 3425, 3431, 3449, 3693, 3705, 3715, 3740, 3750, 3769, 24, 282, 866, 2238, 2956, 3189]",SPG4.tsv,S0454,S0579
get some,2,33,[33],"[24, 32, 866, 2238, 2956, 3189]",SPG4.tsv,S0454,S0579
thank you,2,33,[33],[24],SPG4.tsv,S0454,S0579
i've get,2,282,"[33, 945, 1089, 3148, 3331, 3531, 3537, 3571, 3688, 3690, 3694, 3706, 3768]",[282],SPG4.tsv,S0454,S0579
mum,1,36,"[35, 65, 451, 540, 1032, 1048, 1095, 1245, 1400, 1482, 1622, 1658, 1742, 1885, 2534, 2538]","[36, 122, 128, 132, 138, 142, 217, 478, 611, 742, 972, 1356, 1362, 1489, 1491, 1706, 2171, 2174, 2218, 2232, 2368, 2370, 2380, 2424]",SPG4.tsv,S0454,S0579
really,1,48,"[35, 151, 193, 234, 241, 267, 275, 277, 279, 295, 491, 628, 644, 689, 730, 792, 859, 873, 902, 908, 930, 961, 986, 1182, 1261, 1416, 1436, 1461, 1480, 1482, 1486, 1640, 1796, 1860, 1877, 1917, 1983, 1995, 2009, 2029, 2042, 2054, 2227, 2231, 2269, 2336, 2435, 2511, 2651, 2741, 2743, 2813, 2857, 2871, 2965, 3054, 3122, 3202, 3295, 3400, 3474, 3515, 3539, 3545, 3667]","[48, 268, 1405, 1472, 1503, 1569, 1684, 1708, 1955, 2053, 2256, 2555, 2601, 2628, 3055, 3262]",SPG4.tsv,S0454,S0579
