Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i like,2,3,"[0, 3]",SR87.tsv
i,1,3,"[0, 3, 5, 12, 15, 22, 23, 31, 35, 43, 45, 58, 62, 74, 76, 97, 103, 107, 111, 113, 114, 115, 116, 120, 132, 133, 136, 144, 154, 163, 165, 177, 179, 181, 195, 197, 199, 200, 205]",SR87.tsv
like,1,3,"[0, 2, 3, 5, 23, 24, 38, 51, 57, 62, 64, 68, 70, 72, 74, 80, 104, 105, 117, 122, 132, 133, 147, 159, 160, 168, 179, 190, 200]",SR87.tsv
get,1,23,"[0, 12, 16, 23, 46, 62, 74, 80, 92, 104, 114, 115, 116, 149, 159, 163, 166, 168, 179, 186, 190, 200]",SR87.tsv
of,1,27,"[0, 2, 12, 21, 26, 27, 46, 72, 80, 105, 116, 140, 144, 149, 151, 179, 190, 197, 198]",SR87.tsv
this,1,70,"[0, 2, 15, 70, 179, 200]",SR87.tsv
lot of,2,140,"[0, 140]",SR87.tsv
lot,1,140,"[0, 140]",SR87.tsv
you,1,23,"[2, 16, 18, 22, 23, 26, 44, 61, 62, 64, 68, 70, 72, 74, 86, 88, 92, 104, 107, 110, 114, 115, 116, 117, 119, 122, 123, 124, 132, 133, 135, 144, 149, 155, 159, 160, 164, 166, 168, 175, 177, 179, 186, 190, 192, 196, 198, 200, 206]",SR87.tsv
it's,1,23,"[2, 13, 23, 39, 46, 51, 54, 62, 64, 68, 70, 74, 140, 159, 160, 179, 200]",SR87.tsv
do you,2,44,"[2, 18, 22, 44, 68, 104, 110, 117, 135, 198]",SR87.tsv
do,1,58,"[2, 18, 22, 26, 32, 58, 59, 68, 72, 104, 105, 109, 110, 112, 116, 117, 135, 153, 165, 179, 186, 198, 200, 205, 206]",SR87.tsv
kind of,2,72,"[2, 21, 26, 46, 72]",SR87.tsv
you like,2,168,"[2, 133, 168]",SR87.tsv
the crust,2,4,"[3, 4]",SR87.tsv
why,1,4,"[3, 4, 198, 206]",SR87.tsv
the,1,4,"[3, 4, 12, 23, 27, 30, 42, 46, 47, 48, 49, 53, 54, 57, 59, 64, 74, 76, 92, 94, 116, 123, 124, 125, 133, 140, 142, 165, 169, 183, 200, 205]",SR87.tsv
crust,1,5,"[4, 5]",SR87.tsv
be,1,14,"[4, 14, 17, 23, 26, 27, 30, 31, 34, 38, 40, 41, 42, 62, 64, 68, 73, 80, 92, 94, 104, 114, 122, 125, 133, 135, 138, 140, 153, 160, 171, 179, 192, 195, 200, 205]",SR87.tsv
that's,1,124,"[4, 8, 55, 77, 124, 133, 170, 206]",SR87.tsv
mm,1,6,"[1, 6, 10, 28, 35, 47, 71, 79, 81, 83, 85, 87, 89, 91, 98, 121, 141, 157]",SR87.tsv
chilli,1,8,"[5, 7, 8]",SR87.tsv
it,1,14,"[12, 13, 14, 23, 38, 55, 57, 58, 59, 74, 80, 88, 97, 115, 116, 135, 138, 140, 171, 175, 200, 206]",SR87.tsv
a,1,23,"[12, 16, 23, 33, 37, 38, 39, 46, 51, 52, 61, 62, 64, 68, 72, 74, 78, 92, 93, 97, 105, 115, 116, 136, 140, 144, 147, 153, 163, 169, 179, 190, 192, 205, 207]",SR87.tsv
so,1,62,"[12, 18, 24, 54, 61, 62, 72, 74, 80, 92, 97, 103, 132, 135, 153, 160, 163, 165, 170, 179, 190, 194, 206]",SR87.tsv
for,1,62,"[12, 62, 64, 94, 132, 144, 146, 163, 200]",SR87.tsv
to,1,64,"[12, 13, 45, 59, 64, 74, 80, 94, 97, 110, 114, 115, 116, 133, 135, 159, 166, 168, 177, 179, 186, 190, 192, 200, 207]",SR87.tsv
from,1,64,"[12, 64, 116]",SR87.tsv
so i,2,74,"[12, 74, 132]",SR87.tsv
to get,2,74,"[12, 74, 166, 168]",SR87.tsv
it so i,3,97,"[12, 97]",SR87.tsv
i need to,3,97,"[12, 97]",SR87.tsv
need,1,105,"[12, 92, 104, 105, 107, 114, 132, 135, 136, 144, 159, 164, 179, 186, 190, 192, 196, 197, 198, 199, 200, 205]",SR87.tsv
get a,2,115,"[12, 16, 46, 115, 179, 190]",SR87.tsv
i need,2,136,"[12, 136, 179, 197, 199, 205]",SR87.tsv
well,1,27,"[13, 27, 35, 45, 49, 60, 74, 97, 112, 164, 166, 179, 195]",SR87.tsv
go,1,62,"[13, 16, 57, 59, 61, 62, 70, 72, 133, 163, 166, 179, 205, 207]",SR87.tsv
you're,1,70,"[13, 70, 86, 88, 94, 199, 200]",SR87.tsv
okay,1,17,"[15, 17, 36, 43, 70, 77, 99, 143, 170, 178, 186, 187, 193, 201, 203, 205, 206, 207, 208]",SR87.tsv
mean,1,117,"[15, 117, 163]",SR87.tsv
and,1,23,"[16, 23, 37, 40, 51, 62, 64, 72, 74, 78, 80, 82, 88, 92, 104, 125, 135, 155, 163, 166, 169, 179, 185, 188, 198, 202, 205, 206, 207]",SR87.tsv
can,1,70,"[16, 70, 72, 74, 88, 124, 135, 140, 166, 179]",SR87.tsv
at,1,47,"[18, 46, 47, 116, 171, 207]",SR87.tsv
