Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
egg,1,1,"[0, 1, 32, 198, 199]",S6MQ.tsv
this,1,27,"[0, 27, 32, 67, 131, 160, 165, 185, 364, 378, 429, 461, 505, 507, 535, 558]",S6MQ.tsv
very,1,32,"[0, 32, 205, 209, 284, 337, 480]",S6MQ.tsv
not,1,10,"[0, 10, 18, 20, 38, 46, 144, 198, 203, 205, 209, 210, 214, 218, 239, 244, 287, 305, 313, 333, 346, 397, 409, 422, 424, 425, 438, 477, 489, 495, 511, 558]",S6MQ.tsv
have,1,3,"[1, 3, 19, 27, 31, 32, 34, 43, 49, 57, 59, 64, 67, 152, 154, 156, 171, 179, 188, 190, 200, 216, 218, 221, 229, 239, 243, 253, 257, 267, 278, 287, 299, 311, 323, 324, 333, 335, 345, 368, 383, 421, 423, 427, 449, 465, 471, 475, 501, 515, 534, 535, 536, 541]",S6MQ.tsv
say,1,4,"[3, 4, 7, 9, 10, 12, 32, 41, 59, 60, 67, 69, 72, 76, 109, 110, 149, 154, 156, 165, 263, 264, 267, 268, 270, 273, 312, 313, 377, 477, 507]",S6MQ.tsv
to,1,10,"[3, 10, 13, 16, 18, 20, 27, 46, 49, 55, 57, 59, 62, 67, 87, 91, 97, 100, 109, 110, 114, 128, 141, 151, 161, 176, 179, 185, 206, 216, 221, 224, 229, 241, 256, 266, 289, 293, 316, 321, 328, 333, 343, 344, 345, 349, 364, 366, 368, 375, 377, 383, 384, 385, 388, 389, 393, 408, 409, 411, 418, 419, 421, 427, 438, 451, 454, 455, 459, 465, 475, 477, 483, 495, 501, 507, 511, 517, 520, 526, 546, 555, 556, 559]",S6MQ.tsv
do,1,10,"[3, 9, 10, 14, 15, 24, 49, 50, 51, 52, 55, 59, 60, 64, 76, 113, 125, 132, 145, 146, 151, 154, 158, 164, 169, 176, 177, 179, 181, 185, 186, 190, 216, 256, 259, 263, 273, 279, 285, 294, 307, 312, 313, 327, 328, 329, 343, 344, 348, 363, 364, 366, 377, 378, 383, 427, 429, 434, 436, 443, 461, 463, 480, 486, 507, 511, 517, 522, 543, 546, 547, 548, 555, 559]",S6MQ.tsv
what do,2,24,"[3, 9, 24, 125, 132, 263, 378, 486]",S6MQ.tsv
what,1,27,"[3, 9, 24, 27, 33, 57, 59, 75, 106, 108, 125, 132, 154, 191, 249, 250, 263, 328, 329, 370, 373, 377, 378, 407, 486, 489, 510, 511, 545, 550, 551]",S6MQ.tsv
have to,2,59,"[3, 59, 221, 229, 345, 383, 421, 427, 475, 501]",S6MQ.tsv
mm,1,31,"[5, 31, 42, 49, 66, 79, 82, 121, 157, 162, 166, 189, 198, 212, 277, 282, 283, 288, 290, 292, 300, 302, 304, 305, 323, 460, 506]",S6MQ.tsv
that's,1,27,"[11, 14, 27, 59, 61, 67, 85, 87, 100, 101, 127, 138, 201, 205, 209, 219, 225, 244, 264, 272, 273, 276, 311, 345, 355, 454, 480, 558]",S6MQ.tsv
a,1,11,"[4, 10, 11, 14, 16, 18, 19, 27, 31, 32, 41, 46, 53, 55, 65, 67, 75, 85, 87, 90, 97, 107, 109, 115, 129, 135, 151, 160, 163, 165, 174, 186, 187, 188, 194, 211, 221, 225, 233, 239, 252, 267, 273, 274, 283, 287, 311, 318, 319, 320, 321, 322, 324, 328, 345, 346, 352, 358, 368, 370, 372, 373, 374, 377, 382, 383, 388, 405, 406, 418, 419, 433, 436, 439, 441, 461, 474, 477, 479, 480, 481, 498, 499, 507, 509, 519, 539]",S6MQ.tsv
one,1,11,"[2, 11, 14, 41, 67, 91, 131, 160, 205, 206, 207, 247, 248, 249, 251, 252, 253, 254, 317, 438, 474, 475, 476, 483, 507, 528]",S6MQ.tsv
that's a,2,14,"[11, 14, 85, 87, 225, 311, 480]",S6MQ.tsv
good,1,109,"[11, 109, 205, 209, 227]",S6MQ.tsv
you,1,19,"[10, 16, 18, 19, 24, 31, 40, 45, 49, 51, 57, 60, 62, 64, 67, 93, 95, 96, 102, 106, 108, 113, 116, 117, 125, 131, 132, 139, 141, 144, 145, 146, 150, 151, 152, 154, 156, 158, 164, 165, 175, 176, 177, 179, 181, 186, 190, 191, 198, 206, 210, 214, 216, 219, 221, 238, 244, 245, 250, 255, 256, 259, 260, 264, 270, 273, 274, 276, 278, 279, 281, 303, 307, 311, 312, 313, 321, 328, 329, 335, 343, 344, 348, 364, 373, 381, 385, 392, 396, 399, 406, 411, 418, 421, 427, 434, 436, 438, 443, 445, 449, 451, 455, 457, 459, 463, 469, 480, 486, 489, 495, 501, 503, 505, 507, 511, 513, 522, 535, 538, 539, 541, 543, 548, 562]",S6MQ.tsv
get,1,19,"[2, 16, 19, 26, 32, 59, 60, 67, 75, 97, 104, 135, 144, 145, 147, 153, 154, 160, 179, 185, 200, 205, 221, 231, 233, 239, 253, 264, 266, 289, 293, 305, 307, 316, 333, 340, 388, 395, 423, 441, 449, 451, 465, 477, 481, 501, 507, 509, 514, 520, 531, 535, 539, 542]",S6MQ.tsv
have you,2,49,"[19, 49, 190, 449, 535]",S6MQ.tsv
you get,2,145,"[19, 145, 154, 307, 451, 535, 539]",S6MQ.tsv
get a,2,75,"[19, 75, 221, 233, 441, 481]",S6MQ.tsv
