begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.5736434108527132,0.20277777777777778,0.3006134969325153,SYWF.tsv
50,100,0.37894736842105264,0.38524590163934425,0.3808353808353808,SYWF.tsv
100,150,0.44404332129963897,0.5058823529411764,0.46756152125279643,SYWF.tsv
150,200,0.2743362831858407,0.48787878787878786,0.4010791366906475,SYWF.tsv
200,250,0.4666666666666667,0.15648854961832062,0.19532554257095158,SYWF.tsv
250,300,0.5542168674698795,0.19194312796208532,0.2514851485148515,SYWF.tsv
300,350,0.44571428571428573,0.31092436974789917,0.36803874092009686,SYWF.tsv
350,400,0.3541666666666667,0.28426395939086296,0.31378299120234604,SYWF.tsv
400,450,0.44324324324324327,0.36312849162011174,0.39042357274401474,SYWF.tsv
450,500,0.38686131386861317,0.2924187725631769,0.32367149758454106,SYWF.tsv
500,525,0.40384615384615385,0.04411764705882353,0.14361702127659576,SYWF.tsv
