begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.41397849462365593,0.34183673469387754,0.3769633507853403,S382.tsv
50,100,0.46226415094339623,0.3333333333333333,0.40359897172236503,S382.tsv
100,150,0.2846715328467153,0.4044943820224719,0.3140495867768595,S382.tsv
150,200,0.25675675675675674,0.5739130434782609,0.3319587628865979,S382.tsv
200,250,0.21703296703296704,0.39,0.2543103448275862,S382.tsv
250,300,0.39072847682119205,0.31794871794871793,0.34971098265895956,S382.tsv
300,350,0.4142857142857143,0.4276729559748428,0.41846758349705304,S382.tsv
350,400,0.31785714285714284,0.5142857142857142,0.38333333333333336,S382.tsv
400,450,0.36328125,0.4864864864864865,0.41496598639455784,S382.tsv
450,500,0.31063829787234043,0.4967741935483871,0.38461538461538464,S382.tsv
500,550,0.3735408560311284,0.33783783783783783,0.36049382716049383,S382.tsv
550,600,0.3801369863013699,0.45901639344262296,0.4033816425120773,S382.tsv
600,650,0.3220338983050847,0.4072164948453608,0.3558282208588957,S382.tsv
650,700,0.30165289256198347,0.5992366412213741,0.4061662198391421,S382.tsv
700,750,0.3177083333333333,0.4608695652173913,0.35070140280561124,S382.tsv
750,800,0.2159090909090909,0.5377358490566038,0.2903930131004367,S382.tsv
800,850,0.49122807017543857,0.35406698564593303,0.41578947368421054,S382.tsv
850,900,0.3256484149855908,0.5276073619631901,0.39019607843137255,S382.tsv
900,950,0.3498452012383901,0.42105263157894735,0.3726315789473684,S382.tsv
950,1000,0.2964071856287425,0.423728813559322,0.32964601769911506,S382.tsv
1000,1050,0.3345070422535211,0.48148148148148145,0.38789237668161436,S382.tsv
1050,1100,0.4507042253521127,0.44144144144144143,0.44664031620553357,S382.tsv
1100,1150,0.22926829268292684,0.46551724137931033,0.3146417445482866,S382.tsv
1150,1200,0.30357142857142855,0.5987261146496815,0.3682008368200837,S382.tsv
1200,1250,0.28738317757009346,0.45384615384615384,0.32616487455197135,S382.tsv
1250,1300,0.4419642857142857,0.3851851851851852,0.4206128133704735,S382.tsv
1300,1350,0.37264150943396224,0.49612403100775193,0.41935483870967744,S382.tsv
1350,1400,0.3575757575757576,0.3867924528301887,0.36900369003690037,S382.tsv
1400,1450,0.2756183745583039,0.4485981308411215,0.3230769230769231,S382.tsv
1450,1500,0.2986577181208054,0.5660377358490566,0.3688118811881188,S382.tsv
1500,1550,0.3073394495412844,0.44144144144144143,0.3525835866261398,S382.tsv
1550,1600,0.3497536945812808,0.45544554455445546,0.3708086785009862,S382.tsv
1600,1603,0.0,1.0,0.03389830508474576,S382.tsv
