begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.30864197530864196,0.3442622950819672,0.323943661971831,SD8A.tsv
50,100,0.3425414364640884,0.33544303797468356,0.3392330383480826,SD8A.tsv
100,150,0.22857142857142856,0.5135135135135135,0.39076923076923076,SD8A.tsv
150,200,0.4392523364485981,0.2985781990521327,0.34591194968553457,SD8A.tsv
200,250,0.30303030303030304,0.29136690647482016,0.29442970822281167,SD8A.tsv
250,300,0.3629032258064516,0.3177966101694915,0.3333333333333333,SD8A.tsv
300,350,0.35537190082644626,0.3424657534246575,0.34705882352941175,SD8A.tsv
350,400,0.11702127659574468,0.5519125683060109,0.33153638814016173,SD8A.tsv
400,450,0.20987654320987653,0.4166666666666667,0.29259259259259257,SD8A.tsv
450,500,0.2694610778443114,0.47265625,0.39243498817966904,SD8A.tsv
500,550,0.37058823529411766,0.5517241379310345,0.4622093023255814,SD8A.tsv
550,600,0.2809917355371901,0.32857142857142857,0.3065134099616858,SD8A.tsv
600,605,0.18181818181818182,0.0,0.11764705882352941,SD8A.tsv
