begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.24686192468619247,0.49130434782608695,0.36673773987206826,SH2A.tsv
50,100,0.4409448818897638,0.21904761904761905,0.3026706231454006,SH2A.tsv
100,150,0.44176706827309237,0.49173553719008267,0.4663951120162933,SH2A.tsv
150,200,0.3581081081081081,0.42857142857142855,0.38362068965517243,SH2A.tsv
200,250,0.28939828080229224,0.5224719101123596,0.3681214421252372,SH2A.tsv
250,300,0.22302158273381295,0.548,0.4318766066838046,SH2A.tsv
300,350,0.45054945054945056,0.4857142857142857,0.47283702213279677,SH2A.tsv
350,400,0.3141025641025641,0.5251141552511416,0.43733333333333335,SH2A.tsv
400,450,0.4702702702702703,0.3322784810126582,0.38323353293413176,SH2A.tsv
450,500,0.44651162790697674,0.4246575342465753,0.43548387096774194,SH2A.tsv
500,550,0.4717948717948718,0.40948275862068967,0.4379391100702576,SH2A.tsv
550,600,0.4,0.4731182795698925,0.4437299035369775,SH2A.tsv
600,650,0.42857142857142855,0.33666666666666667,0.368763557483731,SH2A.tsv
650,700,0.25139664804469275,0.5,0.3932853717026379,SH2A.tsv
700,750,0.3699421965317919,0.36015325670498083,0.3640552995391705,SH2A.tsv
750,800,0.3855421686746988,0.4345991561181435,0.4094650205761317,SH2A.tsv
800,843,0.5789473684210527,0.2560386473429952,0.4021164021164021,SH2A.tsv
