Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
white,1,25,"[0, 25, 29, 221, 235, 459, 628, 629, 641]",S263.tsv
lovely,1,51,"[0, 51, 188, 507, 559, 584, 625, 641, 681, 968, 987, 1353, 1403, 1648, 1844, 1977, 2131, 2140, 2652, 2886]",S263.tsv
i'm,1,121,"[0, 54, 85, 95, 121, 135, 235, 242, 381, 388, 437, 443, 510, 511, 598, 606, 655, 669, 706, 760, 761, 775, 846, 852, 857, 898, 900, 1007, 1008, 1363, 1468, 1502, 1512, 1554, 1577, 1596, 1598, 1740, 1755, 1766, 1846, 1916, 1922, 1924, 2012, 2031, 2088, 2133, 2165, 2232, 2264, 2389, 2489, 2594, 2598, 2637, 2917, 2957, 3038]",S263.tsv
drink,1,221,"[0, 221, 721, 1479, 2831, 2893]",S263.tsv
wine,1,180,"[0, 180, 221, 459, 460, 463, 470, 879, 1002, 2395]",S263.tsv
come,1,177,"[2, 177, 235, 371, 382, 387, 435, 436, 592, 691, 1084, 1192, 1294, 1302, 1307, 1311, 1314, 1328, 1381, 1439, 1452, 1481, 1485, 1487, 1498, 1567, 1595, 1700, 1733, 1766, 2297, 2331, 2599, 2600, 2602, 2648, 2800, 2878]",S263.tsv
's,1,890,"[2, 890, 1458, 1715, 1742, 1747, 1999, 2754, 2763, 2771, 2817, 2963, 3022]",S263.tsv
come from,2,1381,"[2, 1381, 1487]",S263.tsv
yeah,1,7,"[4, 7, 9, 11, 16, 21, 26, 27, 33, 36, 39, 41, 43, 45, 47, 48, 52, 55, 60, 70, 73, 76, 78, 81, 90, 94, 95, 106, 115, 117, 119, 125, 126, 128, 139, 145, 147, 149, 152, 153, 157, 159, 161, 163, 168, 170, 173, 189, 191, 193, 194, 198, 206, 208, 214, 216, 219, 221, 228, 229, 234, 241, 243, 245, 251, 252, 253, 260, 261, 263, 264, 265, 266, 267, 271, 274, 277, 278, 284, 287, 288, 292, 294, 298, 302, 307, 312, 314, 316, 319, 322, 332, 334, 335, 338, 340, 343, 344, 345, 346, 350, 351, 355, 357, 359, 362, 363, 365, 372, 381, 386, 389, 390, 392, 394, 401, 405, 408, 410, 413, 417, 419, 425, 430, 434, 449, 454, 455, 461, 462, 463, 474, 486, 495, 499, 500, 501, 503, 504, 506, 520, 523, 524, 527, 531, 532, 537, 540, 549, 552, 556, 583, 593, 606, 609, 615, 626, 630, 658, 682, 690, 693, 697, 698, 708, 711, 717, 718, 719, 720, 733, 737, 739, 770, 773, 775, 778, 779, 784, 794, 795, 802, 803, 807, 814, 819, 841, 843, 863, 882, 901, 906, 923, 938, 939, 940, 941, 944, 963, 965, 967, 968, 969, 970, 972, 975, 983, 986, 988, 990, 992, 994, 1001, 1021, 1022, 1030, 1031, 1037, 1039, 1042, 1045, 1046, 1049, 1068, 1070, 1072, 1079, 1081, 1087, 1089, 1099, 1101, 1103, 1104, 1107, 1111, 1113, 1128, 1145, 1161, 1165, 1181, 1182, 1192, 1193, 1194, 1196, 1201, 1207, 1210, 1213, 1215, 1217, 1219, 1234, 1238, 1246, 1257, 1258, 1260, 1262, 1264, 1268, 1269, 1281, 1285, 1287, 1289, 1296, 1299, 1302, 1306, 1310, 1312, 1314, 1315, 1318, 1322, 1324, 1326, 1328, 1329, 1333, 1341, 1343, 1344, 1345, 1346, 1348, 1350, 1358, 1360, 1368, 1376, 1378, 1380, 1382, 1384, 1386, 1388, 1392, 1394, 1396, 1398, 1402, 1404, 1405, 1406, 1407, 1410, 1412, 1414, 1420, 1423, 1433, 1435, 1449, 1451, 1453, 1454, 1455, 1459, 1462, 1465, 1467, 1470, 1472, 1476, 1478, 1497, 1498, 1502, 1507, 1511, 1520, 1521, 1522, 1523, 1525, 1527, 1529, 1530, 1532, 1533, 1534, 1537, 1542, 1543, 1548, 1552, 1553, 1554, 1568, 1574, 1581, 1620, 1627, 1630, 1631, 1633, 1636, 1638, 1642, 1645, 1646, 1647, 1649, 1660, 1667, 1669, 1672, 1682, 1683, 1684, 1695, 1696, 1699, 1700, 1702, 1703, 1708, 1718, 1719, 1721, 1727, 1731, 1737, 1741, 1743, 1746, 1748, 1750, 1751, 1753, 1754, 1755, 1759, 1766, 1767, 1770, 1771, 1784, 1785, 1788, 1794, 1796, 1798, 1801, 1804, 1815, 1820, 1830, 1840, 1847, 1857, 1859, 1861, 1899, 1913, 1921, 1927, 1941, 1943, 1945, 1946, 1951, 1959, 1961, 1962, 1968, 1969, 1970, 1974, 1976, 1978, 1981, 1983, 1985, 1998, 2007, 2010, 2023, 2025, 2029, 2038, 2045, 2047, 2049, 2050, 2051, 2058, 2066, 2073, 2077, 2082, 2083, 2084, 2085, 2090, 2092, 2096, 2097, 2098, 2101, 2102, 2104, 2106, 2108, 2111, 2119, 2120, 2122, 2128, 2130, 2131, 2132, 2134, 2141, 2144, 2146, 2150, 2153, 2154, 2161, 2162, 2167, 2169, 2177, 2179, 2183, 2185, 2187, 2189, 2191, 2193, 2213, 2215, 2216, 2218, 2228, 2230, 2233, 2235, 2237, 2238, 2240, 2242, 2250, 2253, 2255, 2257, 2259, 2273, 2279, 2281, 2290, 2293, 2306, 2311, 2313, 2315, 2316, 2317, 2319, 2321, 2332, 2333, 2340, 2341, 2347, 2349, 2354, 2356, 2358, 2361, 2363, 2364, 2366, 2368, 2380, 2383, 2393, 2412, 2417, 2419, 2440, 2441, 2443, 2446, 2448, 2449, 2450, 2451, 2453, 2456, 2465, 2466, 2469, 2471, 2473, 2475, 2478, 2481, 2483, 2486, 2488, 2490, 2498, 2502, 2503, 2514, 2516, 2520, 2523, 2525, 2536, 2540, 2542, 2544, 2557, 2566, 2568, 2569, 2571, 2574, 2579, 2582, 2603, 2605, 2607, 2612, 2613, 2617, 2626, 2628, 2630, 2632, 2634, 2635, 2636, 2640, 2642, 2644, 2647, 2649, 2651, 2653, 2655, 2663, 2668, 2671, 2678, 2680, 2681, 2691, 2694, 2701, 2709, 2733, 2735, 2737, 2743, 2744, 2746, 2750, 2752, 2755, 2757, 2759, 2761, 2762, 2764, 2766, 2770, 2772, 2774, 2776, 2785, 2787, 2802, 2813, 2814, 2817, 2818, 2822, 2825, 2827, 2835, 2837, 2841, 2843, 2845, 2850, 2855, 2861, 2871, 2875, 2879, 2888, 2895, 2900, 2909, 2911, 2912, 2913, 2930, 2936, 2938, 2940, 2951, 2958, 2965, 2967, 2976, 2978, 2980, 2989, 2993, 2996, 2997, 2999, 3007, 3009, 3028, 3032, 3034, 3035]",S263.tsv
it be,2,19,"[4, 18, 19, 72, 75, 88, 90, 187, 193, 216, 218, 230, 271, 322, 328, 358, 360, 419, 480, 508, 573, 576, 577, 590, 625, 641, 713, 768, 779, 814, 944, 946, 1048, 1067, 1069, 1086, 1168, 1205, 1235, 1305, 1306, 1340, 1351, 1355, 1403, 1422, 1476, 1575, 1587, 1603, 1613, 1615, 1704, 1713, 1719, 1746, 1816, 1818, 1820, 1827, 1842, 1844, 1877, 1900, 1902, 1943, 1959, 1975, 1977, 1987, 1999, 2297, 2298, 2302, 2351, 2405, 2439, 2482, 2484, 2508, 2541, 2563, 2687, 2758, 2854, 2910]",S263.tsv
