Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yeah,1,2,"[1, 2, 14, 17, 20, 28, 38, 46, 64, 70, 71, 72, 74, 78, 84, 86, 87, 92, 107, 108, 116, 117, 128, 136, 149, 155, 159, 160, 176, 178, 203, 223, 225, 232, 234, 235, 236, 239, 255, 257, 259, 260, 267, 268, 275, 277, 279, 280, 281, 282, 290, 306, 316, 318, 323, 324, 329, 334, 341, 342, 344, 345, 356, 358, 359, 361, 363, 364, 368, 370, 371, 374, 377, 378, 379, 381, 383, 390, 393, 394, 395, 397, 399, 402, 407, 408, 409, 410, 421, 426, 436, 438, 440, 447, 455, 458, 460, 462, 463, 464, 467, 469, 471, 472, 476, 485, 489, 492, 495, 499, 503, 504, 506, 514, 524, 530, 533, 535, 542, 545, 547, 548, 551, 553, 555, 556, 557, 558, 559, 565, 567, 571, 572, 576, 587, 592, 596, 599, 600, 608, 615, 617, 618, 622, 626, 630, 637, 639, 642, 643, 651, 653, 655, 656, 660, 661, 676, 677, 684, 686, 702, 704, 707, 712, 717, 721, 726, 731, 743, 754, 756, 758, 767, 768, 773, 774, 791, 793, 795, 809, 817, 828, 829, 830, 862, 865, 866, 869, 870, 872, 873, 887, 894, 903, 907, 909, 911, 915, 922, 926, 929, 932, 937, 939, 943, 952, 964, 965, 967, 968, 973, 974, 976, 978, 979, 981, 983, 985, 987, 988, 990, 991, 998, 999, 1000, 1002, 1003, 1005, 1010, 1013, 1014, 1017, 1019, 1020, 1022, 1024, 1026, 1028, 1031, 1033, 1041, 1047, 1050, 1055, 1056, 1060, 1063, 1064, 1066, 1068, 1070, 1072, 1089, 1092, 1093, 1094, 1095, 1098, 1106, 1109, 1115, 1120, 1125, 1126, 1128, 1129, 1130, 1139, 1143, 1154, 1156, 1160, 1161, 1163, 1165, 1168, 1171, 1173, 1174, 1177, 1178, 1180, 1182, 1184, 1189, 1193, 1198, 1200, 1206, 1207, 1208, 1211, 1228, 1231, 1245, 1256, 1259, 1263, 1264, 1272, 1274, 1279, 1285, 1286, 1288, 1289, 1297, 1303, 1308, 1310, 1312, 1314, 1315, 1317, 1318, 1319, 1320, 1326, 1328, 1330, 1336, 1339, 1340, 1345, 1352, 1354, 1357, 1358, 1359, 1361, 1362, 1364, 1366, 1367, 1370, 1371, 1372, 1373, 1375, 1376, 1377, 1380, 1382, 1383, 1384, 1386, 1387, 1389, 1402, 1406, 1407, 1408, 1413, 1417, 1422, 1428, 1429, 1433, 1435, 1440, 1445, 1449, 1452, 1463, 1470, 1472, 1474, 1476, 1477, 1478, 1480, 1481, 1483, 1485, 1487, 1489, 1491, 1492, 1494, 1498, 1499, 1504, 1509, 1511, 1513, 1517, 1521, 1522, 1524, 1527, 1530, 1538, 1539, 1541, 1544, 1548, 1549, 1551, 1552, 1555, 1558, 1559, 1560]",SJNJ.tsv
people,1,18,"[1, 2, 18, 37, 83, 88, 91, 92, 97, 99, 132, 135, 159, 183, 224, 264, 314, 316, 317, 328, 382, 422, 444, 455, 461, 462, 468, 470, 473, 483, 492, 494, 539, 544, 549, 562, 672, 701, 719, 727, 736, 737, 740, 744, 746, 751, 810, 816, 897, 898, 908, 914, 940, 982, 987, 993, 1165, 1166, 1167, 1249, 1253, 1275, 1285, 1295, 1308, 1341, 1379, 1385, 1448, 1451, 1475, 1477, 1479]",SJNJ.tsv
use to,2,123,"[2, 123, 446, 736, 875, 885, 917, 1021, 1025, 1027, 1394, 1453]",SJNJ.tsv
watch,1,133,"[1, 2, 133, 135, 392, 420, 566, 731, 847, 1224]",SJNJ.tsv
use,1,109,"[2, 109, 123, 446, 529, 719, 727, 734, 736, 786, 875, 885, 917, 990, 1021, 1025, 1027, 1065, 1394, 1453, 1534, 1545]",SJNJ.tsv
yeah i,2,92,"[2, 92, 556, 571, 626, 717, 872, 967, 1019, 1120, 1168, 1272, 1303, 1310, 1417, 1422, 1559]",SJNJ.tsv
i use to,3,875,"[2, 875, 885, 917, 1025, 1027]",SJNJ.tsv
you be,2,13,"[3, 5, 13, 80, 181, 190, 194, 291, 300, 687, 731, 1099, 1190, 1392, 1427]",SJNJ.tsv
entertainment,1,13,"[12, 13]",SJNJ.tsv
be the,2,93,"[13, 93, 104, 253, 257, 301, 347, 467, 507, 525, 603, 625, 1089, 1238, 1244, 1247, 1253, 1266, 1268, 1269, 1278, 1282, 1285, 1298, 1508, 1537]",SJNJ.tsv
that's,1,36,"[29, 36, 67, 71, 88, 93, 97, 139, 154, 193, 195, 231, 245, 247, 249, 253, 267, 289, 302, 303, 360, 362, 372, 387, 397, 401, 422, 463, 468, 471, 473, 488, 522, 570, 572, 587, 591, 595, 619, 634, 666, 673, 726, 732, 736, 738, 759, 819, 834, 865, 880, 927, 933, 964, 967, 969, 974, 993, 996, 1030, 1055, 1062, 1063, 1072, 1097, 1103, 1118, 1125, 1127, 1129, 1155, 1159, 1171, 1178, 1191, 1195, 1196, 1197, 1198, 1199, 1209, 1244, 1256, 1258, 1266, 1293, 1295, 1303, 1306, 1312, 1324, 1341, 1344, 1350, 1353, 1363, 1366, 1369, 1374, 1387, 1428, 1477, 1479, 1481, 1483, 1485, 1489, 1493, 1516, 1524, 1526, 1548]",SJNJ.tsv
good,1,362,"[36, 274, 278, 362, 484, 740, 880, 936, 1040, 1091, 1118, 1146, 1162, 1198, 1271, 1285, 1321, 1363, 1370, 1372, 1451, 1560]",SJNJ.tsv
want,1,47,"[23, 47, 168, 305, 307, 314, 387, 489, 683, 775, 965, 972, 995, 998, 999, 1012, 1081, 1164, 1253, 1282, 1353, 1402, 1448, 1454, 1475, 1531]",SJNJ.tsv
beer,1,47,"[32, 42, 45, 46, 47, 57, 59, 93, 96, 97, 125, 683, 961, 997, 1004, 1006, 1008, 1014, 1016]",SJNJ.tsv
him to,2,47,"[39, 47, 1071]",SJNJ.tsv
to make,2,62,"[47, 62, 486, 1451, 1510, 1519]",SJNJ.tsv
make,1,99,"[47, 62, 99, 124, 314, 455, 486, 560, 562, 961, 1002, 1103, 1451, 1473, 1510, 1518, 1519, 1523]",SJNJ.tsv
tell,1,124,"[47, 124, 307, 507, 985, 1025, 1092, 1153, 1176, 1341, 1344]",SJNJ.tsv
want to,2,314,"[47, 168, 305, 307, 314, 387, 972, 995, 998, 999, 1164, 1448, 1454, 1531]",SJNJ.tsv
think,1,48,"[1, 6, 39, 44, 48, 52, 54, 82, 92, 104, 119, 125, 129, 179, 191, 193, 205, 288, 291, 312, 422, 425, 486, 544, 560, 618, 661, 665, 712, 721, 726, 727, 737, 740, 749, 757, 761, 771, 814, 841, 845, 857, 873, 881, 883, 885, 897, 899, 925, 953, 1025, 1072, 1088, 1097, 1113, 1117, 1124, 1146, 1167, 1168, 1234, 1238, 1245, 1253, 1259, 1266, 1269, 1280, 1285, 1308, 1325, 1329, 1358, 1360, 1370, 1391, 1502, 1507, 1547, 1558]",SJNJ.tsv
would,1,48,"[19, 48, 132, 313, 351, 376, 687, 711, 731, 737, 785, 873, 877, 975, 1545]",SJNJ.tsv
i think,2,48,"[44, 48, 52, 54, 82, 92, 125, 129, 179, 205, 288, 312, 486, 544, 661, 665, 712, 721, 726, 740, 749, 761, 771, 841, 845, 857, 873, 881, 883, 899, 953, 1025, 1097, 1117, 1124, 1146, 1168, 1238, 1245, 1253, 1266, 1308, 1370, 1391, 1502, 1547, 1558]",SJNJ.tsv
and that,2,628,"[48, 628, 1190, 1412]",SJNJ.tsv
kick,1,649,"[48, 649]",SJNJ.tsv
think that,2,422,"[48, 422, 1167]",SJNJ.tsv
though,1,82,"[53, 82, 198, 274, 347, 468, 473, 550, 1072, 1154, 1237, 1416]",SJNJ.tsv
like my,2,947,"[53, 947]",SJNJ.tsv
rusty bucket,2,66,"[63, 64, 66]",SJNJ.tsv
in the,2,68,"[3, 50, 57, 68, 71, 74, 101, 106, 123, 124, 177, 179, 207, 215, 222, 237, 265, 312, 313, 401, 407, 479, 484, 517, 574, 594, 734, 751, 798, 818, 820, 887, 973, 1044, 1063, 1170, 1187, 1224, 1394, 1477, 1489]",SJNJ.tsv
there's,1,68,"[3, 18, 42, 57, 59, 68, 71, 80, 88, 99, 101, 121, 124, 125, 129, 289, 320, 328, 348, 437, 496, 530, 531, 549, 570, 609, 670, 712, 794, 831, 898, 929, 1010, 1012, 1147, 1170, 1245, 1300, 1316, 1377, 1462, 1479, 1500]",SJNJ.tsv
local,1,68,"[3, 5, 67, 68, 154, 1394]",SJNJ.tsv
beers,1,68,"[16, 18, 62, 68, 687]",SJNJ.tsv
get,1,68,"[25, 57, 59, 62, 68, 92, 99, 101, 102, 119, 124, 131, 157, 165, 185, 206, 224, 258, 260, 264, 279, 308, 314, 355, 357, 368, 392, 422, 451, 470, 488, 489, 507, 521, 539, 544, 546, 550, 556, 577, 594, 609, 622, 639, 642, 657, 661, 670, 677, 680, 684, 693, 697, 703, 718, 723, 725, 726, 734, 737, 746, 751, 761, 771, 788, 798, 810, 823, 825, 829, 830, 835, 838, 843, 871, 912, 914, 936, 943, 972, 1010, 1016, 1025, 1036, 1038, 1053, 1054, 1079, 1089, 1097, 1101, 1120, 1128, 1147, 1151, 1157, 1185, 1210, 1212, 1214, 1244, 1253, 1257, 1285, 1321, 1350, 1353, 1369, 1370, 1383, 1384, 1414, 1417, 1423, 1448, 1458, 1461, 1477, 1536, 1559]",SJNJ.tsv
pub,1,71,"[68, 71, 82, 106, 139, 152, 161, 175, 199, 262, 263, 272, 283, 299, 301, 318, 1044, 1394, 1402]",SJNJ.tsv
in the pub,3,106,"[68, 106, 1044]",SJNJ.tsv
there be,2,119,"[68, 119, 125, 181, 223, 224, 291, 314, 328, 332, 346, 347, 396, 407, 448, 507, 1003, 1101, 1253, 1336, 1366, 1394, 1396, 1398, 1400]",SJNJ.tsv
pick,1,129,"[68, 129, 961, 973, 992, 1016]",SJNJ.tsv
you've get,2,308,"[68, 264, 308, 355, 357, 368, 392, 470, 693, 723, 1054, 1079, 1089, 1128, 1147, 1185, 1477]",SJNJ.tsv
pub and,2,318,"[68, 318]",SJNJ.tsv
walk,1,320,"[68, 264, 320, 337, 509, 511, 731, 862, 961, 1027, 1029, 1134, 1255]",SJNJ.tsv
load,1,566,"[68, 566, 951]",SJNJ.tsv
and you've,2,601,"[68, 264, 357, 601]",SJNJ.tsv
get your,2,725,"[68, 725]",SJNJ.tsv
the pub,2,1402,"[68, 1044, 1402]",SJNJ.tsv
drive,1,871,"[87, 871, 1461]",SJNJ.tsv
yeah it,2,345,"[87, 345, 1208, 1513]",SJNJ.tsv
drink,1,91,"[21, 67, 88, 91, 124, 125, 181, 300, 825, 833, 975, 1374, 1394]",SJNJ.tsv
can't,1,91,"[81, 91, 198, 310, 405, 479, 497, 722, 725, 768, 847, 910, 992, 1088, 1129, 1176, 1179, 1181, 1261, 1262, 1290, 1294, 1456, 1516, 1531, 1536]",SJNJ.tsv
anymore,1,437,"[91, 437, 1337]",SJNJ.tsv
much,1,798,"[91, 798, 1067, 1360, 1409, 1475, 1526]",SJNJ.tsv
to drink,2,825,"[91, 825]",SJNJ.tsv
and you,2,97,"[96, 97, 99, 181, 188, 531, 898, 1230, 1234, 1249, 1285, 1346, 1355, 1401]",SJNJ.tsv
sit,1,208,"[96, 208, 293, 595, 823, 978, 1025, 1065, 1092, 1162, 1475]",SJNJ.tsv
then you,2,1016,"[96, 1016, 1296, 1370, 1519]",SJNJ.tsv
know,1,120,"[1, 16, 29, 39, 57, 59, 62, 65, 71, 97, 99, 112, 119, 120, 122, 123, 124, 125, 133, 167, 183, 190, 191, 278, 290, 314, 320, 332, 338, 343, 347, 354, 360, 365, 376, 387, 392, 396, 425, 427, 439, 444, 453, 464, 477, 479, 484, 489, 502, 507, 517, 531, 534, 539, 541, 544, 553, 560, 566, 568, 571, 579, 582, 595, 607, 618, 625, 628, 672, 689, 690, 701, 717, 718, 719, 746, 751, 755, 761, 785, 792, 796, 808, 810, 812, 816, 837, 844, 850, 857, 861, 867, 877, 879, 889, 891, 893, 895, 897, 899, 916, 921, 927, 929, 931, 935, 942, 951, 953, 961, 975, 977, 987, 989, 1003, 1004, 1010, 1014, 1027, 1049, 1057, 1061, 1069, 1071, 1077, 1079, 1097, 1099, 1101, 1113, 1127, 1138, 1139, 1145, 1146, 1167, 1169, 1181, 1195, 1202, 1207, 1212, 1218, 1227, 1230, 1232, 1234, 1249, 1261, 1274, 1276, 1278, 1282, 1285, 1287, 1300, 1341, 1345, 1350, 1355, 1360, 1363, 1401, 1407, 1414, 1427, 1436, 1444, 1467, 1469, 1471, 1473, 1475, 1477, 1501, 1531, 1536]",SJNJ.tsv
i don't know,3,122,"[120, 122, 190, 191, 290, 320, 332, 338, 376, 502, 539, 541, 689, 785, 837, 850, 929, 942, 1113, 1212, 1300, 1341, 1363]",SJNJ.tsv
i don't,2,122,"[6, 120, 122, 165, 190, 191, 202, 210, 218, 224, 290, 292, 313, 320, 332, 338, 376, 423, 425, 502, 539, 541, 556, 560, 689, 690, 727, 785, 797, 837, 847, 850, 851, 891, 897, 929, 942, 1072, 1088, 1113, 1185, 1212, 1238, 1300, 1313, 1341, 1363]",SJNJ.tsv
come,1,135,"[16, 39, 109, 124, 134, 135, 206, 220, 318, 385, 401, 405, 420, 488, 489, 491, 838, 848, 861, 869, 927, 1029, 1077, 1157, 1344, 1405, 1417, 1419, 1542]",SJNJ.tsv
to people,2,135,"[132, 135]",SJNJ.tsv
be you,2,365,"[135, 365, 664, 1029, 1034, 1038, 1140, 1276]",SJNJ.tsv
come to,2,489,"[135, 489]",SJNJ.tsv
you come to,3,1542,"[135, 1542]",SJNJ.tsv
one,1,139,"[44, 50, 59, 67, 71, 99, 139, 143, 144, 199, 217, 245, 249, 288, 291, 332, 333, 351, 360, 448, 598, 677, 698, 700, 766, 771, 810, 820, 844, 845, 862, 868, 935, 951, 973, 1029, 1039, 1047, 1097, 1353, 1419, 1423, 1489, 1505, 1508]",SJNJ.tsv
that's the,2,139,"[93, 139, 154, 245, 267, 302, 422, 473, 591, 619, 759, 834, 1072, 1155, 1489, 1516]",SJNJ.tsv
round,1,206,"[139, 206, 208, 260, 318, 1236, 1412, 1419, 1496, 1553, 1554]",SJNJ.tsv
round the,2,260,"[139, 260, 318]",SJNJ.tsv
be that,2,185,"[139, 185, 420, 614, 710, 714, 719, 779, 951, 1046, 1125, 1222, 1420]",SJNJ.tsv
that that's,2,880,"[139, 880, 993, 1363]",SJNJ.tsv
corner,1,1089,"[139, 143, 1089, 1202]",SJNJ.tsv
the corner,2,143,"[139, 143, 1489]",SJNJ.tsv
it's be,2,139,"[82, 139, 1499]",SJNJ.tsv
a lot of,3,154,"[42, 99, 154, 330, 420, 444, 464, 544, 560, 666, 929, 1165, 1167, 1285, 1496]",SJNJ.tsv
of the,2,154,"[44, 124, 142, 154, 215, 314, 330, 362, 531, 544, 570, 891, 1097, 1258, 1262, 1275, 1285, 1298, 1325, 1329, 1454, 1496, 1529]",SJNJ.tsv
ones,1,154,"[44, 154, 1268]",SJNJ.tsv
lot of,2,154,"[57, 99, 154, 330, 420, 444, 464, 498, 544, 560, 661, 666, 727, 816, 929, 931, 1165, 1167, 1285, 1496]",SJNJ.tsv
a lot,2,570,"[42, 99, 154, 181, 444, 464, 544, 570, 816, 929, 1046, 1165, 1167, 1192, 1285, 1412, 1496]",SJNJ.tsv
the the,2,392,"[154, 392, 719, 722, 1327, 1390, 1509]",SJNJ.tsv
problem,1,675,"[154, 467, 619, 675, 726, 739, 998, 1083, 1120, 1258, 1298]",SJNJ.tsv
with a,2,875,"[154, 199, 875, 1255, 1344]",SJNJ.tsv
the local,2,1394,"[154, 1394]",SJNJ.tsv
lot,1,847,"[42, 57, 99, 154, 181, 330, 420, 444, 464, 498, 544, 560, 570, 661, 666, 727, 816, 847, 929, 931, 1046, 1165, 1167, 1192, 1285, 1412, 1496, 1536]",SJNJ.tsv
they get a,3,157,"[57, 157]",SJNJ.tsv
get a,2,157,"[57, 59, 119, 157, 165, 260, 489, 661, 723, 726, 936, 1089, 1097, 1120, 1128, 1244, 1285, 1321]",SJNJ.tsv
i dunno,2,230,"[157, 230, 376, 406, 481]",SJNJ.tsv
they get,2,488,"[57, 157, 488, 622, 657, 751]",SJNJ.tsv
funny,1,814,"[157, 326, 814, 1438]",SJNJ.tsv
i want,2,168,"[23, 168, 305, 307, 965, 972, 1012, 1253, 1282, 1353, 1475]",SJNJ.tsv
ask,1,513,"[168, 287, 513, 838, 861, 961, 1003, 1149, 1385]",SJNJ.tsv
i want to,3,972,"[168, 305, 307, 972, 1531]",SJNJ.tsv
no no,2,172,"[52, 112, 140, 172, 174, 240, 249, 261, 285, 362, 478, 622, 720, 747, 1229, 1263]",SJNJ.tsv
no no no,3,174,"[52, 112, 140, 174, 249, 362]",SJNJ.tsv
remember,1,188,"[174, 188, 196, 198, 202, 210, 213, 217, 218, 220, 224, 278, 292, 303, 310, 313, 851, 898, 936, 940, 943, 1019, 1032, 1098, 1116, 1392, 1422]",SJNJ.tsv
no i,2,174,"[52, 81, 174, 781, 836, 971, 1111, 1117, 1146, 1253, 1502]",SJNJ.tsv
go,1,175,"[1, 34, 57, 59, 82, 85, 88, 104, 109, 127, 132, 143, 171, 175, 194, 198, 199, 207, 220, 229, 237, 242, 247, 251, 253, 257, 269, 272, 273, 274, 281, 283, 301, 320, 330, 372, 373, 419, 435, 444, 497, 507, 546, 570, 590, 601, 609, 678, 684, 720, 721, 725, 739, 766, 767, 779, 794, 804, 810, 818, 822, 829, 851, 864, 869, 881, 923, 978, 987, 1003, 1021, 1025, 1029, 1034, 1038, 1063, 1066, 1092, 1123, 1163, 1167, 1168, 1171, 1186, 1290, 1301, 1344, 1346, 1355, 1402, 1412, 1427, 1463, 1475, 1532, 1552, 1558]",SJNJ.tsv
go to,2,175,"[34, 59, 82, 109, 143, 175, 220, 229, 237, 257, 269, 272, 273, 274, 283, 301, 372, 419, 497, 546, 609, 767, 804, 822, 869, 1021, 1038, 1167, 1171, 1186, 1290, 1355]",SJNJ.tsv
a pub,2,175,"[71, 82, 161, 175, 199, 299]",SJNJ.tsv
us,1,175,"[124, 175, 184, 206, 380, 620, 661, 687, 985, 987, 989, 1407]",SJNJ.tsv
we go,2,198,"[175, 198, 199, 229, 237, 242, 247, 251, 253, 257, 269, 272, 273, 274, 281, 283, 301, 822, 869, 978, 1186]",SJNJ.tsv
four,1,448,"[175, 448, 1372]",SJNJ.tsv
of us,2,620,"[175, 620]",SJNJ.tsv
to a,2,654,"[175, 237, 283, 654, 718, 792, 910, 1124, 1146, 1168]",SJNJ.tsv
we go to,3,822,"[175, 229, 237, 257, 269, 272, 274, 283, 301, 822, 869, 1186]",SJNJ.tsv
together,1,1257,"[175, 199, 1257]",SJNJ.tsv
when we,2,1394,"[175, 1318, 1394, 1412]",SJNJ.tsv
of think,2,897,"[179, 897]",SJNJ.tsv
quite,1,181,"[1, 70, 104, 125, 181, 330, 346, 484, 519, 666, 673, 690, 714, 726, 893, 1114]",SJNJ.tsv
it and,2,181,"[57, 133, 181, 634, 746, 927, 1139, 1208, 1353, 1513]",SJNJ.tsv
little,1,181,"[57, 131, 181, 199, 279, 742, 902, 905, 1427]",SJNJ.tsv
be drink,2,181,"[67, 181, 300]",SJNJ.tsv
be a,2,181,"[101, 104, 107, 123, 125, 181, 223, 314, 391, 507, 564, 661, 895, 986, 998, 1245, 1301, 1336, 1363, 1366, 1392, 1394, 1396, 1398, 1400, 1493]",SJNJ.tsv
quite a,2,181,"[104, 181, 330, 346, 666]",SJNJ.tsv
there be a,3,181,"[125, 181, 223, 314, 507, 1336, 1366, 1394, 1396, 1398, 1400]",SJNJ.tsv
a little,2,181,"[131, 181, 199, 902, 905]",SJNJ.tsv
dance,1,184,"[181, 184, 204, 242, 243, 291]",SJNJ.tsv
we be,2,228,"[181, 228, 293, 297, 299, 314, 572, 574, 838, 1038, 1268, 1278, 1481]",SJNJ.tsv
and we,2,233,"[181, 233, 293, 415, 869, 1038, 1285, 1337]",SJNJ.tsv
and there be a,4,314,"[181, 314, 1400]",SJNJ.tsv
and there be,3,332,"[181, 314, 332, 448, 1400]",SJNJ.tsv
and we be,3,293,"[181, 293, 1038]",SJNJ.tsv
no it,2,302,"[181, 302, 303, 418, 1125, 1431]",SJNJ.tsv
you know,2,183,"[1, 16, 29, 39, 57, 59, 62, 71, 97, 112, 119, 123, 124, 125, 133, 167, 183, 278, 314, 320, 343, 347, 354, 365, 392, 425, 427, 439, 444, 453, 464, 477, 479, 484, 489, 507, 517, 531, 534, 544, 553, 566, 568, 579, 582, 595, 607, 618, 625, 628, 672, 701, 718, 755, 761, 792, 796, 808, 810, 812, 816, 844, 857, 861, 867, 889, 895, 897, 916, 921, 927, 929, 951, 953, 961, 975, 977, 987, 989, 1003, 1004, 1014, 1027, 1049, 1057, 1061, 1069, 1071, 1077, 1079, 1097, 1099, 1101, 1127, 1138, 1145, 1146, 1167, 1169, 1181, 1195, 1202, 1207, 1218, 1227, 1230, 1232, 1234, 1249, 1261, 1274, 1276, 1278, 1282, 1285, 1287, 1341, 1355, 1360, 1401, 1407, 1414, 1427, 1436, 1444, 1467, 1469, 1471, 1473, 1475, 1477, 1531, 1536]",SJNJ.tsv
people that,2,183,"[97, 99, 183, 473, 751]",SJNJ.tsv
you know it,3,183,"[133, 183, 761, 1077, 1274, 1285]",SJNJ.tsv
because they,2,401,"[183, 401, 405, 594, 672, 1262, 1519]",SJNJ.tsv
that you,2,731,"[183, 731, 1059, 1089, 1427, 1545]",SJNJ.tsv
that you know,3,897,"[183, 897, 921, 989]",SJNJ.tsv
bump,1,1163,"[183, 1163, 1409]",SJNJ.tsv
excuse me,2,187,"[132, 187, 207, 1181]",SJNJ.tsv
think of,2,191,"[39, 119, 191, 193, 883, 1280, 1325, 1329, 1358, 1360]",SJNJ.tsv
know where,2,582,"[191, 582, 689]",SJNJ.tsv
i be,2,193,"[188, 193, 307, 392, 420, 553, 747, 771, 875, 923, 959, 961, 972, 1029, 1062, 1114, 1142, 1444, 1547]",SJNJ.tsv
what i be,3,747,"[193, 747, 1062, 1444]",SJNJ.tsv
be think,2,885,"[193, 885]",SJNJ.tsv
in a,2,82,"[1, 82, 127, 199, 299, 338, 369, 425, 448, 519, 589, 767, 823, 838, 903, 905, 1038, 1040, 1043, 1044, 1046, 1308, 1465, 1550]",SJNJ.tsv
bar,1,199,"[1, 3, 16, 199, 215, 222, 237, 241, 257, 264, 279, 961, 973, 1089]",SJNJ.tsv
end,1,199,"[83, 199, 498, 1155, 1416]",SJNJ.tsv
go in,2,199,"[194, 198, 199, 207, 330, 373, 766, 767, 818]",SJNJ.tsv
we go in,3,199,"[198, 199]",SJNJ.tsv
do we,2,228,"[199, 228, 241, 242, 251]",SJNJ.tsv
go in a,3,767,"[199, 767]",SJNJ.tsv
i don't remember,3,851,"[202, 210, 218, 224, 292, 851]",SJNJ.tsv
be in,2,205,"[3, 5, 192, 205, 299, 312, 412, 571, 961, 1454]",SJNJ.tsv
it be,2,133,"[54, 70, 109, 133, 180, 205, 274, 276, 345, 391, 396, 406, 411, 418, 511, 523, 536, 595, 618, 631, 661, 879, 881, 933, 961, 1240, 1247, 1269, 1274, 1298, 1507, 1511, 1513, 1515, 1517, 1525, 1560]",SJNJ.tsv
i think it,3,761,"[54, 205, 761, 873, 1168]",SJNJ.tsv
talk,1,82,"[14, 82, 97, 112, 210, 314, 425, 715, 973, 997, 1140, 1179, 1363, 1485]",SJNJ.tsv
talk about,2,210,"[97, 210, 425, 973, 1140, 1363, 1485]",SJNJ.tsv
you're talk about,3,425,"[210, 425]",SJNJ.tsv
it's just,2,1125,"[212, 483, 1125]",SJNJ.tsv
back,1,220,"[71, 220, 260, 435, 444, 446, 479, 484, 634, 721, 838, 842, 927, 972, 1025, 1309, 1344, 1353, 1370, 1383, 1384]",SJNJ.tsv
must,1,220,"[101, 220, 312, 313, 560, 564, 1167]",SJNJ.tsv
something and,2,314,"[220, 314, 661]",SJNJ.tsv
to the,2,220,"[109, 220, 269, 272, 274, 497, 531, 601, 718, 737, 767, 1029, 1384, 1390, 1402, 1461]",SJNJ.tsv
go to the,3,497,"[220, 269, 272, 274, 497, 767]",SJNJ.tsv
come back,2,838,"[220, 838, 927]",SJNJ.tsv
or something and,3,861,"[220, 861]",SJNJ.tsv
do i,2,881,"[220, 881, 959, 1409]",SJNJ.tsv
i remember,2,943,"[220, 943, 1019, 1098, 1422]",SJNJ.tsv
remember i,2,220,"[188, 220, 1116]",SJNJ.tsv
something and come,3,1344,"[220, 1344]",SJNJ.tsv
i go,2,1346,"[220, 1346]",SJNJ.tsv
the bar,2,222,"[1, 3, 16, 215, 222, 257, 264, 973]",SJNJ.tsv
in the bar,3,222,"[3, 222, 973]",SJNJ.tsv
man,1,222,"[115, 222, 1204, 1284]",SJNJ.tsv
be some,2,224,"[124, 224, 328]",SJNJ.tsv
dress,1,224,"[125, 224, 1278]",SJNJ.tsv
anybody,1,384,"[224, 384]",SJNJ.tsv
no we,2,229,"[143, 229, 269, 273, 283, 297, 995, 1038]",SJNJ.tsv
a bar,2,237,"[1, 237, 961]",SJNJ.tsv
a different,2,237,"[62, 237, 283]",SJNJ.tsv
different,1,237,"[62, 99, 237, 283, 347, 348, 734, 898, 936, 1188, 1252]",SJNJ.tsv
time,1,614,"[237, 614, 742, 761, 861, 929, 1036, 1124, 1187, 1341, 1344, 1427]",SJNJ.tsv
no a,2,1515,"[237, 1515]",SJNJ.tsv
