Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
to be,2,203,"[77, 99, 203, 207, 496, 661, 939, 1238]",SUKT.tsv
jam may,2,203,"[200, 203, 206, 207, 210, 220, 225, 235, 243]",SUKT.tsv
jam,1,250,"[200, 203, 206, 207, 210, 225, 250, 254, 256, 257, 258]",SUKT.tsv
yeah but,2,412,"[203, 412, 451, 709, 935]",SUKT.tsv
but you,2,469,"[203, 469, 533, 709, 826]",SUKT.tsv
may,1,471,"[200, 203, 206, 207, 220, 235, 243, 471]",SUKT.tsv
would,1,203,"[39, 203, 207, 244, 396, 536, 544, 554, 651, 653, 709, 882, 904, 909, 1021, 1242]",SUKT.tsv
want to,2,203,"[202, 203, 389, 741, 801, 1146, 1213]",SUKT.tsv
someone,1,205,"[19, 205, 305, 898, 1029]",SUKT.tsv
have to,2,205,"[43, 186, 205, 207, 296, 297, 548, 551, 1166, 1239]",SUKT.tsv
you have to,3,1239,"[205, 1166, 1239]",SUKT.tsv
be jam,2,257,"[207, 257, 258]",SUKT.tsv
it would,2,207,"[39, 207, 536, 554, 651, 653]",SUKT.tsv
clarkson's,1,213,"[212, 213, 228, 239]",SUKT.tsv
oldest,1,212,"[208, 212, 213]",SUKT.tsv
the impression,2,221,"[66, 221]",SUKT.tsv
be quite,2,221,"[70, 106, 187, 221, 433, 611, 651, 653, 801, 859, 972, 1054, 1064, 1126]",SUKT.tsv
be actually,2,221,"[70, 221, 286]",SUKT.tsv
he be,2,221,"[92, 124, 180, 216, 221, 241, 286, 327, 979, 1032, 1064]",SUKT.tsv
old,1,243,"[221, 223, 236, 240, 243, 261, 421, 1166]",SUKT.tsv
don't think he,3,657,"[221, 657]",SUKT.tsv
i don't think,3,728,"[221, 728, 862]",SUKT.tsv
think he,2,999,"[221, 999]",SUKT.tsv
be just,2,223,"[114, 223, 250, 402, 567, 613, 644, 845, 847, 1222, 1251]",SUKT.tsv
whereas,1,228,"[223, 228, 250, 613]",SUKT.tsv
i reckon,2,226,"[216, 226]",SUKT.tsv
about that,2,268,"[226, 268, 954]",SUKT.tsv
i be,2,230,"[49, 70, 87, 114, 230, 312, 392, 433, 521, 644, 707, 845, 847, 956, 1064, 1070, 1124, 1158, 1222, 1251]",SUKT.tsv
sort of,2,230,"[119, 147, 230, 240, 243, 304, 355, 378, 454, 531, 533, 536, 558, 572, 577, 622, 801, 1060]",SUKT.tsv
yeah i,2,391,"[230, 331, 391, 413, 438, 533, 757, 909, 956, 1064, 1075, 1080, 1154, 1224]",SUKT.tsv
fifties,1,777,"[230, 777]",SUKT.tsv
yeah i be gonna say,5,956,"[230, 956]",SUKT.tsv
hammond's,1,233,"[195, 233]",SUKT.tsv
hm,1,236,"[17, 122, 236, 357, 434, 547, 549, 581, 618, 619, 622, 673, 675, 695, 770, 819, 850, 877, 927, 1120, 1181]",SUKT.tsv
he's,1,236,"[19, 21, 175, 204, 208, 225, 236, 240, 313, 321, 323, 402, 584, 620, 774, 776, 777, 1002, 1013, 1060, 1064, 1073, 1129, 1145, 1147, 1205, 1208]",SUKT.tsv
he's probably,2,236,"[225, 236]",SUKT.tsv
not that,2,622,"[236, 622]",SUKT.tsv
could,1,238,"[68, 238, 366, 677, 685, 686, 687, 718, 722, 760, 788, 1096, 1101, 1110, 1157, 1204]",SUKT.tsv
be a,2,238,"[49, 79, 238, 327, 385, 396, 413, 746, 756, 800, 844, 871, 879, 984, 1079, 1142, 1200, 1225]",SUKT.tsv
a lot,2,269,"[238, 269, 271, 350, 523, 529, 533, 857, 1036, 1064]",SUKT.tsv
lot,1,661,"[238, 350, 661, 1036]",SUKT.tsv
know,1,240,"[26, 99, 103, 177, 240, 251, 259, 315, 378, 413, 465, 471, 506, 531, 554, 571, 692, 699, 824, 825, 826, 956, 963, 1019, 1094, 1097, 1154, 1163, 1216, 1234]",SUKT.tsv
but but,2,449,"[240, 449]",SUKT.tsv
we're,1,242,"[112, 242, 706]",SUKT.tsv
go on,2,995,"[242, 852, 995]",SUKT.tsv
be very good,3,266,"[64, 99, 117, 266]",SUKT.tsv
that be,2,266,"[170, 173, 251, 266, 281, 297, 299, 484, 490, 492, 500, 528, 548, 552, 622, 756, 803, 807, 859, 1200]",SUKT.tsv
be very,2,64,"[39, 64, 99, 117, 266, 516, 661]",SUKT.tsv
alright,1,356,"[275, 315, 356, 415, 430, 580, 747, 880, 926, 1085, 1249]",SUKT.tsv
you want them,3,674,"[277, 674]",SUKT.tsv
i get,2,279,"[66, 279]",SUKT.tsv
oh i,2,859,"[279, 506, 859, 1110, 1124, 1141, 1166]",SUKT.tsv
be it,2,419,"[281, 419, 731, 743, 803, 1018, 1194]",SUKT.tsv
i'm gonna,2,504,"[285, 302, 307, 310, 504, 1039, 1165, 1216, 1251]",SUKT.tsv
think you,2,288,"[68, 288, 378, 390, 598, 1221]",SUKT.tsv
floor bread,2,288,"[287, 288, 296, 305, 311]",SUKT.tsv
floor,1,293,"[288, 293, 294, 296, 305, 311, 701]",SUKT.tsv
have floor bread,3,296,"[288, 296]",SUKT.tsv
i think you,3,378,"[288, 378, 390, 391, 503, 598]",SUKT.tsv
i think you should,4,503,"[288, 503]",SUKT.tsv
bread,1,678,"[287, 288, 296, 305, 310, 311, 577, 678, 681, 682, 816]",SUKT.tsv
put,1,302,"[9, 302, 305, 330, 572, 703, 883, 908, 915, 991, 1039, 1083, 1162, 1205]",SUKT.tsv
as well,2,302,"[66, 271, 302, 310, 322, 333, 391, 454, 718, 764, 896, 1147, 1251]",SUKT.tsv
um so,2,302,"[68, 302, 331]",SUKT.tsv
there aren't,2,517,"[302, 517]",SUKT.tsv
toast,1,681,"[302, 333, 475, 680, 681, 806, 812, 813]",SUKT.tsv
help,1,718,"[302, 347, 480, 718]",SUKT.tsv
there be,2,800,"[302, 305, 331, 347, 413, 690, 746, 800, 879, 939, 1079, 1094, 1095]",SUKT.tsv
put some,2,908,"[302, 908]",SUKT.tsv
gonna put,2,915,"[302, 915, 1039]",SUKT.tsv
use,1,305,"[22, 305, 469, 471, 661, 812, 814, 896, 1107, 1213]",SUKT.tsv
but not,2,305,"[119, 305, 307]",SUKT.tsv
have the,2,305,"[287, 297, 305, 411]",SUKT.tsv
there's that,2,467,"[305, 467]",SUKT.tsv
anything,1,352,"[305, 307, 352, 354, 355, 467, 842, 1054]",SUKT.tsv
i've,1,468,"[305, 307, 468, 475, 499, 520, 645, 721, 728, 729, 737, 986, 991, 1103, 1107, 1158, 1171, 1173, 1196]",SUKT.tsv
open,1,448,"[305, 307, 368, 448, 739, 1077, 1085, 1087]",SUKT.tsv
not do,2,1059,"[307, 1059]",SUKT.tsv
joke,1,315,"[312, 315, 940, 945]",SUKT.tsv
i know,2,413,"[315, 413, 554, 571, 699, 825, 963, 1154]",SUKT.tsv
of the,2,317,"[293, 317, 439, 440, 464, 484, 559, 613, 626, 664, 843, 1038, 1077, 1138]",SUKT.tsv
out of,2,707,"[317, 707, 1096]",SUKT.tsv
move,1,338,"[317, 338, 1021, 1029]",SUKT.tsv
you see,2,319,"[27, 172, 319]",SUKT.tsv
disturb,1,319,"[304, 319, 625, 1223]",SUKT.tsv
angry,1,323,"[320, 322, 323, 325, 327]",SUKT.tsv
angry bird,2,327,"[320, 325, 327]",SUKT.tsv
i mean,2,331,"[83, 89, 103, 114, 331, 438, 548, 554, 760, 963, 1110, 1113]",SUKT.tsv
kind of,2,331,"[103, 114, 124, 243, 304, 331, 500, 533, 544, 736, 744, 788, 918, 994, 1054, 1147]",SUKT.tsv
so yeah,2,331,"[123, 331]",SUKT.tsv
yeah i mean,3,438,"[331, 438]",SUKT.tsv
mean,1,440,"[331, 399, 440, 445, 449, 548, 554, 678, 760, 891, 892, 894, 898, 900, 902, 961, 963, 1110, 1113]",SUKT.tsv
be kind of,3,500,"[331, 500]",SUKT.tsv
kind,1,1106,"[243, 331, 533, 736, 744, 918, 994, 1054, 1106, 1147]",SUKT.tsv
i'll have,2,333,"[296, 303, 333, 352]",SUKT.tsv
things,1,333,"[241, 333, 378, 554, 661, 762, 792, 837, 838, 841, 843, 849, 857, 1171, 1213]",SUKT.tsv
that's that's,2,342,"[5, 103, 342]",SUKT.tsv
mine,1,414,"[342, 414]",SUKT.tsv
that's mine,2,511,"[342, 511]",SUKT.tsv
yep,1,566,"[345, 353, 565, 566, 644, 719, 1050]",SUKT.tsv
simple,1,349,"[103, 349]",SUKT.tsv
you don't,2,351,"[43, 77, 110, 351, 409, 456, 458, 467, 469, 571, 676, 760, 1118, 1166]",SUKT.tsv
what you,2,351,"[304, 351, 506]",SUKT.tsv
leave,1,666,"[351, 666, 676, 701, 1112, 1118]",SUKT.tsv
sandwich,1,927,"[351, 874, 927, 930, 933, 934, 938, 988, 991, 1087]",SUKT.tsv
sausage,1,355,"[150, 154, 355, 571, 586, 588, 590, 1126, 1130, 1131]",SUKT.tsv
long,1,862,"[355, 862, 1051, 1053, 1054, 1060]",SUKT.tsv
give it,2,856,"[360, 361, 856, 1205]",SUKT.tsv
i could,2,677,"[366, 677, 685, 686, 718, 1101]",SUKT.tsv
thank,1,368,"[5, 368, 787, 1025]",SUKT.tsv
thank you,2,368,"[31, 368, 787, 1025, 1105]",SUKT.tsv
mother,1,368,"[364, 367, 368]",SUKT.tsv
phone,1,368,"[367, 368, 411, 412, 439, 499, 506, 548, 557]",SUKT.tsv
card,1,374,"[368, 374, 377]",SUKT.tsv
i do,2,438,"[368, 438, 606, 757, 812, 883, 1073, 1091]",SUKT.tsv
i haven't,2,368,"[339, 368, 438, 468, 506, 1152]",SUKT.tsv
yesterday and,2,1107,"[368, 1107]",SUKT.tsv
thing,1,384,"[124, 249, 259, 379, 384, 397, 439, 454, 467, 471, 497, 536, 548, 650, 733, 734, 788, 1215, 1226, 1239]",SUKT.tsv
first,1,390,"[46, 208, 252, 388, 390, 454, 524, 554, 1158, 1160]",SUKT.tsv
i think you say,4,391,"[390, 391]",SUKT.tsv
mm i,2,718,"[390, 654, 718, 764, 1091]",SUKT.tsv
buy,1,427,"[392, 427, 540, 542, 1091, 1151, 1153]",SUKT.tsv
don't wanna,2,396,"[92, 396, 911]",SUKT.tsv
would be,2,396,"[39, 396, 536, 651, 653, 904, 909, 1242]",SUKT.tsv
anyone,1,473,"[396, 473, 579, 865]",SUKT.tsv
house,1,389,"[312, 385, 388, 389, 397, 399, 400, 401, 699, 706, 868]",SUKT.tsv
do you mean,3,440,"[399, 440, 449]",SUKT.tsv
you mean,2,445,"[399, 445, 449, 678, 898, 961]",SUKT.tsv
yes,1,403,"[39, 141, 276, 369, 403, 420, 512, 590, 670, 791, 881, 894, 895, 900, 1058, 1144, 1235, 1251]",SUKT.tsv
generally,1,554,"[407, 408, 554]",SUKT.tsv
mine's,1,454,"[410, 454]",SUKT.tsv
different,1,558,"[410, 558, 584, 626, 760]",SUKT.tsv
second,1,473,"[72, 473, 475]",SUKT.tsv
so you,2,475,"[77, 475, 961]",SUKT.tsv
i've get,2,1103,"[475, 1103, 1107, 1171]",SUKT.tsv
that's not,2,482,"[480, 482, 622, 813, 1091]",SUKT.tsv
that you,2,506,"[68, 506, 533, 704, 979, 1149]",SUKT.tsv
need to,2,506,"[75, 367, 456, 458, 467, 469, 506, 631, 664, 1238]",SUKT.tsv
need,1,506,"[75, 77, 130, 367, 456, 458, 467, 469, 506, 631, 664, 1238]",SUKT.tsv
you know,2,99,"[26, 99, 251, 259, 378, 465, 506, 1234]",SUKT.tsv
ring,1,506,"[112, 506]",SUKT.tsv
know what,2,1097,"[26, 506, 1097, 1216]",SUKT.tsv
i i,2,531,"[70, 114, 241, 369, 422, 424, 425, 531, 548, 761, 847, 1073]",SUKT.tsv
i i don't,3,531,"[114, 531]",SUKT.tsv
i don't know,3,531,"[471, 531, 692, 956, 1019, 1094, 1097, 1163, 1216]",SUKT.tsv
a lot of,3,533,"[271, 523, 529, 533, 857, 1064]",SUKT.tsv
eat,1,533,"[352, 529, 533, 676, 1041, 1166]",SUKT.tsv
lot of,2,661,"[533, 661, 1064]",SUKT.tsv
something,1,561,"[68, 117, 170, 177, 241, 369, 467, 468, 471, 490, 497, 561, 564, 565, 584, 650, 666, 669, 701, 709, 724, 790, 844, 898, 1094, 1238]",SUKT.tsv
