Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
so that's,2,258,"[230, 258]",SM6J.tsv
and we,2,328,"[230, 234, 328, 330, 558, 584]",SM6J.tsv
look at,2,213,"[207, 213, 234]",SM6J.tsv
and they be,3,470,"[235, 470]",SM6J.tsv
not really,2,258,"[241, 258]",SM6J.tsv
doesn't it,2,281,"[253, 281]",SM6J.tsv
not a,2,416,"[272, 416]",SM6J.tsv
be all,2,378,"[287, 378, 479]",SM6J.tsv
last,1,418,"[287, 418]",SM6J.tsv
know it be,3,308,"[204, 308, 312]",SM6J.tsv
be a bite,3,308,"[213, 308, 312]",SM6J.tsv
unify,1,315,"[303, 315]",SM6J.tsv
like one,2,461,"[315, 461]",SM6J.tsv
be nice,2,339,"[206, 339]",SM6J.tsv
row and row and row,5,375,"[365, 375]",SM6J.tsv
know when,2,382,"[285, 382]",SM6J.tsv
eight,1,415,"[388, 415]",SM6J.tsv
twenty eight thousand,3,415,"[399, 415]",SM6J.tsv
a year,2,416,"[415, 416]",SM6J.tsv
look nice,2,431,"[336, 431]",SM6J.tsv
all that,2,439,"[202, 383, 439]",SM6J.tsv
on a,2,601,"[439, 601]",SM6J.tsv
you should,2,492,"[401, 492, 500]",SM6J.tsv
where do you,3,492,"[470, 492, 510]",SM6J.tsv
be something,2,500,"[324, 500]",SM6J.tsv
where you're,2,505,"[500, 505]",SM6J.tsv
comfortable,1,526,"[336, 526]",SM6J.tsv
most comfortable,2,526,"[505, 526]",SM6J.tsv
most at home,3,530,"[505, 530]",SM6J.tsv
they be there,3,580,"[369, 580]",SM6J.tsv
saint helena,2,602,"[601, 602]",SM6J.tsv
don't want,2,609,"[463, 467, 609]",SM6J.tsv
it it,2,615,"[206, 393, 615]",SM6J.tsv
when you,2,575,"[72, 396, 575]",SM6J.tsv
that sort of,3,202,"[74, 202]",SM6J.tsv
get that,2,418,"[74, 418]",SM6J.tsv
and you,2,374,"[76, 103, 129, 149, 374]",SM6J.tsv
actually,1,198,"[96, 135, 149, 167, 198, 219, 290, 398]",SM6J.tsv
know it,2,204,"[96, 204]",SM6J.tsv
about the,2,514,"[99, 182, 514]",SM6J.tsv
that's not,2,258,"[103, 258, 514]",SM6J.tsv
they're not,2,357,"[103, 357]",SM6J.tsv
when they're,2,376,"[103, 376]",SM6J.tsv
well we,2,391,"[117, 391]",SM6J.tsv
then you,2,340,"[119, 340]",SM6J.tsv
the the,2,340,"[127, 340, 367]",SM6J.tsv
in the in,3,371,"[127, 371]",SM6J.tsv
be just,2,540,"[129, 137, 540]",SM6J.tsv
would've,1,590,"[129, 590]",SM6J.tsv
garden be,2,213,"[135, 213]",SM6J.tsv
go into the,3,340,"[139, 340]",SM6J.tsv
they've,1,378,"[139, 378]",SM6J.tsv
go into,2,383,"[139, 383]",SM6J.tsv
house be,2,347,"[149, 255, 346, 347]",SM6J.tsv
cos i,2,495,"[161, 495]",SM6J.tsv
mm mm mm,3,276,"[165, 276]",SM6J.tsv
probably,1,198,"[170, 198, 391, 406, 407, 449, 460]",SM6J.tsv
they didn't,2,385,"[175, 385]",SM6J.tsv
you wouldn't have,3,200,"[199, 200]",SM6J.tsv
you have,2,227,"[205, 227, 396]",SM6J.tsv
if you,2,401,"[207, 401, 531]",SM6J.tsv
be pretty,2,342,"[219, 342]",SM6J.tsv
build,1,221,"[220, 221, 243, 257, 378, 385, 391, 409]",SM6J.tsv
all build,2,378,"[221, 378]",SM6J.tsv
history,1,326,"[223, 239, 326]",SM6J.tsv
the first,2,270,"[244, 265, 269, 270, 278]",SM6J.tsv
five,1,418,"[244, 246, 418, 590]",SM6J.tsv
sixteen,1,260,"[248, 259, 260, 264, 270, 273, 274, 275, 278, 290]",SM6J.tsv
in the late,3,328,"[252, 255, 328]",SM6J.tsv
eighteen,1,258,"[257, 258, 328, 388]",SM6J.tsv
sixty,1,590,"[257, 590]",SM6J.tsv
be sixteen,2,270,"[259, 270, 274, 278]",SM6J.tsv
hundreds,1,328,"[259, 328]",SM6J.tsv
haven't get,2,447,"[261, 447, 471]",SM6J.tsv
sixteen 0,2,273,"[260, 264, 270, 273, 278, 290]",SM6J.tsv
jacobian,1,275,"[258, 275, 276]",SM6J.tsv
and then it,3,425,"[275, 425]",SM6J.tsv
then it,2,425,"[275, 425]",SM6J.tsv
it's jacobian,2,277,"[258, 277]",SM6J.tsv
then it's jacobian,3,277,"[276, 277]",SM6J.tsv
to know,2,285,"[277, 285, 286]",SM6J.tsv
act of union,3,292,"[260, 285, 292]",SM6J.tsv
scotland,1,292,"[264, 270, 285, 292]",SM6J.tsv
england,1,292,"[270, 292]",SM6J.tsv
and england,2,292,"[285, 292]",SM6J.tsv
something like that,3,592,"[323, 592]",SM6J.tsv
do that,2,327,"[326, 327]",SM6J.tsv
very erm,2,474,"[337, 474]",SM6J.tsv
thirties,1,344,"[340, 342, 344, 346, 347, 353, 383]",SM6J.tsv
twenties,1,346,"[340, 346, 379, 380, 383]",SM6J.tsv
windows,1,354,"[336, 354, 356]",SM6J.tsv
bay windows,2,354,"[353, 354, 356, 357]",SM6J.tsv
oh no i,3,356,"[349, 356]",SM6J.tsv
yes well,2,495,"[366, 495]",SM6J.tsv
terrace,1,377,"[376, 377]",SM6J.tsv
we're not,2,514,"[377, 514]",SM6J.tsv
we're,1,514,"[377, 514]",SM6J.tsv
high ceilings,2,379,"[378, 379, 381]",SM6J.tsv
the twenties,2,383,"[379, 383]",SM6J.tsv
i think it,3,393,"[390, 393]",SM6J.tsv
medieval,1,392,"[217, 392]",SM6J.tsv
almost,1,393,"[392, 393]",SM6J.tsv
you take,2,402,"[288, 402]",SM6J.tsv
probably not,2,407,"[406, 407]",SM6J.tsv
now i,2,601,"[410, 601]",SM6J.tsv
no no no,3,417,"[397, 417]",SM6J.tsv
in your,2,532,"[420, 520, 532]",SM6J.tsv
but you've,2,469,"[418, 469]",SM6J.tsv
essex,1,469,"[467, 469, 470, 471, 473, 479]",SM6J.tsv
accent,1,474,"[471, 474]",SM6J.tsv
i identify with,3,498,"[495, 498]",SM6J.tsv
identify with,2,501,"[495, 501, 510]",SM6J.tsv
where would you,3,531,"[501, 531]",SM6J.tsv
that's where,2,525,"[505, 525, 567]",SM6J.tsv
no well,2,537,"[310, 537]",SM6J.tsv
i'd,1,537,"[461, 499, 537]",SM6J.tsv
i'd go to,3,537,"[534, 537]",SM6J.tsv
go to cyprus,3,556,"[537, 556]",SM6J.tsv
think they,2,549,"[303, 549]",SM6J.tsv
