Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
much,1,816,"[71, 432, 468, 556, 816, 871, 1059, 1095, 1434, 1445, 1465, 1467, 1522, 1560]",S8JW.tsv
do that,2,626,"[71, 316, 335, 391, 626, 676, 895, 1427]",S8JW.tsv
that much,2,1059,"[71, 1059, 1095, 1445]",S8JW.tsv
don't even,2,1379,"[71, 1379]",S8JW.tsv
toe,1,75,"[72, 75]",S8JW.tsv
buy,1,1171,"[75, 964, 1171, 1228, 1370, 1376]",S8JW.tsv
months,1,267,"[79, 267, 268]",S8JW.tsv
six,1,922,"[79, 922, 1518, 1547]",S8JW.tsv
bad,1,146,"[82, 146, 1367, 1375, 1432, 1433]",S8JW.tsv
in a,2,94,"[63, 94, 143, 371, 523, 615, 713, 863, 1092, 1120, 1121]",S8JW.tsv
that's,1,94,"[39, 94, 166, 172, 183, 215, 223, 227, 234, 273, 282, 283, 303, 310, 312, 335, 364, 399, 405, 439, 444, 455, 458, 494, 496, 521, 639, 698, 699, 702, 728, 735, 782, 800, 848, 870, 926, 968, 969, 1008, 1016, 1070, 1077, 1130, 1167, 1238, 1245, 1264, 1337, 1378, 1388, 1389, 1391, 1430, 1434, 1452, 1520]",S8JW.tsv
a minute,2,94,"[92, 94, 673]",S8JW.tsv
minute,1,832,"[92, 94, 832]",S8JW.tsv
oh yeah,2,99,"[51, 99, 152, 202, 287, 546, 555, 676, 1102, 1160, 1194]",S8JW.tsv
well,1,105,"[27, 34, 58, 81, 105, 161, 167, 175, 192, 197, 238, 291, 292, 308, 312, 319, 348, 360, 418, 444, 455, 456, 464, 502, 571, 601, 607, 647, 675, 702, 703, 718, 741, 760, 770, 796, 879, 947, 978, 1009, 1039, 1056, 1066, 1083, 1090, 1103, 1150, 1189, 1201, 1210, 1289, 1309, 1313, 1360, 1422, 1457, 1495, 1507, 1515, 1556]",S8JW.tsv
better,1,161,"[105, 161, 167, 1132, 1289, 1427]",S8JW.tsv
probably,1,544,"[105, 352, 544, 788, 861, 943, 1081, 1107, 1169, 1180, 1280, 1282, 1379]",S8JW.tsv
he's,1,188,"[105, 188, 298, 567, 755, 757, 758, 761, 765, 769, 770, 853, 865, 881, 886, 909, 924, 929, 1377]",S8JW.tsv
what i,2,1070,"[105, 1070, 1130, 1238]",S8JW.tsv
day,1,110,"[44, 110, 115, 287, 392, 403, 405, 408, 474, 484, 486, 504, 873, 899, 1339, 1446, 1496, 1498]",S8JW.tsv
box,1,1040,"[110, 115, 310, 312, 1040, 1376]",S8JW.tsv
yeah yeah,2,140,"[116, 140, 149, 168, 214, 331, 458, 546, 776, 1064, 1123, 1326, 1433, 1453]",S8JW.tsv
quite nice,2,118,"[44, 113, 117, 118, 567, 1079, 1341]",S8JW.tsv
quite,1,118,"[29, 44, 55, 113, 117, 118, 139, 143, 170, 208, 296, 308, 324, 329, 340, 358, 364, 377, 392, 399, 417, 435, 439, 446, 448, 496, 550, 563, 567, 577, 578, 594, 598, 619, 625, 663, 698, 744, 782, 785, 790, 832, 896, 926, 1008, 1050, 1055, 1058, 1060, 1065, 1079, 1087, 1115, 1134, 1139, 1341, 1395, 1413, 1422, 1432, 1464, 1490, 1498]",S8JW.tsv
nice,1,118,"[44, 113, 117, 118, 148, 149, 354, 404, 412, 474, 520, 550, 567, 623, 625, 786, 791, 796, 946, 1003, 1079, 1090, 1151, 1155, 1184, 1280, 1341, 1346]",S8JW.tsv
have any,2,211,"[129, 211, 319, 321, 571]",S8JW.tsv
do you,2,244,"[129, 244, 352, 465, 505, 515, 592, 766, 978, 999, 1295, 1326, 1445, 1448, 1471, 1477, 1481]",S8JW.tsv
excellent,1,1159,"[129, 851, 901, 1159, 1463]",S8JW.tsv
you have,2,360,"[129, 360, 465, 486, 1260, 1268, 1448, 1518]",S8JW.tsv
be it,2,139,"[39, 83, 139, 230, 340, 341, 359, 394, 426, 447, 448, 640, 659, 754, 756, 823, 829, 943, 1153, 1170, 1180, 1254, 1260, 1358, 1447, 1496, 1523]",S8JW.tsv
mad,1,378,"[139, 378]",S8JW.tsv
one,1,147,"[62, 147, 290, 318, 321, 380, 392, 399, 408, 458, 486, 491, 513, 547, 564, 594, 664, 685, 729, 761, 765, 873, 899, 925, 937, 948, 949, 962, 987, 1067, 1083, 1101, 1103, 1104, 1117, 1256, 1266, 1279, 1316, 1339, 1380, 1413, 1476, 1505, 1510, 1512, 1514]",S8JW.tsv
of this,2,947,"[147, 947]",S8JW.tsv
be like,2,166,"[27, 53, 63, 98, 161, 166, 170, 266, 324, 357, 368, 378, 458, 474, 489, 519, 530, 609, 773, 780, 781, 814, 854, 1025, 1049, 1051, 1101, 1145, 1180, 1282, 1327, 1329, 1343, 1353, 1404, 1424, 1433, 1437, 1452, 1458, 1459, 1465]",S8JW.tsv
that's what,2,223,"[166, 223, 227, 312, 455, 494, 728, 735, 1016, 1070, 1130, 1245]",S8JW.tsv
would be,2,431,"[166, 431, 735, 843, 1055, 1058, 1395, 1560]",S8JW.tsv
would,1,292,"[166, 292, 353, 431, 663, 735, 828, 837, 838, 839, 843, 953, 958, 999, 1045, 1055, 1058, 1061, 1107, 1376, 1395, 1396, 1403, 1534, 1560]",S8JW.tsv
that's what my,3,1016,"[166, 1016]",S8JW.tsv
oh well,2,167,"[34, 167, 175, 1039, 1495]",S8JW.tsv
like oh,2,167,"[53, 167, 234, 519, 780, 781, 1180, 1266, 1454, 1478]",S8JW.tsv
well you better be,4,167,"[161, 167]",S8JW.tsv
something,1,179,"[167, 179, 242, 271, 324, 458, 607, 621, 647, 771, 847, 899, 938, 955, 1056, 1094, 1248, 1254, 1258, 1262, 1264, 1282, 1289, 1364, 1461, 1497]",S8JW.tsv
well you,2,167,"[81, 161, 167, 360, 607, 978, 1009]",S8JW.tsv
when you,2,1024,"[167, 1024, 1093]",S8JW.tsv
be here,2,179,"[169, 179]",S8JW.tsv
apart from,2,1045,"[169, 301, 1045]",S8JW.tsv
at least,2,1268,"[169, 392, 1268, 1421]",S8JW.tsv
mince pie,2,182,"[156, 182]",S8JW.tsv
you've get,2,1101,"[184, 698, 1101, 1117]",S8JW.tsv
get some,2,256,"[184, 256, 368, 650, 1063, 1139, 1362, 1415]",S8JW.tsv
yeah mm,2,642,"[202, 624, 642, 1129]",S8JW.tsv
it's quite,2,208,"[29, 113, 117, 208, 1050, 1087]",S8JW.tsv
that's a,2,800,"[215, 800]",S8JW.tsv
go,1,220,"[41, 123, 143, 152, 161, 220, 246, 254, 268, 291, 303, 314, 321, 344, 368, 378, 458, 491, 500, 540, 550, 556, 559, 630, 639, 673, 679, 695, 709, 739, 757, 849, 861, 904, 906, 999, 1028, 1035, 1061, 1075, 1125, 1149, 1179, 1228, 1314, 1376, 1454, 1456, 1467, 1473, 1475, 1505]",S8JW.tsv
to go,2,220,"[161, 220, 303, 491, 1035, 1125, 1228]",S8JW.tsv
need to,2,357,"[220, 305, 357, 739, 943, 1315]",S8JW.tsv
need,1,1435,"[220, 305, 357, 1315, 1435, 1547, 1550]",S8JW.tsv
have some,2,222,"[80, 222, 865, 1139, 1448, 1475]",S8JW.tsv
it have,2,222,"[146, 222, 432, 474, 596, 615, 902, 1185]",S8JW.tsv
hash brown,2,248,"[222, 248]",S8JW.tsv
do it,2,371,"[222, 371, 615, 662, 883, 1024, 1127, 1214, 1556]",S8JW.tsv
egg,1,246,"[226, 228, 246, 248]",S8JW.tsv
bake bean,2,230,"[207, 230, 241, 242]",S8JW.tsv
pizza,1,230,"[207, 209, 229, 230, 238, 258, 350, 351]",S8JW.tsv
it just,2,689,"[230, 412, 689, 893]",S8JW.tsv
normal,1,996,"[230, 996, 1002, 1045]",S8JW.tsv
okay,1,235,"[8, 235, 261, 315, 317, 372, 473, 587, 661, 950, 968, 978, 981, 993, 1015, 1238, 1354, 1355, 1490, 1491, 1562, 1563]",S8JW.tsv
oh okay,2,315,"[261, 315, 372, 473, 661, 1490]",S8JW.tsv
alright,1,273,"[80, 273, 500, 578, 591, 633, 843, 853, 1078, 1190, 1328, 1427]",S8JW.tsv
baby,1,280,"[206, 264, 266, 271, 280]",S8JW.tsv
baby and,2,280,"[271, 280]",S8JW.tsv
yeah we,2,413,"[280, 413, 466, 491, 1452]",S8JW.tsv
almost,1,1077,"[280, 1077, 1107]",S8JW.tsv
fine,1,568,"[282, 568, 574, 968]",S8JW.tsv
nearly,1,287,"[55, 65, 287]",S8JW.tsv
my mum,2,724,"[287, 312, 322, 494, 724, 889, 918, 1508]",S8JW.tsv
i don't,2,289,"[218, 289, 351, 431, 441, 550, 662, 694, 738, 739, 883, 886, 902, 949, 1166, 1168, 1213, 1250, 1258, 1379, 1412]",S8JW.tsv
yeah i don't,3,883,"[289, 883]",S8JW.tsv
yeah i,2,395,"[289, 301, 395, 676, 844, 883, 1057, 1061, 1081, 1113, 1238, 1517]",S8JW.tsv
there be,2,291,"[13, 14, 80, 143, 291, 333, 488, 607, 814, 830, 1066, 1101, 1234, 1431]",S8JW.tsv
come,1,291,"[158, 159, 160, 234, 260, 291, 472, 691, 695, 724, 735, 873, 903, 1042, 1168, 1289, 1391, 1432, 1456]",S8JW.tsv
but it be,3,568,"[291, 568, 739, 832, 1433]",S8JW.tsv
be go,2,673,"[291, 673, 1149, 1314, 1467]",S8JW.tsv
go on,2,739,"[291, 739, 1075, 1149, 1376]",S8JW.tsv
that but,2,830,"[291, 830, 889, 975, 1009, 1066]",S8JW.tsv
as well,2,291,"[27, 192, 238, 291, 308, 444, 601, 647, 675, 741, 1090, 1103, 1289, 1556]",S8JW.tsv
be go on,3,1149,"[291, 1149]",S8JW.tsv
but it,2,1369,"[291, 1369, 1433]",S8JW.tsv
that be,2,293,"[24, 55, 196, 234, 292, 293, 392, 401, 417, 984, 1049, 1101, 1375, 1422, 1452, 1459, 1463, 1498, 1505, 1506, 1531]",S8JW.tsv
be the,2,293,"[241, 293, 330, 502, 523, 1203, 1234, 1502, 1505]",S8JW.tsv
of it,2,293,"[174, 293, 435, 770, 1103, 1256, 1415]",S8JW.tsv
sort of,2,296,"[18, 55, 63, 67, 98, 123, 158, 165, 179, 271, 296, 394, 405, 423, 526, 529, 563, 599, 615, 621, 623, 627, 698, 722, 861, 873, 879, 883, 1061, 1087, 1100, 1123, 1130, 1202, 1349, 1353, 1415, 1431, 1467]",S8JW.tsv
be quite,2,296,"[44, 55, 143, 296, 308, 324, 358, 377, 392, 417, 448, 563, 832, 896, 1058, 1065, 1134, 1341, 1395, 1422, 1432, 1464, 1498]",S8JW.tsv
really,1,241,"[53, 133, 241, 296, 301, 305, 312, 322, 324, 338, 352, 354, 364, 368, 441, 453, 474, 510, 513, 550, 578, 628, 631, 664, 708, 774, 906, 928, 1055, 1057, 1060, 1069, 1071, 1076, 1081, 1083, 1090, 1095, 1100, 1121, 1125, 1178, 1180, 1198, 1201, 1210, 1213, 1324, 1339, 1367, 1375, 1376, 1404, 1412, 1422]",S8JW.tsv
cos,1,296,"[53, 113, 117, 138, 161, 170, 268, 290, 296, 298, 301, 324, 335, 378, 397, 510, 513, 554, 626, 650, 664, 706, 709, 711, 770, 815, 857, 869, 873, 883, 1071, 1139, 1208, 1210, 1256, 1312, 1314, 1315, 1376, 1382, 1416, 1427, 1465, 1490, 1529, 1547, 1556]",S8JW.tsv
think,1,108,"[55, 102, 108, 127, 143, 165, 216, 218, 290, 296, 301, 334, 335, 337, 351, 352, 354, 378, 391, 399, 426, 427, 448, 452, 484, 488, 502, 527, 550, 561, 563, 564, 594, 611, 636, 660, 662, 671, 681, 695, 728, 735, 751, 753, 861, 867, 886, 896, 906, 924, 1001, 1045, 1055, 1057, 1061, 1069, 1070, 1081, 1083, 1100, 1190, 1214, 1238, 1239, 1241, 1245, 1248, 1306, 1339, 1356, 1368, 1379, 1395, 1422, 1431, 1529, 1532, 1564]",S8JW.tsv
i think,2,296,"[102, 108, 296, 301, 334, 335, 337, 354, 391, 399, 426, 427, 448, 452, 484, 488, 502, 527, 594, 611, 660, 662, 681, 753, 867, 906, 924, 1001, 1045, 1069, 1081, 1100, 1190, 1238, 1239, 1241, 1248, 1356, 1379, 1395, 1529]",S8JW.tsv
she be,2,296,"[27, 160, 161, 296, 324]",S8JW.tsv
it's like,2,296,"[172, 276, 296, 673, 710, 718, 719, 724, 928, 1117, 1266, 1308, 1477]",S8JW.tsv
think it be,3,561,"[296, 561, 564, 1339]",S8JW.tsv
feel,1,296,"[218, 246, 296, 301, 708, 1301, 1402]",S8JW.tsv
think it,2,896,"[296, 334, 561, 564, 896, 1055, 1069, 1214, 1339]",S8JW.tsv
like just,2,1125,"[296, 324, 1125]",S8JW.tsv
stuff,1,119,"[11, 119, 298, 433, 698, 749, 771, 777, 818, 865, 867, 869, 886, 889, 1087, 1091, 1187]",S8JW.tsv
have a,2,298,"[44, 150, 156, 204, 207, 298, 465, 636, 689, 739, 778, 819, 840, 948, 978, 1074, 1096, 1141, 1454, 1477, 1496, 1498]",S8JW.tsv
heart,1,298,"[102, 298]",S8JW.tsv
he's just,2,765,"[298, 765, 929]",S8JW.tsv
cos he's,2,770,"[298, 770]",S8JW.tsv
and stuff,2,298,"[119, 298, 433, 698, 1087]",S8JW.tsv
of like,2,301,"[67, 154, 179, 301, 385, 423, 698, 905, 1087, 1200, 1416]",S8JW.tsv
kind of like,3,301,"[154, 301, 1200]",S8JW.tsv
house,1,301,"[271, 301, 491, 698, 703, 721, 729, 814, 1221]",S8JW.tsv
a lot,2,301,"[265, 301, 435, 698, 702, 857, 869, 1087, 1329, 1376, 1397, 1435, 1559]",S8JW.tsv
in the house,3,721,"[301, 721]",S8JW.tsv
able to,2,735,"[301, 735]",S8JW.tsv
can't,1,371,"[301, 305, 371, 696, 766, 909, 1071, 1121, 1200, 1210, 1416, 1418, 1431, 1547, 1565]",S8JW.tsv
to do,2,357,"[301, 305, 357, 371, 648, 676, 814, 865, 867, 1427]",S8JW.tsv
cos he,2,815,"[301, 815, 873]",S8JW.tsv
anything,1,1061,"[301, 324, 456, 904, 1061]",S8JW.tsv
can't really,2,1210,"[301, 1210]",S8JW.tsv
have to go,3,303,"[161, 303, 491, 1228]",S8JW.tsv
walk,1,303,"[119, 198, 303, 488]",S8JW.tsv
have to,2,303,"[95, 161, 303, 360, 366, 371, 381, 486, 490, 491, 492, 495, 1154, 1228, 1260, 1262, 1268, 1518]",S8JW.tsv
but that,2,303,"[234, 303, 780, 830, 1335, 1532]",S8JW.tsv
they have,2,1139,"[303, 556, 1139]",S8JW.tsv
do all,2,408,"[305, 408]",S8JW.tsv
all the,2,723,"[305, 554, 723, 818, 857, 886, 1028, 1130]",S8JW.tsv
with the,2,310,"[271, 310, 1159, 1512]",S8JW.tsv
that bite,2,330,"[310, 330, 626, 1085]",S8JW.tsv
for that,2,491,"[310, 491, 1465]",S8JW.tsv
be you,2,527,"[310, 527, 1422]",S8JW.tsv
and the,2,722,"[310, 722, 1190, 1452]",S8JW.tsv
be on,2,1360,"[310, 1360, 1379]",S8JW.tsv
try to,2,330,"[312, 330, 1121]",S8JW.tsv
us,1,492,"[312, 492, 630, 785, 1171, 1368, 1422, 1474, 1505]",S8JW.tsv
really like,2,364,"[312, 364, 441, 510, 513, 1069, 1198, 1422]",S8JW.tsv
try,1,312,"[216, 251, 312, 330, 390, 662, 698, 739, 785, 1011, 1121, 1316]",S8JW.tsv
they're like,2,889,"[312, 889, 1118, 1251]",S8JW.tsv
they're,1,312,"[60, 312, 535, 537, 540, 550, 744, 846, 889, 946, 1100, 1118, 1120, 1158, 1172, 1199, 1208, 1251, 1252, 1264, 1277, 1289]",S8JW.tsv
you send,2,1471,"[312, 1471]",S8JW.tsv
send,1,1471,"[312, 1471, 1477]",S8JW.tsv
ten,1,314,"[158, 160, 161, 271, 314, 722]",S8JW.tsv
five,1,314,"[267, 268, 314, 1376]",S8JW.tsv
four,1,695,"[314, 695, 780, 903]",S8JW.tsv
get like,2,724,"[314, 724, 781, 1396, 1445, 1456]",S8JW.tsv
quid,1,821,"[314, 821, 1145]",S8JW.tsv
you get,2,314,"[126, 314, 505, 532, 623, 698, 1061, 1268]",S8JW.tsv
and you,2,314,"[254, 314, 698, 1063, 1262, 1477, 1518]",S8JW.tsv
four or,2,1547,"[314, 1547]",S8JW.tsv
do add,2,316,"[242, 316, 1559]",S8JW.tsv
to the,2,316,"[268, 316, 816, 1061, 1452, 1456]",S8JW.tsv
and just,2,527,"[316, 527, 735, 906, 1391]",S8JW.tsv
tell,1,316,"[292, 316, 607, 826, 1400]",S8JW.tsv
that they,2,709,"[316, 709, 826, 1367]",S8JW.tsv
and they,2,1134,"[316, 318, 550, 1134, 1478]",S8JW.tsv
add,1,370,"[242, 316, 370, 1534, 1542, 1559]",S8JW.tsv
mean,1,95,"[18, 95, 318, 387, 520, 631, 676, 737, 778, 885, 1026, 1081, 1100, 1110, 1113, 1190, 1431]",S8JW.tsv
didn't have any,3,318,"[211, 318, 319, 574, 1505]",S8JW.tsv
they didn't,2,319,"[318, 319, 904, 1281]",S8JW.tsv
we didn't have,3,491,"[318, 491, 568, 1505]",S8JW.tsv
and we,2,561,"[318, 561, 1370, 1376, 1454, 1505, 1552]",S8JW.tsv
of the,2,318,"[155, 292, 318, 349, 486, 563, 616, 656, 729, 794, 886, 1076, 1104, 1379, 1391, 1402, 1410, 1412, 1422, 1515]",S8JW.tsv
we didn't have any,4,571,"[318, 571, 1505]",S8JW.tsv
i mean,2,318,"[95, 318, 520, 676, 737, 885, 1100, 1113, 1431]",S8JW.tsv
seem,1,453,"[318, 335, 453, 486, 554, 575, 765, 1061, 1132, 1163, 1266]",S8JW.tsv
all of,2,770,"[318, 770, 1082]",S8JW.tsv
they'd be,2,826,"[318, 826, 1081]",S8JW.tsv
have the,2,508,"[318, 508, 729, 838, 1339]",S8JW.tsv
they'd,1,873,"[318, 826, 873, 1368, 1380]",S8JW.tsv
seem like,2,575,"[318, 575, 1061, 1266]",S8JW.tsv
the one,2,729,"[318, 729, 1512]",S8JW.tsv
so i,2,321,"[55, 321, 695, 765, 949, 1083, 1125]",S8JW.tsv
recipe,1,378,"[321, 378]",S8JW.tsv
we're,1,321,"[183, 229, 321, 679, 994]",S8JW.tsv
of that,2,321,"[13, 321, 660, 889, 1498, 1505]",S8JW.tsv
it and,2,399,"[322, 399, 527, 698, 1309, 1515]",S8JW.tsv
erm but,2,568,"[322, 414, 568, 708]",S8JW.tsv
so she be,3,324,"[160, 324]",S8JW.tsv
want,1,486,"[324, 486, 521, 550, 584, 657, 660, 662, 735, 765, 867, 905, 913, 934, 956, 958, 962, 972, 978, 988, 990, 1057, 1295, 1465]",S8JW.tsv
clear,1,527,"[324, 527, 818, 1562]",S8JW.tsv
of something,2,1248,"[324, 1248]",S8JW.tsv
hot,1,330,"[329, 330, 335, 401, 718, 724, 980, 1000, 1004, 1022, 1076, 1151, 1448]",S8JW.tsv
oh sorry,2,334,"[276, 334]",S8JW.tsv
cayenne pepper,2,337,"[334, 335, 337, 339]",S8JW.tsv
