Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
things,1,54,"[0, 54, 122, 181, 279, 385, 409, 441, 475, 487, 531]",SGSK.tsv
cake,1,268,"[0, 265, 268, 274]",SGSK.tsv
yeah,1,28,"[2, 27, 28, 32, 37, 38, 45, 48, 57, 61, 69, 75, 77, 80, 81, 82, 94, 95, 97, 105, 107, 109, 111, 112, 117, 119, 121, 122, 123, 125, 127, 129, 130, 133, 138, 151, 152, 154, 155, 156, 158, 160, 163, 166, 168, 170, 176, 177, 179, 181, 182, 184, 185, 191, 195, 197, 199, 201, 203, 205, 206, 207, 209, 214, 215, 227, 229, 232, 233, 242, 249, 260, 263, 264, 269, 273, 279, 286, 288, 292, 295, 308, 309, 311, 313, 321, 327, 334, 336, 338, 339, 342, 345, 352, 363, 369, 375, 377, 382, 383, 386, 391, 392, 394, 395, 400, 406, 408, 409, 411, 415, 417, 422, 423, 427, 428, 431, 435, 438, 439, 440, 441, 444, 453, 458, 462, 463, 468, 469, 470, 473, 476, 480, 481, 483, 485, 488, 495, 501, 503, 506, 510, 511, 515, 517, 526, 537, 541]",SGSK.tsv
i haven't,2,4,"[3, 4, 504, 520]",SGSK.tsv
yes,1,9,"[4, 8, 9, 10, 17, 41, 43, 58, 64, 66, 75, 99, 101, 138, 178, 193, 194, 215, 247, 258, 288, 301, 305, 326, 332, 367, 384]",SGSK.tsv
last,1,7,"[6, 7, 153]",SGSK.tsv
for the,2,22,"[6, 22, 133, 141, 178, 225, 230, 240]",SGSK.tsv
sort,1,58,"[8, 58, 63, 81, 105, 185, 345, 487]",SGSK.tsv
people,1,60,"[8, 33, 60, 63, 74, 76, 105, 106, 107, 160, 164, 177, 286, 296, 305, 307, 310, 312, 314, 316, 318, 320, 324, 336, 443]",SGSK.tsv
yes it's,2,64,"[8, 64]",SGSK.tsv
would be,2,198,"[8, 198, 322, 327, 359]",SGSK.tsv
sort of,2,304,"[8, 63, 81, 105, 185, 304, 345, 487]",SGSK.tsv
work in,2,13,"[12, 13, 16]",SGSK.tsv
department,1,13,"[12, 13, 16, 18, 20, 369]",SGSK.tsv
work,1,22,"[12, 13, 16, 22, 39, 42, 58, 288, 368, 369]",SGSK.tsv
so you,2,44,"[12, 44, 49, 345]",SGSK.tsv
that's,1,74,"[14, 19, 25, 47, 74, 95, 96, 103, 114, 116, 131, 184, 186, 229, 278, 305, 358, 361, 370, 374, 377, 389, 454, 474, 485]",SGSK.tsv
really,1,78,"[14, 27, 61, 63, 78, 81, 85, 88, 90, 94, 96, 111, 129, 164, 167, 239, 273, 279, 280, 292, 293, 303, 312, 374, 378, 391, 403, 407, 411, 412, 413, 419, 427, 428, 445, 454, 457, 463, 474, 501, 509, 512, 523, 529, 533]",SGSK.tsv
okay,1,226,"[14, 19, 45, 136, 150, 189, 226, 254, 256, 315, 351, 378, 393, 398, 402, 467, 506, 528, 538]",SGSK.tsv
always,1,17,"[16, 17]",SGSK.tsv
have you,2,161,"[16, 90, 161, 385, 503]",SGSK.tsv
right,1,184,"[19, 21, 23, 51, 77, 103, 144, 148, 172, 184, 189, 195, 220, 224, 246, 315, 351, 377, 451, 460, 464, 472, 478, 486, 490, 493]",SGSK.tsv
that's interest,2,278,"[19, 103, 278]",SGSK.tsv
right okay,2,315,"[19, 315, 351]",SGSK.tsv
service,1,25,"[18, 25]",SGSK.tsv
a lot of,3,104,"[25, 27, 104, 433]",SGSK.tsv
be a,2,135,"[25, 135, 281, 469, 485, 487, 533]",SGSK.tsv
that be,2,270,"[25, 98, 270, 365, 499, 529]",SGSK.tsv
i think,2,27,"[24, 27, 29, 76, 94, 98, 126, 165, 273, 302, 419, 429, 439, 475, 494, 512, 519]",SGSK.tsv
new,1,60,"[27, 60, 63, 77, 471, 475]",SGSK.tsv
we're,1,70,"[27, 70, 171, 202, 225, 240, 305, 312]",SGSK.tsv
like,1,100,"[27, 39, 49, 61, 88, 92, 100, 116, 118, 121, 196, 199, 259, 279, 281, 359, 376, 378, 416, 419, 429, 433, 435, 441, 445, 450, 452, 454, 457, 459, 461, 465, 469, 471, 473, 475, 477, 485, 492, 502, 529, 531]",SGSK.tsv
think,1,141,"[27, 29, 61, 81, 94, 98, 111, 141, 165, 273, 302, 399, 409, 419, 429, 439, 441, 475, 494, 512, 519]",SGSK.tsv
i think it's,3,165,"[27, 165]",SGSK.tsv
longest,1,29,"[18, 29]",SGSK.tsv
longer than me,3,29,"[20, 29]",SGSK.tsv
five years,2,29,"[24, 29, 41]",SGSK.tsv
years,1,44,"[29, 41, 44, 180, 259, 279, 417]",SGSK.tsv
and a,2,54,"[29, 54, 417, 419]",SGSK.tsv
i've,1,58,"[29, 58, 61, 68, 81, 118, 121, 160, 183, 259, 343, 386]",SGSK.tsv
i think be the,4,76,"[29, 76]",SGSK.tsv
much,1,116,"[29, 105, 116, 334, 367, 382, 435, 441, 463, 469, 485, 489, 525, 541]",SGSK.tsv
's,1,137,"[29, 137, 353]",SGSK.tsv
be the,2,167,"[29, 76, 98, 113, 167, 273, 284, 499]",SGSK.tsv
to have,2,42,"[33, 42, 90, 157, 190, 331, 351]",SGSK.tsv
people who,2,74,"[33, 74]",SGSK.tsv
work on,2,58,"[39, 58]",SGSK.tsv
know,1,41,"[5, 7, 34, 41, 65, 68, 77, 81, 84, 86, 90, 96, 105, 164, 171, 175, 248, 316, 353, 354, 388, 430, 432, 433, 459, 471, 485, 494]",SGSK.tsv
happen,1,41,"[34, 41, 419]",SGSK.tsv
you know,2,68,"[41, 65, 68, 77, 81, 84, 86, 90, 96, 105, 164, 171, 175, 248, 316, 388, 459, 471, 485, 494]",SGSK.tsv
we have,2,137,"[41, 137]",SGSK.tsv
thing,1,139,"[41, 92, 98, 139, 284, 419, 463]",SGSK.tsv
ten,1,149,"[41, 149]",SGSK.tsv
ago,1,171,"[41, 171]",SGSK.tsv
years ago,2,180,"[41, 180]",SGSK.tsv
oh yes,2,301,"[41, 301]",SGSK.tsv
you do,2,49,"[44, 49, 63, 77, 233, 335, 448]",SGSK.tsv
do you,2,84,"[49, 77, 84, 304, 310, 341, 448, 465]",SGSK.tsv
the market,2,61,"[50, 61]",SGSK.tsv
market,1,61,"[52, 61]",SGSK.tsv
interest,1,278,"[19, 61, 63, 103, 162, 278, 279, 292, 293, 296, 298, 312, 399, 419, 452, 494, 533]",SGSK.tsv
get,1,63,"[18, 24, 42, 63, 96, 97, 118, 121, 173, 176, 266, 292, 298, 304, 312, 320, 385, 388, 401, 484, 502, 516, 527]",SGSK.tsv
book,1,63,"[58, 63, 105, 111, 121, 194, 200, 461, 512, 514]",SGSK.tsv
new products,2,63,"[60, 63]",SGSK.tsv
ways,1,64,"[63, 64]",SGSK.tsv
find,1,100,"[63, 81, 100, 409, 416, 421, 441, 531]",SGSK.tsv
need to,2,184,"[63, 184, 337]",SGSK.tsv
need,1,186,"[63, 181, 186, 337]",SGSK.tsv
and i,2,196,"[63, 196, 302, 407, 498]",SGSK.tsv
be good,2,65,"[36, 65, 86, 494]",SGSK.tsv
and you,2,65,"[42, 65, 116, 494]",SGSK.tsv
good,1,95,"[36, 65, 86, 95, 338, 370, 401, 413, 418, 457, 494, 521, 529]",SGSK.tsv
oh yeah,2,214,"[69, 214, 229, 313, 352]",SGSK.tsv
yeah so,2,308,"[75, 199, 233, 308, 391]",SGSK.tsv
one,1,77,"[1, 77, 81, 85, 90, 100, 111, 192, 201, 265, 268, 273, 305, 337, 350, 409, 463, 475, 505, 507, 514, 520, 527]",SGSK.tsv
i'm,1,77,"[50, 77, 100, 111, 118, 120, 137, 139, 145, 183, 220, 221, 230, 236, 244, 257, 331, 333, 337, 354, 369, 388, 395, 399, 415, 500, 502]",SGSK.tsv
sell,1,102,"[77, 102]",SGSK.tsv
bible,1,124,"[77, 124]",SGSK.tsv
one of,2,268,"[77, 268]",SGSK.tsv
catalogue and,2,79,"[52, 79]",SGSK.tsv
so i,2,126,"[79, 126, 184, 266, 397, 450]",SGSK.tsv
time,1,81,"[42, 81, 120, 148, 238, 335, 419]",SGSK.tsv
it's the,2,81,"[46, 81, 505]",SGSK.tsv
it's it's,2,81,"[64, 81, 496]",SGSK.tsv
find one that,3,100,"[81, 100]",SGSK.tsv
and the,2,124,"[83, 111, 124, 171]",SGSK.tsv
of the,2,89,"[85, 89, 129, 137, 268, 273, 305, 409]",SGSK.tsv
one of the,3,268,"[85, 268, 273, 305, 409]",SGSK.tsv
have be,2,86,"[20, 22, 86, 419]",SGSK.tsv
might,1,86,"[44, 86, 108, 185, 196, 228]",SGSK.tsv
might have,2,228,"[86, 228]",SGSK.tsv
read,1,93,"[90, 93, 94, 121, 443, 496, 498, 503, 504, 507, 512, 514, 520]",SGSK.tsv
want,1,159,"[90, 94, 159, 201, 341, 452]",SGSK.tsv
also,1,94,"[24, 94, 194, 296]",SGSK.tsv
something,1,94,"[68, 94, 105, 116, 153, 416, 417, 450, 514]",SGSK.tsv
regularly,1,94,"[93, 94]",SGSK.tsv
can i,2,96,"[1, 96]",SGSK.tsv
money,1,104,"[96, 104]",SGSK.tsv
yes so,2,194,"[101, 194]",SGSK.tsv
