Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
squad cast,2,3,"[2, 3, 4, 1548, 1549]",S784.tsv
that's,1,51,"[2, 51, 52, 60, 67, 207, 209, 210, 212, 233, 234, 237, 240, 280, 303, 310, 329, 351, 364, 391, 412, 430, 465, 470, 487, 510, 511, 549, 607, 608, 611, 635, 637, 650, 674, 689, 705, 715, 717, 720, 721, 725, 727, 738, 747, 758, 766, 774, 824, 828, 839, 843, 850, 851, 864, 866, 882, 904, 915, 916, 933, 938, 963, 976, 1029, 1032, 1040, 1041, 1042, 1047, 1058, 1075, 1079, 1086, 1101, 1123, 1139, 1144, 1177, 1178, 1180, 1182, 1195, 1197, 1201, 1217, 1219, 1221, 1223, 1227, 1258, 1261, 1273, 1282, 1284, 1288, 1291, 1294, 1314, 1335, 1337, 1342, 1346, 1350, 1351, 1360, 1361, 1378, 1379, 1392, 1402, 1404, 1412, 1429, 1444, 1448, 1450, 1453, 1454, 1472, 1474, 1509, 1523, 1588, 1599, 1605, 1624, 1642, 1643, 1644, 1676, 1702, 1714, 1737, 1740]",S784.tsv
good,1,173,"[2, 25, 173, 222, 303, 316, 329, 863, 1434, 1439, 1567, 1640, 1815]",S784.tsv
our fan will send them,5,14,"[13, 14]",S784.tsv
yeah,1,14,"[5, 12, 14, 15, 20, 22, 25, 33, 34, 44, 48, 58, 73, 74, 76, 84, 93, 103, 104, 106, 110, 113, 122, 125, 127, 128, 130, 135, 142, 145, 151, 156, 157, 160, 161, 172, 182, 188, 190, 199, 202, 204, 205, 209, 210, 222, 230, 231, 235, 238, 243, 250, 257, 259, 261, 267, 273, 275, 278, 279, 283, 284, 286, 287, 293, 300, 302, 306, 309, 311, 313, 314, 316, 326, 329, 339, 341, 342, 351, 358, 362, 363, 365, 366, 368, 369, 371, 372, 374, 376, 378, 379, 390, 392, 395, 396, 401, 416, 418, 421, 429, 431, 433, 435, 439, 452, 457, 467, 473, 483, 485, 486, 488, 490, 494, 496, 498, 506, 508, 510, 515, 518, 520, 522, 523, 524, 525, 526, 529, 530, 536, 539, 541, 544, 545, 553, 554, 555, 556, 561, 575, 581, 582, 583, 584, 585, 586, 587, 589, 591, 593, 595, 597, 599, 601, 602, 603, 607, 608, 613, 614, 618, 622, 623, 624, 629, 630, 634, 635, 637, 641, 644, 647, 648, 650, 660, 667, 670, 676, 684, 686, 687, 689, 691, 693, 695, 697, 700, 701, 707, 708, 714, 715, 716, 721, 724, 726, 732, 733, 734, 740, 742, 752, 754, 757, 759, 760, 765, 769, 774, 778, 781, 782, 784, 791, 794, 795, 805, 809, 813, 816, 823, 828, 836, 842, 844, 848, 849, 851, 855, 863, 864, 866, 872, 884, 886, 888, 889, 890, 892, 893, 895, 899, 903, 910, 913, 914, 923, 926, 931, 933, 934, 936, 938, 947, 948, 955, 958, 960, 963, 965, 966, 968, 970, 972, 977, 984, 987, 992, 995, 998, 1000, 1001, 1009, 1010, 1016, 1018, 1019, 1021, 1030, 1042, 1050, 1054, 1061, 1067, 1071, 1077, 1086, 1090, 1095, 1103, 1105, 1107, 1112, 1114, 1116, 1118, 1122, 1127, 1129, 1152, 1155, 1176, 1181, 1196, 1206, 1208, 1222, 1224, 1226, 1233, 1255, 1259, 1260, 1265, 1270, 1271, 1303, 1304, 1307, 1311, 1312, 1324, 1326, 1328, 1334, 1339, 1343, 1348, 1350, 1358, 1359, 1374, 1405, 1407, 1413, 1416, 1417, 1425, 1427, 1429, 1430, 1432, 1438, 1443, 1445, 1449, 1451, 1453, 1461, 1463, 1464, 1473, 1483, 1487, 1498, 1503, 1506, 1507, 1522, 1525, 1528, 1533, 1540, 1549, 1561, 1568, 1574, 1576, 1577, 1580, 1585, 1593, 1596, 1600, 1601, 1607, 1609, 1614, 1618, 1624, 1627, 1629, 1649, 1658, 1664, 1666, 1668, 1669, 1678, 1680, 1684, 1685, 1691, 1694, 1695, 1700, 1701, 1708, 1711, 1717, 1721, 1723, 1732, 1734, 1744, 1745, 1750, 1754, 1757, 1758, 1765, 1766, 1768, 1770, 1772, 1776, 1780, 1789, 1803, 1806, 1807]",S784.tsv
our fan,2,16,"[13, 14, 16, 155]",S784.tsv
fan,1,13,"[10, 13, 14, 16, 155, 156, 274]",S784.tsv
we're,1,26,"[25, 26, 226, 321, 327, 337, 448, 450, 458, 518, 521, 578, 612, 664, 773, 948, 1032, 1059, 1069, 1078, 1090, 1152, 1197, 1258, 1329, 1493, 1494, 1495, 1497, 1559, 1634, 1637, 1663, 1774, 1777, 1813]",S784.tsv
in the,2,61,"[23, 24, 25, 61, 154, 474, 546, 619, 621, 694, 728, 776, 889, 914, 1002, 1048, 1062, 1090, 1123, 1201, 1249, 1335, 1421, 1424, 1425, 1434, 1446, 1539, 1551, 1602, 1738, 1761]",S784.tsv
guy,1,25,"[15, 25, 73, 87, 107, 120, 124, 274, 281, 283, 294, 301, 343, 451, 499, 731, 1109, 1166, 1183, 1184, 1262, 1458, 1581, 1608, 1631, 1733, 1811]",S784.tsv
