begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.34,0.35714285714285715,0.3482758620689655,SH63.tsv
50,100,0.48627450980392156,0.6149425287356322,0.5384615384615384,SH63.tsv
100,150,0.6607929515418502,0.7253886010362695,0.6904761904761905,SH63.tsv
150,200,0.6770186335403726,0.7674418604651163,0.7237237237237237,SH63.tsv
200,250,0.6,0.8051948051948052,0.6932153392330384,SH63.tsv
250,300,0.7015384615384616,0.7931034482758621,0.7256235827664399,SH63.tsv
300,350,0.7519083969465649,0.7771428571428571,0.7620137299771167,SH63.tsv
350,400,0.8156424581005587,0.7195121951219512,0.7696793002915452,SH63.tsv
400,450,0.7294117647058823,0.8288288288288288,0.7686832740213523,SH63.tsv
450,500,0.72,0.8389830508474576,0.7723880597014925,SH63.tsv
500,550,0.6631578947368421,0.8062015503875969,0.7210031347962382,SH63.tsv
550,600,0.7276785714285714,0.7969924812030075,0.7653061224489796,SH63.tsv
600,618,0.7633136094674556,0.78,0.7671232876712328,SH63.tsv
