begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.40384615384615385,0.4846938775510204,0.43503937007874016,S9KS.tsv
50,100,0.6833976833976834,0.6150442477876106,0.6515463917525773,S9KS.tsv
100,150,0.6796407185628742,0.6810810810810811,0.6801541425818882,S9KS.tsv
150,200,0.6882845188284519,0.782312925170068,0.7104,S9KS.tsv
200,250,0.7181467181467182,0.8457142857142858,0.7695852534562212,S9KS.tsv
250,300,0.7149532710280374,0.8251121076233184,0.7711670480549199,S9KS.tsv
300,350,0.7611940298507462,0.8432203389830508,0.8054919908466819,S9KS.tsv
350,368,0.7614678899082569,0.7745098039215687,0.7677725118483413,S9KS.tsv
