begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.19387755102040816,0.33098591549295775,0.275,STY2.tsv
50,100,0.5342857142857143,0.5797101449275363,0.5511669658886894,STY2.tsv
100,150,0.6454849498327759,0.6713881019830028,0.6595092024539877,STY2.tsv
150,200,0.7669902912621359,0.75,0.7556634304207119,STY2.tsv
200,250,0.8007968127490039,0.6917293233082706,0.7446808510638298,STY2.tsv
250,300,0.8024193548387096,0.6946107784431138,0.7590361445783133,STY2.tsv
300,350,0.8206106870229007,0.8095238095238095,0.8145580589254766,STY2.tsv
350,400,0.810989010989011,0.8535980148883374,0.831002331002331,STY2.tsv
400,450,0.8314855875831486,0.7828685258964143,0.8058761804826863,STY2.tsv
450,474,0.8148148148148148,0.8181818181818182,0.8177458033573142,STY2.tsv
