speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,begin,end,file
S0094,102,31,30,0.30392156862745096,S0095,48,14,11,0.2916666666666667,S0032,148,54,50,0.36486486486486486,S0021,44,16,15,0.36363636363636365,342,115,0.3362573099415205,106,0,50,S23A.tsv
S0094,198,117,105,0.5909090909090909,S0095,12,5,4,0.4166666666666667,S0032,182,110,98,0.6043956043956044,S0021,34,21,18,0.6176470588235294,426,253,0.5938967136150235,225,50,100,S23A.tsv
S0094,77,56,45,0.7272727272727273,S0095,5,5,3,1.0,S0032,102,62,54,0.6078431372549019,S0021,278,187,162,0.6726618705035972,462,310,0.670995670995671,264,100,150,S23A.tsv
S0094,183,135,118,0.7377049180327869,S0095,32,21,20,0.65625,S0032,0,0,0,0.0,S0021,149,107,88,0.7181208053691275,364,263,0.7225274725274725,226,150,200,S23A.tsv
S0094,114,98,75,0.8596491228070176,S0095,53,42,32,0.7924528301886793,S0032,104,75,67,0.7211538461538461,S0021,106,76,58,0.7169811320754716,377,291,0.7718832891246684,232,200,250,S23A.tsv
S0094,94,68,57,0.723404255319149,S0095,29,18,14,0.6206896551724138,S0032,210,164,124,0.780952380952381,S0021,58,38,32,0.6551724137931034,391,288,0.7365728900255755,227,250,300,S23A.tsv
S0094,98,68,56,0.6938775510204082,S0095,62,45,33,0.7258064516129032,S0032,48,46,32,0.9583333333333334,S0021,82,60,51,0.7317073170731707,290,219,0.7551724137931034,172,300,350,S23A.tsv
S0094,44,36,32,0.8181818181818182,S0095,73,54,45,0.7397260273972602,S0032,57,45,35,0.7894736842105263,S0021,216,165,133,0.7638888888888888,390,300,0.7692307692307693,245,350,400,S23A.tsv
S0094,206,168,130,0.8155339805825242,S0095,81,67,49,0.8271604938271605,S0032,118,93,73,0.788135593220339,S0021,53,40,33,0.7547169811320755,458,368,0.8034934497816594,285,400,450,S23A.tsv
S0094,132,117,85,0.8863636363636364,S0095,91,70,45,0.7692307692307693,S0032,35,32,21,0.9142857142857143,S0021,132,103,82,0.7803030303030303,390,322,0.8256410256410256,233,450,500,S23A.tsv
S0094,154,132,99,0.8571428571428571,S0095,84,58,46,0.6904761904761905,S0032,58,50,37,0.8620689655172413,S0021,120,96,77,0.8,416,336,0.8076923076923077,259,500,550,S23A.tsv
S0094,164,141,95,0.8597560975609756,S0095,52,37,24,0.7115384615384616,S0032,38,32,22,0.8421052631578947,S0021,115,100,69,0.8695652173913043,369,310,0.8401084010840109,210,550,600,S23A.tsv
S0094,68,61,46,0.8970588235294118,S0095,16,12,8,0.75,S0032,222,174,131,0.7837837837837838,S0021,45,36,27,0.8,351,283,0.8062678062678063,212,600,650,S23A.tsv
S0094,61,42,32,0.6885245901639344,S0095,41,35,26,0.8536585365853658,S0032,55,41,29,0.7454545454545455,S0021,125,105,78,0.84,282,223,0.7907801418439716,165,650,700,S23A.tsv
S0094,74,63,44,0.8513513513513513,S0095,51,44,28,0.8627450980392157,S0032,67,51,37,0.7611940298507462,S0021,56,39,29,0.6964285714285714,248,197,0.7943548387096774,138,700,750,S23A.tsv
S0094,114,102,69,0.8947368421052632,S0095,47,36,25,0.7659574468085106,S0032,96,82,64,0.8541666666666666,S0021,37,29,22,0.7837837837837838,294,249,0.8469387755102041,180,750,800,S23A.tsv
S0094,98,86,61,0.8775510204081632,S0095,102,86,66,0.8431372549019608,S0032,117,99,74,0.8461538461538461,S0021,55,50,40,0.9090909090909091,372,321,0.8629032258064516,241,800,850,S23A.tsv
S0094,114,98,71,0.8596491228070176,S0095,48,36,25,0.75,S0032,204,173,126,0.8480392156862745,S0021,58,50,38,0.8620689655172413,424,357,0.8419811320754716,260,850,900,S23A.tsv
S0094,151,135,91,0.8940397350993378,S0095,35,27,19,0.7714285714285715,S0032,160,139,102,0.86875,S0021,47,42,30,0.8936170212765957,393,343,0.8727735368956743,242,900,950,S23A.tsv
S0094,36,35,27,0.9722222222222222,S0095,10,9,6,0.9,S0032,138,118,81,0.855072463768116,S0021,88,83,62,0.9431818181818182,272,245,0.9007352941176471,176,950,1000,S23A.tsv
S0094,51,51,44,1.0,S0095,38,28,19,0.7368421052631579,S0032,177,152,104,0.8587570621468926,S0021,10,5,3,0.5,276,236,0.855072463768116,170,1000,1050,S23A.tsv
S0094,135,122,90,0.9037037037037037,S0095,52,47,27,0.9038461538461539,S0032,44,37,27,0.8409090909090909,S0021,171,158,113,0.9239766081871345,402,364,0.9054726368159204,257,1050,1100,S23A.tsv
S0094,61,53,42,0.8688524590163934,S0095,39,32,23,0.8205128205128205,S0032,27,20,14,0.7407407407407407,S0021,129,115,83,0.8914728682170543,256,220,0.859375,162,1100,1150,S23A.tsv
S0094,71,60,46,0.8450704225352113,S0095,13,12,9,0.9230769230769231,S0032,27,19,16,0.7037037037037037,S0021,122,98,79,0.8032786885245902,233,189,0.8111587982832618,150,1150,1200,S23A.tsv
S0094,55,47,35,0.8545454545454545,S0095,44,35,22,0.7954545454545454,S0032,69,52,36,0.7536231884057971,S0021,86,74,49,0.8604651162790697,254,208,0.8188976377952756,142,1200,1250,S23A.tsv
S0094,49,33,25,0.673469387755102,S0095,35,33,23,0.9428571428571428,S0032,48,43,32,0.8958333333333334,S0021,82,77,55,0.9390243902439024,214,186,0.8691588785046729,135,1250,1300,S23A.tsv
S0094,53,46,36,0.8679245283018868,S0095,85,71,49,0.8352941176470589,S0032,89,84,58,0.9438202247191011,S0021,57,51,40,0.8947368421052632,284,252,0.8873239436619719,183,1300,1350,S23A.tsv
S0094,60,53,36,0.8833333333333333,S0095,5,2,1,0.4,S0032,77,62,51,0.8051948051948052,S0021,145,129,101,0.8896551724137931,287,246,0.8571428571428571,189,1350,1400,S23A.tsv
S0094,124,113,81,0.9112903225806451,S0095,15,11,8,0.7333333333333333,S0032,52,45,31,0.8653846153846154,S0021,46,40,31,0.8695652173913043,237,209,0.8818565400843882,151,1400,1450,S23A.tsv
S0094,79,65,48,0.8227848101265823,S0095,2,2,2,1.0,S0032,38,32,24,0.8421052631578947,S0021,166,152,103,0.9156626506024096,285,251,0.8807017543859649,177,1450,1500,S23A.tsv
S0094,61,55,42,0.9016393442622951,S0095,25,22,15,0.88,S0032,52,39,28,0.75,S0021,218,192,148,0.8807339449541285,356,308,0.8651685393258427,233,1500,1550,S23A.tsv
S0094,153,140,101,0.9150326797385621,S0095,1,1,1,1.0,S0032,30,27,18,0.9,S0021,169,153,106,0.9053254437869822,353,321,0.9093484419263456,226,1550,1600,S23A.tsv
S0094,142,116,79,0.8169014084507042,S0095,36,29,18,0.8055555555555556,S0032,65,59,32,0.9076923076923077,S0021,147,132,93,0.8979591836734694,390,336,0.8615384615384616,222,1600,1650,S23A.tsv
