begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.11077844311377245,0.1559633027522936,0.12189616252821671,SAVH.tsv
50,100,0.21615720524017468,0.44047619047619047,0.25092250922509224,SAVH.tsv
100,150,0.2662037037037037,0.3247863247863248,0.2786885245901639,SAVH.tsv
150,200,0.2786885245901639,0.4180327868852459,0.3251366120218579,SAVH.tsv
200,250,0.4088397790055249,0.3333333333333333,0.37388724035608306,SAVH.tsv
250,300,0.3308641975308642,0.42857142857142855,0.3530534351145038,SAVH.tsv
300,350,0.39928057553956836,0.4700854700854701,0.431640625,SAVH.tsv
350,400,0.3704663212435233,0.5506072874493927,0.44075829383886256,SAVH.tsv
400,450,0.4786096256684492,0.5320197044334976,0.49740034662045063,SAVH.tsv
450,472,0.38202247191011235,0.5517241379310345,0.4489795918367347,SAVH.tsv
