begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.22180451127819548,0.2578947368421053,0.23684210526315788,SY4E.tsv
50,100,0.3492822966507177,0.37209302325581395,0.35798816568047337,SY4E.tsv
100,150,0.43359375,0.39461883408071746,0.4154488517745303,SY4E.tsv
150,200,0.5120481927710844,0.37554585152838427,0.43291139240506327,SY4E.tsv
200,250,0.5272727272727272,0.5561224489795918,0.5392781316348195,SY4E.tsv
250,300,0.45741324921135645,0.5384615384615384,0.48828125,SY4E.tsv
300,350,0.47560975609756095,0.515625,0.4931506849315068,SY4E.tsv
350,400,0.5232974910394266,0.54421768707483,0.5305164319248826,SY4E.tsv
400,450,0.5416666666666666,0.4878048780487805,0.5221238938053098,SY4E.tsv
450,500,0.5116279069767442,0.5864197530864198,0.5404761904761904,SY4E.tsv
500,550,0.5837837837837838,0.5495049504950495,0.5658914728682171,SY4E.tsv
550,600,0.6294416243654822,0.6075949367088608,0.6197183098591549,SY4E.tsv
600,650,0.5823529411764706,0.6515837104072398,0.6214833759590793,SY4E.tsv
650,700,0.6227106227106227,0.5448717948717948,0.5944055944055944,SY4E.tsv
700,750,0.631578947368421,0.6204379562043796,0.6271676300578035,SY4E.tsv
750,800,0.6844919786096256,0.6919191919191919,0.6883116883116883,SY4E.tsv
800,829,0.6444444444444445,0.5213675213675214,0.5748792270531401,SY4E.tsv
