speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,50,162,444,0.07716049382716049,18,14,18,0,0,50,S29Q.tsv
4,109,232,828,0.11745689655172414,40,31,38,0,0,100,S29Q.tsv
4,159,307,1174,0.12947882736156352,58,46,55,0,0,150,S29Q.tsv
4,206,363,1596,0.1418732782369146,74,64,64,4,0,200,S29Q.tsv
4,252,420,2078,0.15,86,81,78,7,0,250,S29Q.tsv
4,281,461,2516,0.15238611713665945,95,92,87,7,0,300,S29Q.tsv
4,353,524,2938,0.16841603053435114,123,118,101,11,0,350,S29Q.tsv
4,410,560,3322,0.18303571428571427,141,138,118,13,0,400,S29Q.tsv
4,454,592,3737,0.19172297297297297,153,156,130,15,0,450,S29Q.tsv
4,471,598,3853,0.19690635451505017,162,162,132,15,0,465,S29Q.tsv
