speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,68,102,308,0.16666666666666666,25,19,24,0,0,50,SJNC.tsv
4,105,145,576,0.1810344827586207,38,35,32,0,0,100,SJNC.tsv
4,145,172,859,0.21075581395348839,55,46,44,0,0,150,SJNC.tsv
4,183,265,1310,0.17264150943396225,69,53,61,0,0,200,SJNC.tsv
4,233,308,1637,0.1891233766233766,86,75,72,0,0,250,SJNC.tsv
4,257,357,1882,0.1799719887955182,94,82,81,0,0,300,SJNC.tsv
4,306,418,2238,0.18301435406698566,106,101,99,0,0,350,SJNC.tsv
4,341,449,2535,0.18986636971046772,114,109,104,14,0,400,SJNC.tsv
4,392,495,2887,0.19797979797979798,126,117,108,41,0,450,SJNC.tsv
4,467,551,3315,0.2118874773139746,137,144,130,56,0,500,SJNC.tsv
4,521,596,3744,0.21854026845637584,156,165,138,62,0,550,SJNC.tsv
4,558,635,4040,0.21968503937007874,170,175,146,67,0,600,SJNC.tsv
4,601,658,4402,0.2283434650455927,181,190,152,78,0,650,SJNC.tsv
4,617,685,4744,0.22518248175182481,189,195,154,79,0,700,SJNC.tsv
4,658,715,5036,0.23006993006993007,198,202,160,98,0,750,SJNC.tsv
4,712,751,5419,0.237017310252996,216,216,163,117,0,800,SJNC.tsv
4,756,771,5694,0.245136186770428,223,225,174,134,0,850,SJNC.tsv
4,799,803,6117,0.2487546699875467,241,235,177,146,0,900,SJNC.tsv
4,837,834,6474,0.25089928057553956,254,248,182,153,0,950,SJNC.tsv
4,873,857,6887,0.2546674445740957,266,257,188,162,0,1000,SJNC.tsv
4,904,881,7178,0.2565266742338252,275,263,193,173,0,1050,SJNC.tsv
4,934,903,7420,0.25858250276854927,283,269,206,176,0,1100,SJNC.tsv
4,954,918,7608,0.25980392156862747,288,272,211,183,0,1138,SJNC.tsv
