speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,23,123,253,0.046747967479674794,8,9,6,0,0,50,SMK3.tsv
4,65,206,549,0.07888349514563107,27,28,10,0,0,100,SMK3.tsv
4,101,286,878,0.08828671328671328,41,42,12,6,0,150,SMK3.tsv
4,141,360,1212,0.09791666666666667,53,52,22,14,0,200,SMK3.tsv
4,186,425,1495,0.10941176470588235,63,66,42,15,0,250,SMK3.tsv
4,244,473,1783,0.12896405919661733,68,95,65,16,0,300,SMK3.tsv
4,285,515,2086,0.1383495145631068,72,111,84,18,0,350,SMK3.tsv
4,336,547,2415,0.15356489945155394,79,122,95,40,0,400,SMK3.tsv
4,367,579,2711,0.1584628670120898,82,130,104,51,0,450,SMK3.tsv
4,406,610,2972,0.16639344262295083,87,138,118,63,0,500,SMK3.tsv
4,430,643,3232,0.1671850699844479,89,141,127,73,0,550,SMK3.tsv
4,474,675,3541,0.17555555555555555,90,152,139,93,0,600,SMK3.tsv
4,523,706,3928,0.18519830028328613,91,165,154,113,0,650,SMK3.tsv
4,559,727,4209,0.1922283356258597,95,174,169,121,0,700,SMK3.tsv
4,588,750,4475,0.196,100,185,179,124,0,750,SMK3.tsv
4,617,767,4739,0.20110821382007824,102,193,182,140,0,800,SMK3.tsv
4,635,805,5068,0.1972049689440994,107,196,185,147,0,850,SMK3.tsv
4,664,823,5411,0.20170109356014582,116,199,187,162,0,900,SMK3.tsv
4,709,863,5805,0.20538818076477405,126,212,191,180,0,950,SMK3.tsv
4,731,894,6099,0.20441834451901567,130,215,199,187,0,1000,SMK3.tsv
4,759,909,6317,0.20874587458745875,143,225,203,188,0,1050,SMK3.tsv
4,778,946,6618,0.20560253699788583,150,230,207,191,0,1100,SMK3.tsv
4,807,983,7097,0.20523906408952186,159,242,209,197,0,1150,SMK3.tsv
4,831,1019,7460,0.20387634936211974,159,253,215,204,0,1200,SMK3.tsv
4,853,1036,7692,0.20583976833976833,162,263,215,213,0,1250,SMK3.tsv
4,880,1057,7963,0.20813623462630085,169,269,216,226,0,1300,SMK3.tsv
4,905,1070,8194,0.21144859813084113,176,275,224,230,0,1350,SMK3.tsv
4,941,1110,8539,0.21193693693693694,193,279,235,234,0,1400,SMK3.tsv
4,971,1132,8824,0.2144434628975265,198,286,238,249,0,1450,SMK3.tsv
4,1008,1158,9194,0.21761658031088082,206,294,243,265,0,1500,SMK3.tsv
4,1027,1177,9462,0.2181393372982158,206,296,251,274,0,1550,SMK3.tsv
4,1049,1196,9704,0.21927257525083613,209,301,255,284,0,1600,SMK3.tsv
4,1073,1209,10024,0.2218775847808106,214,302,265,292,0,1650,SMK3.tsv
4,1107,1225,10378,0.22591836734693876,225,304,270,308,0,1700,SMK3.tsv
4,1131,1240,10894,0.2280241935483871,230,312,273,316,0,1750,SMK3.tsv
4,1156,1264,11158,0.2286392405063291,237,316,281,322,0,1800,SMK3.tsv
4,1175,1283,11411,0.2289555728760717,240,320,286,329,0,1850,SMK3.tsv
4,1197,1314,11759,0.22773972602739725,244,331,287,335,0,1900,SMK3.tsv
4,1220,1324,11965,0.23036253776435045,251,334,295,340,0,1950,SMK3.tsv
4,1244,1346,12279,0.2310549777117385,254,340,304,346,0,2000,SMK3.tsv
4,1279,1368,12618,0.23373538011695907,262,344,317,356,0,2050,SMK3.tsv
4,1300,1387,12924,0.2343186733958183,269,349,322,360,0,2100,SMK3.tsv
4,1314,1395,13150,0.23548387096774193,269,356,323,366,0,2150,SMK3.tsv
4,1348,1407,13398,0.23951670220326937,283,362,325,378,0,2200,SMK3.tsv
4,1378,1428,13658,0.24124649859943978,297,373,327,381,0,2250,SMK3.tsv
4,1395,1451,14022,0.2403514817367333,301,381,328,385,0,2300,SMK3.tsv
4,1412,1464,14273,0.24112021857923496,307,386,329,390,0,2350,SMK3.tsv
4,1433,1478,14488,0.24238836265223274,310,395,329,399,0,2400,SMK3.tsv
4,1435,1487,14671,0.24125756556825823,310,396,329,400,0,2450,SMK3.tsv
4,1455,1513,14978,0.24041639127561137,316,406,331,402,0,2500,SMK3.tsv
4,1476,1524,15195,0.2421259842519685,324,415,334,403,0,2550,SMK3.tsv
4,1489,1540,15415,0.24172077922077922,326,418,336,409,0,2600,SMK3.tsv
4,1506,1567,15660,0.2402680280791321,328,424,336,418,0,2650,SMK3.tsv
4,1520,1579,15835,0.24065864471184295,331,430,336,423,0,2700,SMK3.tsv
4,1542,1595,16086,0.24169278996865204,341,437,338,426,0,2750,SMK3.tsv
4,1565,1613,16325,0.2425604463732176,347,444,342,432,0,2800,SMK3.tsv
4,1567,1614,16351,0.2427199504337051,348,444,342,433,0,2806,SMK3.tsv
