speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,48,125,314,0.096,15,4,12,17,0,50,SAQD.tsv
4,100,215,682,0.11627906976744186,25,19,24,32,0,100,SAQD.tsv
4,125,255,917,0.12254901960784313,36,21,29,39,0,150,SAQD.tsv
4,151,292,1137,0.1292808219178082,48,22,33,48,0,200,SAQD.tsv
4,183,326,1407,0.14033742331288343,61,24,44,54,0,250,SAQD.tsv
4,206,373,1668,0.1380697050938338,71,25,45,65,0,300,SAQD.tsv
4,233,408,1948,0.14276960784313725,75,35,51,72,0,350,SAQD.tsv
4,302,482,2595,0.1566390041493776,107,39,63,93,0,400,SAQD.tsv
4,317,519,2892,0.15269749518304432,113,39,67,98,0,450,SAQD.tsv
4,370,548,3193,0.1687956204379562,131,48,74,117,0,500,SAQD.tsv
4,426,593,3730,0.17959527824620575,146,82,78,120,0,550,SAQD.tsv
4,468,642,4484,0.1822429906542056,153,106,80,129,0,600,SAQD.tsv
4,494,659,4788,0.18740515933232169,156,117,83,138,0,650,SAQD.tsv
4,520,681,5140,0.19089574155653452,159,128,85,148,0,700,SAQD.tsv
4,537,702,5552,0.19123931623931623,161,136,86,154,0,750,SAQD.tsv
4,568,774,6151,0.1834625322997416,165,148,86,169,0,800,SAQD.tsv
4,623,842,7153,0.18497624703087887,175,156,94,198,0,850,SAQD.tsv
4,647,869,7699,0.18613348676639815,178,162,97,210,0,900,SAQD.tsv
4,684,894,8090,0.1912751677852349,187,173,102,222,0,950,SAQD.tsv
4,711,910,8379,0.19532967032967033,196,179,107,229,0,1000,SAQD.tsv
4,727,926,8718,0.1962742980561555,199,182,111,235,0,1050,SAQD.tsv
4,748,942,9021,0.19851380042462846,205,191,112,240,0,1100,SAQD.tsv
4,768,957,9321,0.2006269592476489,211,194,116,247,0,1150,SAQD.tsv
4,785,978,9664,0.2006646216768916,212,202,116,255,0,1200,SAQD.tsv
4,807,991,9970,0.20358224016145307,218,208,118,263,0,1250,SAQD.tsv
4,829,1017,10341,0.20378564405113078,221,216,122,270,0,1300,SAQD.tsv
4,857,1037,10888,0.20660559305689488,232,229,122,274,0,1350,SAQD.tsv
4,895,1058,11325,0.21148393194706994,242,244,129,280,0,1400,SAQD.tsv
4,909,1069,11527,0.21258185219831618,244,250,130,285,0,1450,SAQD.tsv
4,950,1100,12156,0.2159090909090909,251,271,131,297,0,1500,SAQD.tsv
4,984,1119,12577,0.21983914209115282,260,283,132,309,0,1550,SAQD.tsv
4,1003,1136,12993,0.2207306338028169,264,290,132,317,0,1600,SAQD.tsv
4,1039,1154,13347,0.22508665511265163,277,298,140,324,0,1650,SAQD.tsv
4,1046,1167,13635,0.2240788346186804,279,299,141,327,0,1700,SAQD.tsv
4,1069,1194,14050,0.22382747068676717,284,305,141,339,0,1750,SAQD.tsv
4,1086,1215,14332,0.2234567901234568,287,308,143,348,0,1800,SAQD.tsv
4,1108,1237,14606,0.22392886014551333,297,313,147,351,0,1850,SAQD.tsv
4,1117,1255,14967,0.22250996015936256,299,316,149,353,0,1900,SAQD.tsv
4,1150,1283,15367,0.2240841777084957,308,328,152,362,0,1950,SAQD.tsv
4,1183,1314,15604,0.22507610350076104,315,344,153,371,0,2000,SAQD.tsv
4,1222,1324,16016,0.23074018126888218,329,351,161,381,0,2050,SAQD.tsv
4,1222,1324,16023,0.23074018126888218,329,351,161,381,0,2053,SAQD.tsv
