file,corr,p
S5PW.csv,0.7893809283252129,1.5914578860234526e-11
SPC7.csv,0.8060250066816624,0.19397499331833756
SBQZ.csv,0.8362474589249145,8.177788360621218e-06
SDJA.csv,0.7789230573347075,2.454629789919983e-07
STBW.csv,0.9179494996555718,2.548715520484602e-05
SV5A.csv,0.8555331937022338,8.693559593617039e-10
SVBB.csv,0.7674463566368039,5.419189419744333e-13
SGMQ.csv,0.9158276476234406,0.0005242565023770696
SWFJ.csv,0.8101176814575259,2.803499522847799e-06
SP45.csv,0.8870036031207682,0.04481561230538689
SPZ4.csv,0.9065382686235618,0.0019006010089277629
S7QE.csv,0.8914926500459726,6.839855486441418e-07
SRYY.csv,0.9657634168865961,3.3894300675293243e-10
STWC.csv,0.7649809684352458,6.342832272243184e-11
S452.csv,0.9914079322986641,0.00011041829227428753
SAUR.csv,0.8498831076093216,2.684937489678264e-29
ST56.csv,0.9273251892958141,0.00011171881531639127
S7DR.csv,0.7338197277585177,0.0001529835554395695
SK8T.csv,0.8421755356807918,0.0011430334147361368
SWSL.csv,0.9142107784554323,2.860128818953554e-07
S5SJ.csv,0.9207962320622289,2.9997836119202043e-06
SLPW.csv,0.9345580628228002,7.41109408356057e-05
SNE5.csv,0.9156704392770574,2.525641351227598e-07
SN3D.csv,0.7646026448097469,5.925081473670128e-09
S3QD.csv,0.8637310173646174,3.938036624210476e-10
SQ2D.csv,0.9128570560367455,0.00022685727492015474
S68E.csv,0.8853112229741258,2.5551494364065617e-05
SAZY.csv,0.9043163339148236,5.368983723752818e-05
SM6J.csv,0.9172712062868081,1.0107527654365217e-05
SVZB.csv,0.8111130231663316,2.2051187464884193e-10
SCZZ.csv,0.8021656224647362,0.0003206763243420295
SR82.csv,0.9506221775835512,2.127303836831247e-06
SWPV.csv,0.8066160985704114,5.665472044704514e-10
SNPA.csv,0.8813439032029173,6.066258623036912e-08
S29Q.csv,0.9232361005309628,0.00013836553660777486
SN2C.csv,0.8338318417992439,0.07925436441569239
SQD6.csv,0.870784705060046,1.1383477346315811e-05
SCXG.csv,0.7366212007090667,3.586154344568179e-09
SAVN.csv,0.8870707235806674,1.8704964150845116e-07
SMZV.csv,0.7609730863776768,1.876987578784989e-08
SXLC.csv,0.7967646731871816,1.2985271769423464e-09
S7DT.csv,0.8278323878789684,0.005866013171238169
S7JH.csv,0.7974678061686494,6.983539939778212e-12
S9RV.csv,0.9646340012293426,2.6458168135108263e-05
