file,corr,p
S263.csv,0.8358298484963447,5.293837946479113e-17
SBPW.csv,0.9779852052821285,2.623526737028058e-05
S4TV.csv,0.8164414902949133,2.5232919303495106e-19
SFER.csv,0.7920128447572365,3.080300342433944e-07
SA9P.csv,0.9026958488197663,5.822941457948104e-05
STA2.csv,0.8861382469010023,2.451114268612022e-05
SZAK.csv,0.8931421721361167,1.066034053381779e-13
SJSS.csv,0.851472540118992,0.00044119719206044274
SYHP.csv,0.8075606411341661,2.196956147807579e-15
SKA7.csv,0.9893027131661202,0.0013260082474386295
SLJW.csv,0.8202005482161175,2.9139344641531743e-07
SBFN.csv,0.9196316939552655,1.2354603863309605e-06
S7JF.csv,0.869971920943723,0.0010658601871576887
S2Y5.csv,0.9076538538511387,0.001834937871057802
SJHL.csv,0.8328534840033103,7.08028726926752e-13
SZB2.csv,0.7619592518799991,1.0533525512929628e-07
SJFG.csv,0.8842332830257347,0.0001344245191691068
SZBD.csv,0.913011473674078,3.38479547313858e-05
S8TN.csv,0.9224629575668459,0.0010986612087939879
SQQX.csv,0.9222878479987521,0.008824109071552204
S67P.csv,0.9072947519028376,0.0018559109213281552
SV49.csv,0.8093485950880511,8.853666936599012e-06
SCZV.csv,0.9265133518646055,3.0405881099177355e-11
SWF6.csv,0.9305498241662591,4.91248399399212e-07
SG56.csv,0.8122057548062865,3.1602030675734447e-09
SKL3.csv,0.9084048832649977,3.078828272228981e-08
SP6E.csv,0.7990404132740051,2.4793262299547898e-08
S85D.csv,0.8319965479474161,5.277785547209946e-11
SVX4.csv,0.893060773555674,3.736965276982194e-10
S477.csv,0.9869952099631378,5.4450822541950446e-06
S8YL.csv,0.9540522658614261,0.0031182891121304588
SJRQ.csv,0.9059000170386012,1.2786822235452816e-14
SHKF.csv,0.9063228353165285,0.0007551336746198964
SNK6.csv,0.9663108641383603,0.001683318937630217
SWGV.csv,0.728537900748869,2.4420774669626325e-05
S5P8.csv,0.9879708228803138,0.012029177119686207
SBKM.csv,0.7696053108162622,0.0012873099625553463
STXT.csv,0.845107035982259,8.058102184191796e-09
SMW8.csv,0.7907466353502443,1.3588478444293274e-19
SD3R.csv,0.639748373968783,6.689656449850738e-06
SM99.csv,0.6987575527104811,1.7487329961221466e-05
SFQE.csv,0.7232733010858277,0.002308833035851446
SFSZ.csv,0.9365201390033624,2.1843757435310308e-05
S47C.csv,0.7911063387814655,5.497668397059292e-05
SVZH.csv,0.8750982769456157,1.9983034857227087e-06
SZ95.csv,0.7815041894827198,6.5236193430045715e-06
S86J.csv,0.9216877630608762,0.00040964035192050973
S8CV.csv,0.8900580287553127,3.875234680860391e-06
SUKT.csv,0.8923808165898358,9.106696610821309e-10
SEBP.csv,0.894825090103492,0.0026839456988034783
SB5E.csv,0.9119851368564607,1.46463692048812e-11
SGSK.csv,0.94610849279853,1.0602365480291769e-05
SEPR.csv,0.9097510231299231,7.307779828802423e-10
SXDQ.csv,0.7697944343926592,4.067605549368916e-08
SCPC.csv,0.8214237327274257,2.63680206194292e-10
SX2V.csv,0.8267637681943406,0.0004912837421471628
SH64.csv,0.9216823354479823,0.00040973750491546705
S43M.csv,0.8569845042688348,1.1545165604993893e-08
S4D8.csv,0.8406361052356335,0.0001662292719122851
SAQD.csv,0.7241098235852677,5.963104195149702e-08
SJM7.csv,0.7892678770655644,9.935794147544694e-07
SA2B.csv,0.8669532651218574,0.011528861340609185
S6JP.csv,0.8480360582134822,5.3841186716762485e-14
S7A6.csv,0.9205408955465091,1.6401149497805562e-07
SBZ7.csv,0.8568540442262864,4.568364009219878e-08
S9WB.csv,0.8408614145190749,0.07436157958356113
S2KP.csv,0.8254499115765178,1.1636418894605592e-07
S5LP.csv,0.839831909819807,6.5371072174735125e-09
SZRJ.csv,0.9115608832519237,9.362514911751326e-05
SHL3.csv,0.9262318171101557,1.5185817297018743e-05
S6KV.csv,0.8686812143100467,6.078306336143934e-06
SMK3.csv,0.8207558104572586,5.477895192568064e-15
S376.csv,0.8707680816967073,1.139320832934049e-05
SDA8.csv,0.8395393503770735,2.5005210674767157e-05
SC2T.csv,0.8278131016977465,1.0906990059526777e-06
SCP7.csv,0.8572117809115597,1.3792041709762154e-06
SNNJ.csv,0.8400878761081537,1.892775824568248e-06
SLU4.csv,0.9412691851252208,0.005072672570901474
SYWR.csv,0.9117842197722862,1.4300703532465498e-09
SWY3.csv,0.6768158445872052,6.045862931695134e-10
S9ZU.csv,0.9209490451196061,0.003232789397947269
S6EX.csv,0.8122573525507815,0.0002341895466109928
SJNJ.csv,0.7825501931298745,1.2134861745519233e-07
S3LE.csv,0.8393317533056059,1.885423154539737e-16
SHC8.csv,0.9158481411065835,2.0264519781362107e-13
SG3Q.csv,0.7956960907307264,8.886069892746125e-18
S5TE.csv,0.9313494622991098,3.72447539624721e-06
SBNU.csv,0.845779530790534,0.008142002308172707
SR3K.csv,0.9419150920648449,4.469125224692168e-31
SN98.csv,0.8345968146887972,9.910226737950519e-09
S3U3.csv,0.7865102107235273,1.2991154717498594e-08
SHLT.csv,0.8797867951369515,0.0007883514766218748
STKW.csv,0.8646991232738425,1.787591008358438e-06
SH5J.csv,0.8199478306319208,0.0010921022329221921
SUTB.csv,0.7696653980916451,2.6200137594542377e-07
SBM6.csv,0.8318004087028826,6.113636588623089e-16
SES6.csv,0.793916163850402,1.2952552299760695e-06
SA2J.csv,0.8186578648961368,2.498497982800672e-16
S3TZ.csv,-0.2645735740446785,0.6671068479546665
S8JW.csv,0.8543985867631783,4.940141379526659e-10
S3M9.csv,0.8499062447411789,5.4286731676958966e-09
S355.csv,0.7579409817953013,1.851037240263374e-10
S35U.csv,0.8467293654075997,6.434259456014156e-14
S3N4.csv,0.8995641004364054,2.836261267723455e-05
S4QF.csv,0.7943362385076248,1.7352064081229726e-15
SUVQ.csv,0.6680552581197555,8.09369567718243e-42
SW5B.csv,0.8893473059328363,1.129755309239738e-10
S9ZL.csv,0.9025141128137272,1.728069047510275e-06
SL9V.csv,0.8343450269783638,3.3030587056378487e-18
SWVQ.csv,0.789090154530427,0.062033496956677696
SNMN.csv,0.9286070008344147,3.6632642734765066e-05
SNCR.csv,0.8561297110973282,0.0015697964035697274
SUVS.csv,0.7874266597088678,1.4748675385271247e-07
SZJ3.csv,0.857917764910095,3.3218450360296996e-07
SJ7N.csv,0.7782232060139757,0.00038460969492186664
STH5.csv,0.7951413897038054,1.480315703033373e-11
SCG7.csv,0.9437091560584655,0.004663805419696376
SH4V.csv,0.8278874939314196,9.127487714659994e-09
SVD4.csv,0.8766912004292833,4.105370219977444e-08
S784.csv,0.7942339197994114,4.437616469320428e-09
S2EF.csv,0.8270116209032832,8.239080733408489e-12
S23A.csv,0.6495811506334385,4.796905110349106e-09
S7UX.csv,0.871428232548397,0.0004749434319533387
SUWR.csv,0.896675963876007,1.6240948836671302e-08
S99Z.csv,0.9780573291322969,0.00013537959914853616
SJNC.csv,0.8140437573892709,2.2932869408428132e-06
ST25.csv,0.8349516451279975,2.0972002063236936e-07
SASC.csv,0.8486671002502721,4.373422531555097e-06
SVP4.csv,0.9108603607625982,6.412037999641315e-10
SFXU.csv,0.9056815344193516,5.67663672842472e-07
SJNB.csv,0.7786846793623097,7.851733773086647e-10
SHCG.csv,0.8026103762527924,0.016493017234832395
S3YZ.csv,0.8276708342844752,9.281766037755617e-09
SPHU.csv,0.7731992338840079,0.00044343660513189263
SKDA.csv,0.8067716864418812,9.585544982502054e-10
SLBG.csv,0.6968814543166512,0.025122933956732808
SWZA.csv,0.8190735012500086,9.882165506636122e-07
SKHW.csv,0.8294603581890665,9.907530675806846e-14
S7WW.csv,0.9396999013487106,5.37616474258385e-05
S5UJ.csv,0.7544607597592997,3.194869934117955e-05
S99N.csv,0.8050372147217382,2.096197699405808e-06
S6H4.csv,0.9711315651530856,0.02886843484691437
SHAZ.csv,0.8128682825721145,3.5757220414358207e-11
S4HW.csv,0.8808076761914511,6.286344843703863e-09
S37Y.csv,0.9618621666582988,0.0005344567850485332
S8RC.csv,0.7540409012648979,8.153010478321295e-09
S39D.csv,0.930081306560407,0.02195916542363393
SXK2.csv,0.9213268515842848,5.610221900425698e-05
SFB9.csv,0.8897414911876838,8.959923977652856e-06
SQ6Z.csv,0.8392281010759204,3.670066409477935e-09
S2DD.csv,0.8890002008849675,5.291467333781741e-11
S7PU.csv,0.9364003002559517,6.626150336372877e-05
S5J8.csv,0.7588044956848619,0.017756042797050998
S2UJ.csv,0.907403937758761,3.009701127658024e-06
